Player,INT,INT TD,INT Yds,Lng
Thom Darden,10,0,200,46
Willie Buchanon,9,1,93,77
Ken Stone,9,0,139,33
Rod Perry,8,3,117,44
Pat Thomas,8,1,96,33
Bobby Bryant,7,0,69,23
Herman Edwards,7,0,59,25
Terry Jackson,7,1,115,51
Jake Scott,7,0,72,39
Carl Allen,6,0,54,21
Cedric Brown,6,0,110,29
Chuck Crist,6,0,159,32
Oliver Davis,6,1,65,33
Tony Dungy,6,0,95,65
Steve Foley,6,0,84,30
Tim Foley,6,0,12,8
Tim Gray,6,0,118,61
Mike Haynes,6,1,123,50
Bernard Jackson,6,0,128,38
Rolland Lawrence,6,0,76,44
Tom Myers,6,1,167,97
Charlie Phillips,6,1,121,42
Norm Thompson,6,0,52,31
Willie Alexander,5,0,51,29
Jimmy Allen,5,0,70,27
John Anderson,5,0,27,12
Benny Barnes,5,0,72,38
Mario Clark,5,0,29,29
Bobby Jackson,5,0,26,13
Steve Nelson,5,0,104,37
Burgess Owens,5,1,156,49
Deac Sanders,5,1,43,24
Bill Simpson,5,0,82,28
Mike Washington,5,0,43,24
Cornell Webster,5,0,9,14
Jeris White,5,0,56,31
Nate Wright,5,0,58,30
Autry Beamon,4,0,17,15
Bill Bergey,4,0,70,50
Lyle Blackwood,4,2,146,79
Mel Blount,4,0,55,35
Ray Brown,4,0,50,19
Raymond Clayborn,4,0,72,44
Gary Fencik,4,0,77,59
Mike Fuller,4,1,44,23
Randy Gradishar,4,0,19,8
Cliff Harris,4,0,26,23
John Harris,4,0,65,28
Lester Hayes,4,0,86,52
Dick Jauron,4,1,52,24
Ron Johnson,4,0,24,21
Jack Lambert,4,0,41,24
Tony Leonard,4,1,44,30
Ed O'Neil,4,0,49,31
Lemar Parrish,4,0,21,23
Gerald Small,4,1,157,46
Mo Spencer,4,0,83,37
Bill Thompson,4,0,0,0
Rick Volk,4,0,42,24
Charlie Waters,4,0,61,22
Roger Wehrli,4,0,3,3
Gerard Williams,4,0,51,20
Charlie Babb,3,0,61,36
Gary Barbaro,3,0,92,35
Doug Beaudoin,3,0,25,13
Matt Blair,3,0,28,20
Luther Bradley,3,1,85,76
Louis Breeden,3,0,25,18
Dave Brown,3,0,44,44
Doug Buffone,3,0,22,16
Harry Carson,3,0,86,42
Tim Collier,3,0,38,23
Neal Colzie,3,0,62,28
Glen Edwards,3,0,43,24
Dave Elmendorf,3,0,20,12
Larry Gordon,3,0,35,22
Johnnie Gray,3,0,66,66
Tony Greene,3,0,56,29
Jack Ham,3,0,7,7
Ted Hendricks,3,0,29,16
Mike Hennigan,3,0,76,53
Estus Hood,3,0,18,18
Bob Howard,3,0,15,15
Tom Jackson,3,1,28,28
Curtis Johnson,3,0,-2,-2
Ernie Jones,3,0,100,52
Curtis Jordan,3,0,23,22
Aaron Kyle,3,0,20,17
Frank LeMaster,3,1,22,9
Dave Lewis,3,0,24,13
Eddie Lewis,3,0,17,11
Virgil Livers,3,1,86,60
