Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Joe Washington,5.3,7,37,0,0,0,17,6,0
Charles Cornelius,5,1,5,0,0,0,5,0,0
Clarence Harmon,5,1,5,0,0,0,5,0,0
Ralph McGill,5,1,5,0,0,0,5,0,0
Clarence Sanders,5,1,5,0,0,0,5,0,0
Mike Shumann,5,8,40,0,0,0,36,1,0
Kevin Miller,5,48,239,0,0,0,47,8,0
Cedric Brown,4.5,2,9,0,0,0,9,1,0
Billy Waddy,4.5,10,45,0,0,0,12,0,0
Dennis Law,4.2,25,106,0,0,0,17,4,0
Roland Hooks,4,3,12,0,0,0,11,0,0
Lemar Parrish,4,1,4,0,0,0,4,0,0
Donald Schwartz,4,1,4,0,0,0,4,0,0
Pat Tilley,4,2,8,0,0,0,4,0,0
Roland Woolsey,4,1,4,0,0,0,4,0,0
Freddie Solomon,3.9,9,35,0,0,0,11,5,0
Virgil Livers,3.1,10,31,0,0,0,13,0,0
Larry Dorsey,3,1,3,0,0,0,3,0,0
Bill Thompson,3,1,3,0,0,0,3,0,0
Don Bass,2.7,3,8,0,0,0,7,0,0
Brian Baschnagel,2,1,2,0,0,0,2,1,0
Lyle Blackwood,2,1,2,0,0,0,2,2,0
Dick Conn,2,1,2,0,0,0,2,2,0
James Thompson,2,2,4,0,0,0,4,0,0
Walt Williams,1,1,1,0,0,0,1,0,0
Terry Jackson,0.2,4,1,0,0,0,8,0,0
Curtis Brown,0,1,0,0,0,0,0,0,0
Randy Burke,0,1,0,0,0,0,0,0,0
Ken Geddes,0,1,0,0,0,0,0,0,0
Don Goode,0,1,0,0,0,0,0,0,0
Howard Sampson,0,1,0,0,0,0,0,0,0
Perry Smith,0,1,0,0,0,0,0,0,0
Dennis Thurman,0,1,0,0,0,0,0,0,0
Walter Tullis,0,1,0,0,0,0,0,0,0
Sammy White,0,1,0,0,0,0,0,0,0
Mike Williams,0,1,0,0,0,0,0,1,0
Tommy Southard,-1,2,-2,0,0,0,0,0,0
Louis Breeden,-2,6,-12,0,0,0,1,1,0
Chris Pane,-2,1,-2,0,0,0,1,0,0
Ike Forte,-5,1,-5,0,0,0,-5,0,0
