Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Reese McCall,37,1,37,0,0,0,37,0,0
Artie Owens,20,1,20,0,0,0,20,0,0
Gary Davis,18,2,36,0,0,0,25,1,0
Rolland Lawrence,17,1,17,0,0,0,17,1,0
Wally Henry,15,11,165,1,0,0,57,1,0
Ted Burgmeier,14.8,4,59,0,0,0,55,2,0
Ozzie Newsome,14.5,2,29,0,0,0,24,1,0
Rick Upchurch,13.7,36,493,1,0,0,75,2,0
Mike Haynes,13.1,14,183,0,0,0,35,2,0
Eddie Brown,13,1,13,0,0,0,13,0,0
Keith Moody,12.6,19,240,1,0,0,82,5,0
Bruce Harper,12.6,30,378,1,0,0,82,4,0
Jackie Wallace,11.9,52,618,0,0,0,58,5,0
Jack Steptoe,11.7,11,129,0,0,0,28,0,0
Mike Levenseller,11.7,3,35,0,0,0,15,0,0
Ken Schroy,11.7,3,35,0,0,0,30,0,0
John Harris,11.6,5,58,0,0,0,42,1,0
Pete Shaw,11.5,4,46,0,0,0,16,3,0
Nat Terry,11.4,7,80,0,0,0,24,0,0
Eddie Payton,11.4,32,364,0,0,0,39,2,0
Mike Fuller,11.2,39,436,0,0,0,34,10,0
Nat Moore,11,1,11,0,0,0,11,1,0
Dick Jauron,10.7,3,32,0,0,0,15,2,0
Tony Green,10.6,42,443,1,0,0,80,13,0
James Hunter,10.5,2,21,0,0,0,19,0,0
Stanley Morgan,10.5,32,335,0,0,0,48,5,0
Guido Merkens,10.2,13,132,0,0,0,42,1,0
Jesse Thompson,10.1,16,161,0,0,0,35,2,0
Terry Anderson,9.4,5,47,0,0,0,15,2,0
Willard Harrell,9.3,21,196,1,0,0,70,6,0
Tony Hill,9.2,11,101,0,0,0,20,0,0
Robert Woods,9.1,9,82,0,0,0,14,0,0
Steve Odom,9,33,298,0,0,0,48,7,0
Cullen Bryant,9,3,27,0,0,0,21,0,0
Danny Reece,8.9,44,393,0,0,0,50,3,0
Ronnie Coleman,8.9,16,142,0,0,0,32,1,0
Willie Shelby,8.8,10,88,0,0,0,16,0,0
Johnnie Gray,8.6,11,95,0,0,0,22,6,0
Larry Jones,8.6,10,86,0,0,0,52,1,0
Larry Marshall,8.5,6,51,0,0,0,20,0,0
Steve Schubert,8.5,27,229,1,0,0,73,21,0
Luther Blue,8.4,7,59,0,0,0,15,7,0
Rufus Crawford,8.4,34,284,0,0,0,22,4,0
Jimmy Cefalo,8.3,28,232,0,0,0,26,8,0
J.T. Smith,8.2,4,33,0,0,0,12,1,0
Billy Ryckman,8.1,28,227,0,0,0,38,18,0
Alfred Jackson,8.1,11,89,0,0,0,32,6,0
Nolan Cromwell,8,1,8,0,0,0,8,2,0
Johnny Rodgers,8,11,88,0,0,0,15,5,0
Len Walterscheid,8,3,24,0,0,0,11,0,0
Butch Johnson,7.9,51,401,0,0,0,23,12,0
Tony Leonard,7.8,18,140,0,0,0,24,5,0
Keith Wright,7.8,37,288,0,0,0,42,16,0
Mark Cotney,7.6,5,38,0,0,0,10,1,0
Billy Johnson,7.5,8,60,0,0,0,20,0,0
Randy Reutershan,7.4,20,148,0,0,0,18,0,0
Theo Bell,7.2,21,152,0,0,0,18,2,0
Jim Smith,7.2,9,65,0,0,0,13,0,0
Gordon Bell,7.2,14,101,0,0,0,23,3,0
Bobby Hammond,7.1,22,157,0,0,0,24,3,0
Larry Mucker,7,7,49,0,0,0,14,1,0
Vern Roberson,7,1,7,0,0,0,7,0,0
Freddie Scott,6.9,8,55,0,0,0,15,1,0
Wes Chandler,6.8,34,233,0,0,0,32,10,0
Dave Preston,6.8,10,68,0,0,0,23,0,0
John Sciarra,6.8,37,251,0,0,0,23,9,0
Charlie West,6.7,3,20,0,0,0,12,2,0
Neal Colzie,6.6,47,310,0,0,0,24,12,0
Charlie Babb,6.3,9,57,0,0,0,14,2,0
Leonard Thompson,6.3,3,19,0,0,0,9,1,0
Lou Piccone,6.3,14,88,0,0,0,13,4,0
Rick Byas,6,2,12,0,0,0,12,0,0
Gary Green,6,1,6,0,0,0,6,0,0
Donnie Shell,6,1,6,0,0,0,6,0,0
Maurice Tyler,6,1,6,0,0,0,6,1,0
Tony Davis,5.9,22,130,0,0,0,12,8,0
Isaac Hagins,5.8,4,23,0,0,0,11,1,0
Marshall Johnson,5.7,25,143,0,0,0,17,10,0
Jimmy Robinson,5.6,19,106,0,0,0,31,5,0
