Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Sidney Thornton,37,1,37,0,0,0,37,0,0
Kevin Bell,33,2,66,0,0,0,29,0,0
Greg Pruitt,31,1,31,0,0,0,31,0,0
Len Walterscheid,30.4,11,335,0,0,0,81,0,0
Joe Stewart,30,4,120,0,0,0,56,0,0
Chris Pane,29,1,29,0,0,0,29,0,0
Rick Upchurch,27.8,8,222,0,0,0,41,0,0
Steve Odom,27.1,25,677,1,0,0,95,0,0
Gary Green,27,1,27,0,0,0,27,0,0
Larry Poole,26.8,4,107,0,0,0,31,0,0
Dennis Pearson,26.5,25,662,1,0,0,100,0,0
James Betterson,26.4,7,185,0,0,0,44,0,0
Keith Wright,26.3,30,789,0,0,0,86,0,0
Joe Washington,26.3,19,499,1,0,0,90,0,0
Artie Owens,26.2,20,524,0,0,0,77,0,0
Johnny Rodgers,26.1,11,287,0,0,0,36,0,0
Dick Conn,26,1,26,0,0,0,26,0,0
Emery Moorehead,26,2,52,0,0,0,29,0,0
Leonard Thompson,25.9,8,207,0,0,0,31,0,0
Eddie Payton,25.8,30,775,0,0,0,66,0,0
Larry Brunson,25.7,6,154,0,0,0,47,0,0
Wilbert Montgomery,25.7,6,154,0,0,0,34,0,0
Tony Green,25.6,34,870,1,0,0,99,0,0
Horace Belton,25.2,9,227,0,0,0,41,0,0
Curtis Brown,25.2,17,428,1,0,0,102,0,0
Larry Anderson,25.1,37,930,1,0,0,95,0,0
Roland Woolsey,25,1,25,0,0,0,25,0,0
Larry Marshall,24.8,9,223,0,0,0,40,0,0
Jesse Thompson,24.7,14,346,0,0,0,42,0,0
Ed Beckman,24.7,3,74,0,0,0,34,0,0
Estus Hood,24.7,3,74,0,0,0,26,0,0
Anthony Davis,24.5,4,98,0,0,0,31,0,0
Johnnie Dirden,24.4,32,780,0,0,0,60,0,0
Luther Blue,24.3,7,170,0,0,0,60,0,0
Al Hunter,24.1,16,385,0,0,0,38,0,0
Bob Ferrell,24,1,24,0,0,0,24,0,0
Wentford Gaines,24,10,240,0,0,0,37,0,0
Freddie Scott,24,3,72,0,0,0,29,0,0
Deacon Turner,24,1,24,0,0,0,24,0,0
Charlie West,24,1,24,0,0,0,24,0,0
Clarence Williams,23.8,6,143,0,0,0,33,0,0
Wes Chandler,23.8,32,760,0,0,0,38,0,0
Rufus Crawford,23.7,35,829,0,0,0,36,0,0
Duke Fergerson,23.6,10,236,0,0,0,31,0,0
Horace Ivory,23.6,7,165,0,0,0,33,0,0
Raymond Clayborn,23.6,27,636,0,0,0,60,0,0
Archie Griffin,23.5,4,94,0,0,0,26,0,0
Tommy Southard,23.5,2,47,0,0,0,26,0,0
George Franklin,23.4,11,258,0,0,0,33,0,0
Willie Shelby,23.4,9,211,0,0,0,31,0,0
Alois Blackwell,23.3,3,70,0,0,0,31,0,0
Bruce Harper,23.3,55,1280,0,0,0,40,0,0
Bernard Jackson,23.2,9,209,0,0,0,40,0,0
George Ragsdale,23.1,24,555,0,0,0,46,0,0
Howard Sampson,23,1,23,0,0,0,23,0,0
Harold Hart,22.9,11,252,0,0,0,38,0,0
Rich Mauti,22.8,17,388,0,0,0,39,0,0
Brian Baschnagel,22.8,20,455,0,0,0,36,0,0
Terry Anderson,22.7,10,227,0,0,0,31,0,0
Duriel Harris,22.7,29,657,0,0,0,53,0,0
Marshall Johnson,22.6,41,927,0,0,0,57,0,0
Tom Sullivan,22.5,4,90,0,0,0,27,0,0
Larry Collins,22.2,32,709,0,0,0,41,0,0
Gordon Bell,22.1,8,177,0,0,0,27,0,0
Ike Forte,22.1,11,243,0,0,0,37,0,0
Tim Kearney,22,1,22,0,0,0,22,0,0
Terdell Middleton,22,1,22,0,0,0,22,0,0
Mike Morgan,22,5,110,0,0,0,24,0,0
Wayne Morris,22,3,66,0,0,0,27,0,0
Dave Preston,22,7,154,0,0,0,32,0,0
Dave Williams,21.9,34,745,1,0,0,89,0,0
Danny Reece,21.8,11,240,0,0,0,32,0,0
Mike Fuller,21.8,5,109,0,0,0,32,0,0
Ted McKnight,21.7,3,65,0,0,0,24,0,0
Randy Rich,21.5,2,43,0,0,0,24,0,0
Jerry Latin,21.5,24,515,0,0,0,41,0,0
Paul Hofer,21.4,18,386,0,0,0,40,0,0
Don McCauley,21.4,7,150,0,0,0,31,0,0
Kevin Miller,21.4,40,854,0,0,0,38,0,0
Lonnie Perrin,21.3,12,256,0,0,0,33,0,0
Ray Griffin,21.3,37,787,0,0,0,39,0,0
Doug Dennison,21,3,63,0,0,0,24,0,0
James Hunter,21,1,21,0,0,0,21,0,0
Ernest Pough,20.9,15,313,0,0,0,40,0,0
Butch Johnson,20.8,29,603,0,0,0,56,0,0
Nat Terry,20.7,7,145,0,0,0,30,0,0
Aundra Thompson,20.7,6,124,0,0,0,31,0,0
Keith Moody,20.6,18,371,0,0,0,35,0,0
Art Whittington,20.6,23,473,0,0,0,34,0,0
Willard Harrell,20.5,19,389,0,0,0,32,0,0
Alfred Jackson,20.4,11,225,0,0,0,30,0,0
Billy Campfield,20.4,18,368,0,0,0,31,0,0
Louie Giammona,20.4,12,245,0,0,0,31,0,0
Dennis Johnson,20.4,10,204,0,0,0,41,0,0
Herb Lusk,20.3,3,61,0,0,0,24,0,0
Jim Jodat,20.3,22,447,0,0,0,35,0,0
Jimmy Cefalo,20,2,40,0,0,0,21,0,0
Ronnie Coleman,20,2,40,0,0,0,23,0,0
Arnold Morgado,20,5,100,0,0,0,25,0,0
Beasley Reece,20,2,40,0,0,0,20,0,0
Steve Schubert,20,4,80,0,0,0,27,0,0
John Schultz,20,1,20,0,0,0,20,0,0
Don Bass,19.7,7,138,0,0,0,33,0,0
Robert Woods,19.7,3,59,0,0,0,24,0,0
Rick Kane,19.5,8,156,0,0,0,27,0,0
Bobby Hammond,19.3,15,290,0,0,0,29,0,0
Lee Nelson,19.3,3,58,0,0,0,22,0,0
Terry Robiskie,19.3,3,58,0,0,0,22,0,0
Gary Davis,19.3,13,251,0,0,0,27,0,0
Jimmy Childs,19.2,4,77,0,0,0,25,0,0
Jack Deloplaine,19,1,19,0,0,0,19,0,0
Brian Duncan,19,2,38,0,0,0,21,0,0
Robert Jackson,19,1,19,0,0,0,19,0,0
Don Testerman,19,1,19,0,0,0,19,0,0
James McAlister,18.6,10,186,0,0,0,32,0,0
Don Woods,18.5,2,37,0,0,0,19,0,0
Billy Johnson,18.2,4,73,0,0,0,22,0,0
Terry LeCount,18.2,5,91,0,0,0,23,0,0
Lyle Blackwood,18,1,18,0,0,0,18,0,0
Wally Henry,18,3,54,0,0,0,24,0,0
Jack Holmes,18,1,18,0,0,0,18,0,0
J.T. Smith,18,1,18,0,0,0,18,0,0
Derrick Ramsey,17.9,7,125,0,0,0,29,0,0
Donald Westbrook,17.9,7,125,0,0,0,33,0,0
Tom Pridemore,17.8,4,71,0,0,0,20,0,0
Harry Washington,17.8,4,71,0,0,0,20,0,0
Roland Hooks,17.7,7,124,0,0,0,25,0,0
Steve Powell,17.7,3,53,0,0,0,25,0,0
Billy Taylor,17.4,11,192,0,0,0,24,0,0
Clarence Harmon,17.3,3,52,0,0,0,20,0,0
Rod Phillips,17.3,3,52,0,0,0,24,0,0
Isaac Hagins,17.2,4,69,0,0,0,20,0,0
Robert Turner,17.2,4,69,0,0,0,23,0,0
Tony Davis,17,3,51,0,0,0,21,0,0
Doug Kotar,17,3,51,0,0,0,20,0,0
Terry Miller,17,1,17,0,0,0,17,0,0
Stanley Morgan,17,1,17,0,0,0,17,0,0
Lou Piccone,17,3,51,0,0,0,26,0,0
Donald Schwartz,17,3,51,0,0,0,19,0,0
Mike Spivey,17,2,34,0,0,0,23,0,0
Mosi Tatupu,17,1,17,0,0,0,17,0,0
Alvin Maxson,16.7,3,50,0,0,0,21,0,0
Darnell Powell,16.7,3,50,0,0,0,26,0,0
Ray Strong,16.7,3,50,0,0,0,23,0,0
Sammy White,16.7,3,50,0,0,0,20,0,0
Clarence Chapman,16.6,9,149,0,0,0,28,0,0
Don Harris,16.5,6,99,0,0,0,21,0,0
Louis Carter,16.2,6,97,0,0,0,21,0,0
Robin Earl,16,3,48,0,0,0,20,0,0
Jim Obradovich,16,3,48,0,0,0,17,0,0
Jim Smith,16,1,16,0,0,0,16,0,0
Larry Brinson,15.5,6,93,0,0,0,31,0,0
Wendell Tyler,15.5,2,31,0,0,0,21,0,0
James Wright,15.5,2,31,0,0,0,16,0,0
Neal Colzie,15,1,15,0,0,0,15,0,0
James Corbett,15,1,15,0,0,0,15,0,0
Dennis Law,15,2,30,0,0,0,17,0,0
Cleo Miller,15,1,15,0,0,0,15,0,0
Ray Preston,15,1,15,0,0,0,15,0,0
Floyd Rice,15,1,15,0,0,0,15,0,0
Terry Tautolo,15,3,45,0,0,0,24,0,0
Randy White,15,1,15,0,0,0,15,0,0
Jim Culbreath,14.5,4,58,0,0,0,20,0,0
Tim Wilson,14.5,2,29,0,0,0,16,0,0
Ezra Johnson,14,1,14,0,0,0,14,0,0
Jim Mitchell,14,1,14,0,0,0,14,0,0
Willie Spencer,14,1,14,0,0,0,14,0,0
Bruce Stephens,14,3,42,0,0,0,16,0,0
Dennis Thurman,14,3,42,0,0,0,20,0,0
Godwin Turk,14,1,14,0,0,0,14,0,0
Steve Wagner,14,6,84,0,0,0,17,0,0
Rickey Anderson,13.8,6,83,0,0,0,21,0,0
Raymond Chester,13.5,2,27,0,0,0,24,0,0
Bruce Hardy,13.5,2,27,0,0,0,15,0,0
Bob Horn,13.5,2,27,0,0,0,16,0,0
Ernie Hughes,13.2,4,53,0,0,0,17,0,0
Mark Kellar,13,1,13,0,0,0,13,0,0
Bob Klein,13,1,13,0,0,0,13,0,0
Mark Nichols,13,3,39,0,0,0,20,0,0
John Skorupan,13,4,52,0,0,0,17,0,0
Curtis Townsend,13,1,13,0,0,0,13,0,0
Brent McClanahan,12.7,3,38,0,0,0,24,0,0
Gary Shirk,12.6,5,63,0,0,0,24,0,0
Elliott Walker,12.5,2,25,0,0,0,23,0,0
Greg Boykin,12.3,3,37,0,0,0,25,0,0
Louis Breeden,12,1,12,0,0,0,12,0,0
Mike Franckowiak,12,5,60,0,0,0,19,0,0
Jimmie Giles,12,5,60,0,0,0,17,0,0
Don Hardeman,12,3,36,0,0,0,15,0,0
Jon Keyworth,12,2,24,0,0,0,13,0,0
Frank Marion,12,1,12,0,0,0,12,0,0
Lindsey Mason,12,1,12,0,0,0,12,0,0
Mickey Shuler,12,1,12,0,0,0,12,0,0
John Skibinski,12,3,36,0,0,0,20,0,0
Greg Westbrooks,12,1,12,0,0,0,12,0,0
Robert Miller,11.5,2,23,0,0,0,13,0,0
Larry Barnes,11,2,22,0,0,0,18,0,0
Rob Carpenter,11,1,11,0,0,0,11,0,0
Boobie Clark,11,1,11,0,0,0,11,0,0
Clark Gaines,11,3,33,0,0,0,14,0,0
Edgar Fields,10.5,2,21,0,0,0,20,0,0
Burton Lawless,10,1,10,0,0,0,10,0,0
Jim Gueno,9,1,9,0,0,0,9,0,0
Doug Long,8.8,4,35,0,0,0,15,0,0
Scott Hutchinson,8,1,8,0,0,0,8,0,0
Rick Moser,8,1,8,0,0,0,8,0,0
Fred Quillan,8,1,8,0,0,0,8,0,0
Doug Smith,8,1,8,0,0,0,8,0,0
Rickey Young,8,1,8,0,0,0,8,0,0
Clarence Sanders,7.5,2,15,0,0,0,13,0,0
Greg Latta,7,2,14,0,0,0,8,0,0
Walt Downing,6.5,2,13,0,0,0,13,0,0
Dennis Boyd,6,1,6,0,0,0,6,0,0
Ken Callicutt,6,2,12,0,0,0,10,0,0
Don Macek,6,1,6,0,0,0,6,0,0
Don Morrison,6,1,6,0,0,0,6,0,0
Jerry Muckensturm,6,1,6,0,0,0,6,0,0
Rick Middleton,5,1,5,0,0,0,5,0,0
Larry Mucker,4.5,2,9,0,0,0,6,0,0
Mark Slater,3,1,3,0,0,0,3,0,0
Ken Stone,3,1,3,0,0,0,3,0,0
Randy Burke,2,1,2,0,0,0,2,0,0
Maurice Tyler,2,1,2,0,0,0,2,0,0
Ted Vincent,2,1,2,0,0,0,2,0,0
Larry Hardy,1.5,2,3,0,0,0,3,0,0
Reggie Rucker,1,1,1,0,0,0,1,0,0
Steve Craig,0,1,0,0,0,0,0,0,0
Walt Landers,0,1,0,0,0,0,0,0,0
James Lofton,0,1,0,0,0,0,0,0,0
Willie McGee,0,1,0,0,0,0,0,0,0
Rich McGeorge,0,1,0,0,0,0,0,0,0
Gerry Mullins,0,1,0,0,0,0,0,0,0
Whitney Paul,0,1,0,0,0,0,0,0,0
Jay Saldi,0,1,0,0,0,0,0,0,0
Barty Smith,0,1,0,0,0,0,0,0,0
Hal Stringert,0,1,0,0,0,0,0,0,0
Bob Van Duyne,0,1,0,0,0,0,0,0,0
Dwight Wheeler,0,1,0,0,0,0,0,0,0
Leonard Willis,0,1,0,0,0,0,0,0,0
Booker Russell,-1.5,2,-3,0,0,0,-3,0,0
