Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Pat McInally,43.1,34.7,3161,91,65,3919,25,12,8,10,4,57,558,0,0
Ray Guy,42.7,35.5,2873,83,69,3462,23,18,6,14,5,38,309,0,2
Tom Skladany,42.5,35.4,3047,87,63,3654,19,8,9,7,8,54,467,0,1
Tom Blanchard,42,33.2,2793,86,61,3532,14,5,6,10,4,59,539,0,2
Dave Jennings,42,33.2,3151,95,68,3995,19,7,10,11,6,61,624,0,0
Zenon Andrusyshyn,41.1,32.5,2569,80,61,3247,18,10,8,7,4,50,538,0,1
Dave Green,40.9,33.6,3365,102,61,4092,20,10,10,14,4,62,447,0,2
Danny White,40.5,33.5,2545,77,56,3076,16,9,3,11,13,40,311,0,1
George Roberts,40.3,34.3,2780,81,59,3263,22,9,11,9,10,42,303,0,0
Chuck Ramsey,40,29.9,2215,74,79,2964,9,6,7,7,2,52,609,0,0
Craig Colquitt,40,35.2,2323,66,58,2642,14,12,3,4,9,38,239,0,0
Rick Engles,39.6,31.6,1041,34,53,1307,7,3,5,4,4,17,186,1,1
Mike Bragg,39.4,34.2,3528,104,56,4056,23,7,13,10,25,48,328,2,1
Johnny Evans,39.1,32.4,2563,79,65,3089,16,12,12,8,6,41,366,0,0
Greg Coleman,39,31.2,1590,52,61,1991,12,7,6,4,3,31,321,0,1
Cliff Parsley,38.9,31.9,2902,92,59,3539,20,8,4,6,20,53,517,1,1
John James,38.8,34.3,3742,110,57,4227,24,10,16,9,20,54,305,0,1
Rusty Jackson,38.8,31.6,2751,89,70,3373,19,6,16,9,8,48,442,1,2
David Lee,38.2,31.2,2873,94,67,3513,17,14,6,9,10,53,460,0,2
Steve Little,38,28.6,1315,47,54,1749,6,3,4,5,6,28,334,0,1
Mike Connell,37.3,32,3067,97,59,3583,15,14,12,8,16,46,356,0,1
Jeff West,37.3,30.2,2204,75,59,2720,22,13,6,8,9,37,356,1,2
Glen Walker,37,33.1,2746,85,61,3069,26,11,10,5,19,38,223,1,2
Bob Parsons,37,32.2,3094,96,54,3549,18,4,16,8,23,45,295,0,0
Herman Weaver,37,29.5,1949,66,59,2440,12,5,10,6,9,36,371,0,0
Mike Wood,36.8,29.8,2440,84,81,3019,15,10,8,7,7,50,439,0,2
Jim Bakken,36.8,31.2,125,4,42,147,1,0,2,0,0,2,22,0,0
Bucky Dilts,36.4,32.8,3148,96,73,3494,23,6,15,6,21,48,226,0,0
Mike Michel,35.8,30.9,1790,58,52,2078,11,7,7,6,8,30,168,0,0
Jerrel Wilson,35.6,29.4,1590,54,57,1921,14,9,6,4,8,27,251,0,0
David Beverly,35.5,31.1,3293,106,57,3759,20,8,16,9,22,51,286,0,0
Mike Patrick,30.9,27.9,195,7,47,216,2,3,0,0,2,2,21,0,0
Chris Bahr,27,20.5,82,4,41,108,2,1,1,1,0,1,6,0,0
Efren Herrera,24.3,24.3,73,3,30,73,2,2,1,0,0,0,0,0,0
