Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Pat Leahy,79,0,0,13,16.5,0,0,0,0,0,0
Rafael Septien,79,0,0,7,8.9,0,0,0,0,0,0
Frank Corral,77,0,0,10,13,0,0,0,0,0,0
Don Cockroft,74,0,0,1,1.4,0,0,0,0,0,0
Roy Gerela,73,0,0,11,15.1,0,0,0,0,0,0
Efren Herrera,68,0,0,3,4.4,0,0,0,0,0,0
Joe Danelo,67,0,0,10,14.9,0,0,0,0,0,0
Ray Guy,67,0,0,16,23.9,0,0,0,0,0,0
Toni Fritsch,65,0,0,3,4.6,0,0,0,0,0,0
Tom Dempsey,64,0,0,3,4.7,0,0,0,0,0,0
Mark Moseley,63,0,0,6,9.5,0,0,0,0,0,0
Bob Thomas,62,0,0,7,11.3,0,0,0,0,0,0
Chris Bahr,61,0,0,10,16.4,0,0,0,0,0,0
Chester Marcol,58,0,0,5,8.6,0,0,0,0,0,0
Toni Linhart,55,0,0,4,7.3,0,0,0,0,0,0
Garo Yepremian,55,0,0,2,3.6,0,0,0,0,0,0
Neil O'Donoghue,54,0,0,9,16.7,0,0,0,0,0,0
Ray Wersching,54,0,0,5,9.3,0,0,0,0,0,0
Mike Wood,54,0,0,4,7.4,0,0,0,0,0,0
David Posey,53,0,0,2,3.8,0,0,0,0,0,0
Lonnie Perrin,51,0,0,7,13.7,0,0,0,0,0,0
Zenon Andrusyshyn,42,0,0,4,9.5,0,0,0,0,0,0
Nick Mike-Mayer,42,0,0,2,4.8,0,0,0,0,0,0
Tim Mazzetti,40,0,0,4,10,0,0,0,0,0,0
Rolf Benirschke,39,0,0,6,15.4,0,0,0,0,0,0
Cliff Olander,39,0,0,2,5.1,0,0,0,0,0,0
Tom Skladany,36,0,0,1,2.8,0,0,0,0,0,0
Rick Danmeier,35,0,0,0,0,0,0,0,0,0,0
Steve Little,34,0,0,4,11.8,0,0,0,0,0,0
Benny Ricardo,34,0,0,0,0,0,0,0,0,0,0
Steve Mike-Mayer,33,0,0,4,12.1,0,0,0,0,0,0
George Roberts,24,0,0,3,12.5,0,0,0,0,0,0
Jan Stenerud,20,0,0,0,0,0,0,0,0,0,0
Fred Steinfort,18,0,0,2,11.1,0,0,0,0,0,0
Mike Michel,17,0,0,0,0,0,0,0,0,0,0
Richie Szaro,15,0,0,2,13.3,0,0,0,0,0,0
John Leypoldt,13,0,0,1,7.7,0,0,0,0,0,0
Jim Turner,10,0,0,1,10,0,0,0,0,0,0
Nick Lowery,9,0,0,0,0,0,0,0,0,0,0
John Smith,7,0,0,2,28.6,0,0,0,0,0,0
Dave Green,6,0,0,0,0,0,0,0,0,0,0
Jerrel Wilson,5,0,0,0,0,0,0,0,0,0,0
Tom Jurich,3,0,0,0,0,0,0,0,0,0,0
Eric Felton,2,0,0,0,0,0,0,0,0,0,0
Cliff Parsley,2,0,0,0,0,0,0,0,0,0,0
David Beverly,1,0,0,0,0,0,0,0,0,0,0
Tom Blanchard,1,0,0,0,0,0,0,0,0,0,0
Rusty Jackson,1,0,0,0,0,0,0,0,0,0,0
Dave Jennings,1,0,0,0,0,0,0,0,0,0,0
David Lee,1,0,0,0,0,0,0,0,0,0,0
Pat McInally,1,0,0,0,0,0,0,0,0,0,0
Herman Weaver,1,0,0,0,0,0,0,0,0,0,0
Danny White,1,0,0,0,0,0,0,0,0,0,0
