Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Cowboys,82,0,12,14.6,0,0,0,0,0,0
Dolphins,75,0,16,21.3,0,0,0,0,0,0
Lions,74,0,4,5.4,0,0,0,0,0,0
Raiders,72,0,17,23.6,0,0,0,0,0,0
Chiefs,71,0,24,33.8,0,0,0,0,0,0
49ers,70,0,9,12.9,0,0,0,0,0,0
Redskins,70,0,9,12.9,0,0,0,0,0,0
Colts,69,0,7,10.1,0,0,0,0,0,0
Chargers,67,0,11,16.4,0,0,0,0,0,0
Rams,66,0,8,12.1,0,0,0,0,0,0
Bengals,65,0,26,40,0,0,0,0,0,0
Browns,62,0,7,11.3,0,0,0,0,0,0
Falcons,61,0,9,14.8,0,0,0,0,0,0
Packers,61,0,5,8.2,0,0,0,0,0,0
Vikings,61,0,11,18,0,0,0,0,0,0
Saints,61,0,7,11.5,0,0,0,0,0,0
Steelers,61,0,16,26.2,0,0,0,0,0,0
Oilers,60,0,18,30,0,0,0,0,0,0
Cardinals,59,0,4,6.8,0,0,0,0,0,0
Broncos,57,0,14,24.6,0,0,0,0,0,0
Eagles,56,0,8,14.3,0,0,0,0,0,0
Patriots,54,0,5,9.3,0,0,0,0,0,0
Giants,50,0,5,10,0,0,0,0,0,0
Jets,50,0,15,30,0,0,0,0,0,0
Bills,49,0,7,14.3,0,0,0,0,0,0
Bears,48,0,16,33.3,0,0,0,0,0,0
