Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
CeeDee Lamb,47,1,47,1,1,1,47,0,0
A.J. Brown,42,1,42,1,1,1,42,0,0
Rico Dowdle,38,4,152,0,4,1,64,0,0
Byron Pringle,32.4,10,324,1,8,1,102,0,0
JoJo Natson,31,1,31,0,1,0,31,0,0
Andre Roberts,30,32,961,0,29,5,60,0,1
Marquise Brown,30,1,30,0,1,0,30,0,0
Trenton Cannon,29.8,10,298,0,8,1,98,0,0
Rashad Fenton,29.7,3,89,0,2,1,44,0,0
Tommylee Lewis,29.7,3,89,0,3,0,34,0,0
Cordarrelle Patterson,29.1,35,1017,1,31,6,104,0,0
Nasir Adderley,28.9,11,318,0,6,2,76,0,0
Isaiah Rodgers,28.8,24,692,1,21,1,101,0,0
Ty Montgomery,28.5,2,57,0,2,0,33,0,0
Armani Watts,28,1,28,0,1,0,28,0,0
Jamal Agnew,28,28,783,0,22,3,71,0,0
Devin Duvernay,27.5,21,578,1,16,1,93,0,0
D.J. Reed,27.4,5,137,0,5,1,49,0,0
Deonte Harty,27.2,16,436,0,13,1,75,0,1
C.J. Board,27,2,54,0,2,0,34,0,0
Keelan Cole,26.7,3,80,0,2,1,40,0,0
Chris Rowland,26.5,2,53,0,2,0,27,0,0
Brandon Wilson,26.2,24,629,1,13,5,103,0,0
Jonathan Owens,26,1,26,0,1,0,26,0,0
D'Ernest Johnson,25.1,14,351,0,10,1,43,0,0
D.J. Foster,24.5,2,49,0,2,0,28,0,0
Jaydon Mickens,24.3,14,340,0,12,0,34,0,0
Travis Homer,24.2,12,291,0,9,1,44,0,0
Corey Ballentine,24,21,505,0,13,1,66,0,0
Diontae Johnson,24,1,24,0,1,0,24,0,0
Jalen Richard,24,10,240,0,6,1,44,0,0
Tony Pollard,23.9,32,766,0,20,3,67,0,0
Pharoh Cooper,23.9,18,430,0,13,0,38,0,0
Kenjon Barner,23.9,7,167,0,6,0,33,0,0
Ashton Dulin,23.8,6,143,0,4,1,41,0,0
Alex Erickson,23.7,3,71,0,3,0,24,0,0
Donte Moncrief,23.6,7,165,0,4,1,53,0,0
Marquez Callaway,23.5,4,94,0,3,0,29,0,0
Kyle Dugger,23.5,2,47,0,1,0,30,0,0
Ameer Abdullah,23.5,15,352,0,12,0,33,0,0
Tyrie Cleveland,23.4,10,234,0,8,0,31,0,0
Nyheim Hines,23.3,3,70,0,2,0,27,0,0
Gunner Olszewski,23.2,18,418,0,14,0,33,0,1
Chase Edmonds,23.2,18,417,0,12,2,54,0,0
Ray-Ray McCloud,23.1,28,646,0,19,1,49,0,0
Zach Pascal,23,1,23,0,1,0,23,0,0
Darrynton Evans,22.9,9,206,0,6,0,31,0,0
Freddie Swain,22.8,6,137,0,4,0,28,0,0
Tremon Smith,22.5,8,180,0,5,0,33,0,0
Dion Lewis,22.4,24,538,0,13,2,48,0,2
Dede Westbrook,22.2,4,89,0,3,0,26,0,1
Chris Claybrooks,22.2,13,289,0,8,0,39,0,0
Danny Johnson,22,26,573,0,20,1,46,0,0
Corey Clement,22,1,22,0,1,0,22,0,0
