Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Chad Henne,248,6.5,38,28,73.7,2,0,108.2,15,39.5,2,0,37,2,4
Garrett Gilbert,243,6.4,38,21,55.3,1,1,72.6,10,26.3,4,0,32,2,23
John Wolford,231,6.1,38,22,57.9,0,1,64.7,12,31.6,3,0,38,2,8
Marcus Mariota,226,8.1,28,17,60.7,1,1,83.3,11,39.3,4,0,35,0,0
Ben DiNucci,219,5.1,43,23,53.5,0,0,67.9,11,25.6,1,0,32,7,73
Tyrod Taylor,208,6.9,30,16,53.3,0,0,75.4,10,33.3,3,0,37,2,1
Matt Barkley,197,9.4,21,11,52.4,1,1,80.8,9,42.9,3,2,56,1,7
Ryan Finley,164,5.1,32,17,53.1,1,2,52.1,8,25,2,0,30,9,63
Blaine Gabbert,143,8.9,16,9,56.2,2,0,125.8,5,31.2,4,0,35,1,7
Taylor Heinicke,137,7.2,19,12,63.2,1,0,102.3,6,31.6,2,0,29,1,7
Brian Hoyer,130,5.4,24,15,62.5,0,1,59.4,8,33.3,1,0,25,2,18
Chris Streveler,105,6.6,16,11,68.8,1,1,81.5,5,31.2,0,0,19,2,10
Trace McSorley,90,9,10,3,30,1,0,97.9,2,20,1,1,70,0,0
Jameis Winston,75,6.8,11,7,63.6,0,0,83.5,5,45.4,0,0,19,2,11
Jarvis Landry,74,18.5,4,4,100,1,0,158.3,4,100,1,0,37,0,0
David Blough,49,4.9,10,6,60,0,1,32.9,1,10,1,0,20,1,10
Case Keenum,46,4.6,10,5,50,0,0,62.9,2,20,1,0,24,0,0
Jamison Crowder,43,43,1,1,100,1,0,158.3,1,100,1,1,43,0,0
Jakobi Meyers,43,21.5,2,2,100,2,0,158.3,2,100,1,0,24,0,0
Robert Griffin III,42,3,14,8,57.1,0,2,22.6,1,7.1,0,0,9,3,20
Russell Gage,39,19.5,2,1,50,1,0,135.4,1,50,1,0,39,0,0
Julian Edelman,38,19,2,2,100,0,0,118.8,2,100,1,0,22,0,0
Geno Smith,33,6.6,5,4,80,0,0,94.2,3,60,0,0,14,1,3
Lynn Bowden,32,16,2,1,50,0,0,95.8,1,50,1,0,32,0,0
Nate Sudfeld,32,2.7,12,5,41.7,0,1,14.6,1,8.3,0,0,10,2,16
Zay Jones,29,29,1,1,100,0,0,118.8,1,100,1,0,29,0,0
Joseph Charlton,28,28,1,1,100,0,0,118.8,1,100,1,0,28,1,5
Logan Thomas,28,28,1,1,100,0,0,118.8,1,100,1,0,28,0,0
Andy Lee,26,26,1,1,100,0,0,118.8,1,100,1,0,26,0,0
Nathan Peterman,25,5,5,3,60,0,0,72.9,1,20,0,0,12,2,16
Ced Wilson,23,11.5,2,2,100,1,0,154.2,1,50,0,0,12,0,0
Cole Beasley,20,20,1,1,100,1,0,158.3,1,100,1,0,20,0,0
AJ McCarron,20,20,1,1,100,0,0,118.8,1,100,1,0,20,1,12
Odell Beckham Jr.,18,18,1,1,100,0,0,118.8,1,100,0,0,18,0,0
Tyler Bray,18,3.6,5,1,20,0,0,42.1,1,20,0,0,18,0,0
Golden Tate,18,9,2,1,50,0,0,81.2,1,50,0,0,18,0,0
Jacoby Brissett,17,2.1,8,2,25,0,0,39.6,1,12.5,0,0,13,2,15
Tyler Boyd,16,8,2,1,50,0,0,77.1,1,50,0,0,16,0,0
Tyler Huntley,15,3,5,3,60,0,0,64.6,0,0,0,0,8,0,0
Sam Koch,15,15,1,1,100,0,0,118.8,1,100,0,0,15,0,0
Greg Ward,15,15,1,1,100,0,0,118.8,1,100,0,0,15,0,0
Kendall Hinton,13,1.4,9,1,11.1,0,2,0,1,11.1,0,0,13,1,1
Jaquan Johnson,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Tommy Townsend,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Isaiah McKenzie,12,12,1,1,100,1,0,156.2,1,100,0,0,12,0,0
Logan Woodside,7,2.3,3,1,33.3,0,0,42.4,1,33.3,0,0,7,0,0
Travis Kelce,4,2,2,1,50,0,0,56.2,1,50,0,0,4,0,0
Easton Stick,4,4,1,1,100,0,0,83.3,0,0,0,0,4,0,0
Joshua Dobbs,2,0.4,5,4,80,0,0,79.2,0,0,0,0,3,0,0
Jamal Agnew,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keenan Allen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tim Boyle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Randall Cobb,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Britton Colquitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Dixon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Alex Erickson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Adam Humphries,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chris Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brett Kern,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
CeeDee Lamb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
DJ Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Zach Pascal,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
James Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Jeff Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
Sammy Watkins,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mitch Wishnowsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Wright,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
