Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Younghoe Koo,37,39,94.9,0/0,10/10,11/12,8/9,8/8,0/0,54,0
Jason Sanders,36,39,92.3,1/1,8/8,7/7,12/14,8/9,0/0,56,0
Greg Zuerlein,34,41,82.9,1/1,5/5,13/13,12/13,3/8,0/1,59,0
Daniel Carlson,33,35,94.3,0/0,18/18,8/8,3/5,4/4,0/0,54,0
Rodrigo Blankenship,32,37,86.5,0/0,10/10,12/13,9/11,1/3,0/0,53,0
Graham Gano,31,32,96.9,0/0,4/4,13/13,9/9,5/6,0/0,55,0
Cairo Santos,30,32,93.8,0/0,9/9,10/10,9/10,2/3,0/0,55,0
Joey Slye,29,36,80.6,0/0,11/12,10/10,7/8,1/4,0/2,56,1
Tyler Bass,28,34,82.4,1/1,9/9,6/9,8/9,4/5,0/1,58,0
Brandon McManus,28,34,82.4,0/0,6/6,4/5,8/8,10/13,0/2,58,2
Ryan Succop,28,31,90.3,1/1,10/10,9/9,7/9,1/2,0/0,50,1
Ka'imi Fairbairn,27,31,87.1,0/0,8/8,9/9,6/8,4/6,0/0,54,0
Dustin Hopkins,27,34,79.4,0/0,5/5,7/8,13/17,2/4,0/0,51,0
Nick Folk,26,28,92.9,0/0,6/6,7/7,11/12,2/3,0/0,51,0
Justin Tucker,26,29,89.7,0/0,8/8,6/7,9/9,3/4,0/1,55,0
Harrison Butker,25,27,92.6,2/2,7/7,9/9,3/5,4/4,0/0,58,0
Mike Badgley,24,33,72.7,0/0,8/8,6/6,8/13,2/6,0/0,53,1
Jason Myers,24,24,100,0/0,2/2,7/7,13/13,1/1,1/1,61,0
Wil Lutz,23,28,82.1,0/0,5/6,10/10,7/9,1/3,0/0,53,0
Randy Bullock,21,26,80.8,0/0,3/3,8/10,7/8,3/5,0/0,55,0
Matt Prater,21,28,75,0/0,4/4,7/7,4/7,6/10,0/0,59,0
Chris Boswell,19,20,95,0/0,5/5,6/6,7/8,1/1,0/0,59,0
Robbie Gould,19,23,82.6,0/0,3/3,5/6,9/10,2/4,0/0,52,0
Cody Parkey,19,22,86.4,0/0,5/5,4/6,10/11,0/0,0/0,46,1
Stephen Gostkowski,18,26,69.2,0/0,2/3,4/5,5/10,7/8,0/0,55,2
Mason Crosby,16,16,100,1/1,1/1,5/5,5/5,4/4,0/0,57,0
Zane Gonzalez,16,22,72.7,0/0,4/4,2/2,8/13,2/3,0/0,56,0
Dan Bailey,15,22,68.2,0/0,6/6,3/4,4/7,2/5,0/0,53,0
Jake Elliott,14,19,73.7,0/0,1/3,6/6,5/5,2/5,0/0,54,0
Matt Gay,14,16,87.5,0/0,2/2,5/6,6/7,1/1,0/0,51,0
Sam Ficken,13,15,86.7,0/0,5/5,6/6,1/1,1/3,0/0,54,1
Sam Sloman,10,13,76.9,0/0,2/3,6/6,2/3,0/1,0/0,47,1
Sergio Castillo,8,13,61.5,0/0,1/2,3/4,2/5,2/2,0/0,55,1
Aldrick Rosas,8,11,72.7,0/0,3/3,2/2,0/1,3/5,0/0,54,1
Mike Nugent,7,8,87.5,0/0,1/1,4/5,2/2,0/0,0/0,43,1
Austin Seibert,6,9,66.7,0/0,0/0,5/5,1/3,0/1,0/0,48,0
Josh Lambo,5,5,100,0/0,0/0,2/2,1/1,2/2,0/0,59,0
Chase McLaughlin,4,5,80,0/0,1/1,1/1,1/1,1/1,0/1,52,0
Matthew Wright,4,4,100,0/0,1/1,1/1,2/2,0/0,0/0,46,0
Tristan Vizcaino,3,3,100,0/0,0/0,2/2,1/1,0/0,0/0,47,0
Kai Forbath,2,3,66.7,0/0,2/2,0/0,0/1,0/0,0/0,23,0
Jon Brown,1,2,50,0/0,0/0,1/2,0/0,0/0,0/0,31,0
Elliott Fry,1,1,100,0/0,1/1,0/0,0/0,0/0,0/0,23,0
Jamie Gillan,0,1,0,0/0,0/0,0/0,0/0,0/0,0/1,0,0
Steven Hauschka,0,2,0,0/0,0/1,0/0,0/1,0/0,0/0,0,0
Taylor Russolino,0,1,0,0/0,0/0,0/0,0/0,0/1,0/0,0,0
Brandon Wright,0,0,0,0/0,0/0,0/0,0/0,0/0,0/0,0,0
