Player,INT,INT TD,INT Yds,Lng
Logan Wilson,2,0,0,0
Andrew Wingard,2,0,31,19
Jahleel Addae,1,0,3,3
Nasir Adderley,1,0,39,39
Jaire Alexander,1,0,-4,-4
Mackensie Alexander,1,0,21,21
Azeez Al-Shaair,1,0,0,0
Chidobe Awuzie,1,0,0,0
Essang Bassey,1,0,26,26
Breon Borders,1,0,0,0
Jon Bostic,1,0,0,0
Tre Boston,1,0,0,0
Jayon Brown,1,0,0,0
Myles Bryant,1,0,0,0
Sean Murphy-Bunting,1,0,0,0
Juston Burris,1,0,0,0
Deon Bush,1,0,10,10
Kevin Byard,1,0,0,0
Tevaughn Campbell,1,1,6,6
Jeremy Chinn,1,0,0,0
Chuck Clark,1,0,0,0
Jamie Collins,1,0,1,1
Landon Collins,1,0,1,1
Ken Crawley,1,0,-1,-1
Dane Cruikshank,1,0,13,13
Lavonte David,1,0,-5,-5
Akeem Davis-Gaither,1,0,0,0
Jamel Dean,1,1,32,32
Darqueze Dennard,1,0,0,0
Quinton Dunbar,1,0,0,0
T.J. Edwards,1,0,13,13
Jordan Evans,1,0,0,0
Kyler Fackrell,1,1,46,46
Rashad Fenton,1,0,31,31
Kyle Fuller,1,0,5,5
Kristian Fulton,1,0,44,44
C.J. Gardner-Johnson,1,0,3,3
Stephon Gilmore,1,0,15,15
Markus Golden,1,0,1,1
Raven Greene,1,0,17,17
Grant Haley,1,0,0,0
Bryce Hall,1,0,20,20
Harrison Hand,1,0,4,4
Vernon Hargreaves III,1,0,0,0
Chris Harris,1,0,51,51
Ronnie Harrison,1,1,47,47
Casey Hayward,1,0,9,9
C.J. Henderson,1,0,22,22
Cameron Heyward,1,0,0,0
Jordan Hicks,1,0,6,6
Alex Highsmith,1,0,2,2
Cole Holcomb,1,0,0,0
Darnay Holmes,1,0,0,0
DeAndre Houston-Carson,1,0,0,0
Jerry Hughes,1,0,-3,-3
Marlon Humphrey,1,0,8,8
Micah Hyde,1,0,33,33
Melvin Ingram,1,0,0,0
Myles Jack,1,0,0,0
Dane Jackson,1,0,6,6
Kareem Jackson,1,0,13,13
William Jackson,1,0,30,30
John Johnson,1,0,0,0
Taron Johnson,1,1,51,51
Josh Jones,1,0,0,0
Johnathan Joseph,1,0,5,5
Karl Joseph,1,0,49,49
Javon Kinlaw,1,1,27,27
Nick Kwiatkoski,1,0,9,9
Niko Lalos,1,0,0,0
Harold Landry,1,0,0,0
Julian Love,1,0,13,13
Khalil Mack,1,0,33,33
Blake Martinez,1,0,2,2
Arthur Maulet,1,0,20,20
Bobby McCain,1,0,19,19
Xavier McKinney,1,0,0,0
Rodney McLeod Jr.,1,0,21,21
Sherrick McManis,1,0,0,0
Matt Milano,1,0,0,0
Herb Miller,1,0,2,2
Jalen Mills,1,0,5,5
Jimmy Moreland,1,0,32,32
Nicholas Morrow,1,0,6,6
Emmanuel Moseley,1,0,51,51
Carl Nassib,1,0,23,23
Keanu Neal,1,0,0,0
Bilal Nichols,1,0,7,7
Hardy Nickerson,1,0,5,5
Josh Norman,1,1,16,16
Bobby Okereke,1,0,7,7
Jeff Okudah,1,0,36,36
David Onyemata,1,0,3,3
Amani Oruwariye,1,0,0,0
Daron Payne,1,0,0,0
Jabrill Peppers,1,0,6,6
Darius Phillips,1,0,21,21
Patrick Queen,1,0,0,0
Jalen Ramsey,1,0,2,2
Taylor Rapp,1,0,0,0
Jeremy Reaves,1,0,0,0
Sheldrick Redwine,1,0,8,8
Duke Riley,1,0,7,7
Darryl Roberts,1,0,6,6
Bradley Roby,1,0,0,0
Logan Ryan,1,0,15,15
Richard Sherman,1,0,18,18
Isaiah Simmons,1,0,12,12
LeShaun Sims,1,0,0,0
Alex Singleton,1,1,30,30
Darius Slay,1,0,25,25
Jaylon Smith,1,0,43,43
Malcolm Smith,1,0,2,2
Robert Spillane,1,1,33,33
Chandon Sullivan,1,1,7,7
Cameron Sutton,1,0,0,0
Montez Sweat,1,1,15,15
Sione Takitaki,1,1,50,50
Jaquiski Tartt,1,0,16,16
A.J. Terrell,1,0,0,0
Daniel Thomas,1,0,53,53
Darian Thompson,1,0,3,3
Juan Thornhill,1,0,20,20
Desmond Trufant,1,0,0,0
Anthony Walker,1,0,11,11
J.J. Watt,1,1,19,19
T.J. Watt,1,0,0,0
Tahir Whitehead,1,0,0,0
Mike Williams,1,0,0,0
Christian Wilkins,1,0,8,8
DeShawn Williams,1,0,1,1
P.J. Williams,1,0,30,30
Avery Williamson,1,0,21,21
Jarrod Wilson,1,0,48,48
Antoine Winfield Jr.,1,0,16,16
Chase Winovich,1,0,0,0
Ahkello Witherspoon,1,0,0,0
K.J. Wright,1,0,7,7
Rock Ya-Sin,1,0,0,0
Kenny Young,1,1,79,79
Tye Smith,0,0,5,5
