Player,INT,INT TD,INT Yds,Lng
Henry Jones,8,2,263,82
Audray McMillian,8,2,157,51
Dale Carter,7,1,65,36
Mark Kelso,7,0,21,13
Eugene Robinson,7,0,126,49
Donnell Woolford,7,0,67,32
Michael Brim,6,1,139,77
Darren Carrington,6,1,152,69
Toi Cook,6,1,90,48
Brad Edwards,6,1,157,53
Jerry Gray,6,0,24,22
Darren Perry,6,0,69,34
Mike Prior,6,0,44,19
Brian Washington,6,1,59,23
Vencie Glenn,5,0,65,39
Don Griffin,5,0,4,2
D.J. Johnson,5,0,67,35
Robert Massey,5,3,147,46
Nate Odomes,5,0,19,10
Louis Oliver,5,1,200,103
Todd Scott,5,1,79,35
Eric Allen,4,0,49,36
J.B. Brown,4,1,119,48
Gill Byrd,4,0,88,44
Chuck Cecil,4,0,52,29
Ray Crockett,4,0,50,35
Byron Evans,4,0,76,43
Donald Frank,4,0,37,33
Wymon Henderson,4,1,79,46
Darryl Henley,4,0,41,25
Greg Jackson,4,0,71,36
Melvin Jenkins,4,0,34,14
Seth Joyner,4,2,88,43
Terry McDaniel,4,0,180,67
Charles Mincy,4,2,128,39
Anthony Newman,4,0,33,17
Kevin Scott,4,0,35,26
Dennis Smith,4,0,10,8
Bennie Thompson,4,0,26,25
William White,4,0,54,28
Darryl Williams,4,0,65,30
Rod Woodson,4,0,90,57
Eddie Anderson,3,1,131,102
Gene Atkins,3,0,0,0
Robert Bailey,3,1,61,37
Jason Belser,3,0,27,21
Bennie Blades,3,0,56,34
John Booty,3,0,22,22
Terrell Buckley,3,1,33,33
Marty Carter,3,0,1,1
Eric Davis,3,0,52,37
Cris Dishman,3,0,34,17
James Francis,3,1,108,66
David Fulcher,3,0,0,0
Darrell Fullington,3,0,25,16
Kenneth Gant,3,0,19,11
Kurt Gouveia,3,0,43,28
Larry Griffin,3,1,98,65
Dwayne Harper,3,0,74,41
Jerome Henderson,3,0,43,34
Johnny Holland,3,0,27,22
Wes Hopkins,3,0,6,4
Maurice Hurst,3,0,29,27
Steve Jackson,3,0,18,18
Vestee Jackson,3,1,63,30
A.J. Johnson,3,0,38,29
Todd Lyght,3,0,80,39
Milton Mack,3,0,0,0
Martin Mayhew,3,0,58,33
Bubba McDowell,3,1,52,26
Vince Newsome,3,0,55,29
Anthony Parker,3,0,23,23
Stanley Richard,3,0,26,20
Deion Sanders,3,0,105,55
Tracy Simien,3,0,18,10
Everson Walls,3,0,26,24
James Washington,3,0,31,16
Aeneas Williams,3,0,25,23
Mike Zordich,3,0,37,23
Steve Atwater,2,0,22,22
Anthony Blaylock,2,0,0,0
David Brandon,2,1,123,92
Tyrone Braxton,2,0,54,40
Vince Buck,2,1,51,34
Joe Cain,2,0,3,3
Scott Case,2,0,0,0
