Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Emmitt Smith,1713,373,18,10,2,68,91,24.4,2
Barry Foster,1690,390,11,13,2,69,86,22,8
Thurman Thomas,1487,312,9,8,2,44,78,25,4
Barry Sanders,1352,312,9,8,3,55,68,21.8,6
Lorenzo White,1226,265,7,2,1,44,75,28.3,2
Terry Allen,1201,266,13,5,2,51,65,24.4,8
Reggie Cobb,1171,310,9,2,0,25,69,22.3,3
Harold Green,1170,265,2,7,2,53,52,19.6,0
Rodney Hampton,1141,257,14,4,1,63,61,23.7,1
Cleveland Gary,1125,279,7,9,2,63,59,21.2,8
Herschel Walker,1070,267,8,5,0,38,60,22.5,6
Chris Warren,1017,223,3,7,1,52,51,22.9,1
Ricky Watters,1013,206,9,4,1,43,54,26.2,2
Earnest Byner,998,262,6,1,0,23,46,17.6,1
Mark Higgs,915,256,7,3,0,23,65,25.4,4
Marion Butts,809,218,4,1,0,22,39,17.9,4
Johnny Johnson,734,178,6,1,1,42,45,25.3,2
Eric Dickerson,729,187,2,5,1,40,26,13.9,1
Brad Baxter,698,152,6,4,0,30,43,28.3,3
Gaston Green,648,161,2,4,1,67,19,11.8,0
Vince Workman,631,159,2,2,1,44,38,23.9,4
Kenneth Davis,613,139,6,4,2,64,34,24.5,4
Barry Word,607,163,4,2,1,44,33,20.2,2
Anthony Johnson,592,178,0,0,0,19,30,16.8,5
Heath Sherman,583,112,5,5,0,34,32,28.6,3
Neal Anderson,582,156,5,1,1,49,34,21.8,5
Vaughn Dunbar,565,154,3,1,0,25,24,15.6,3
Randall Cunningham,549,87,5,6,0,30,34,39.1,5
Kevin Mack,543,169,6,1,0,37,38,22.5,0
Steve Young,537,76,4,6,0,39,33,43.4,6
Jarrod Bunch,501,104,3,3,0,37,32,30.8,3
Derrick Fenner,500,112,7,3,0,35,42,37.5,1
Rod Bernstine,499,106,4,2,0,25,30,28.3,2
Ricky Ervins,495,151,2,1,0,25,38,25.2,0
Bobby Humphrey,471,102,1,1,0,21,28,27.4,2
Jon Vaughn,451,113,1,5,0,36,20,17.7,5
Christian Okoye,448,144,6,1,0,22,31,21.5,2
Dalton Hilliard,445,115,3,1,0,22,26,22.6,3
Blair Thomas,440,97,0,0,0,19,25,25.8,2
Roger Craig,416,105,4,2,0,21,26,24.8,1
Craig Heyward,416,104,3,3,0,23,27,26,0
Brad Muster,414,98,3,2,0,35,22,22.4,2
Leonard Russell,390,123,2,1,0,23,18,14.6,3
Darren Lewis,382,90,4,2,0,33,18,20,3
Tommy Vardell,369,99,0,2,0,35,14,14.1,0
Nick Bell,366,81,3,3,1,66,16,19.8,2
Steve Broussard,363,84,1,3,0,27,19,22.6,2
Amp Lee,362,91,2,1,1,43,17,18.7,0
John L. Williams,339,114,1,0,0,14,12,10.5,2
Tony Smith,329,87,2,2,0,32,16,18.4,2
