Player,FF,FR,FR TD
Derrick Thomas,8,3,1
Rickey Jackson,7,3,0
Chris Doleman,6,3,0
Simon Fletcher,6,0,0
Anthony Smith,6,0,0
Sam Mills,5,3,1
David Brandon,4,3,1
Darion Conner,4,0,0
Bryan Cox,4,1,0
Kurt Gouveia,4,0,0
Kevin Greene,4,4,0
Seth Joyner,4,1,0
Cortez Kennedy,4,1,0
Steve McMichael,4,2,0
Neil Smith,4,2,0
Eric Swann,4,0,0
Michael Walter,4,2,0
Tony Bennett,3,3,1
Roger Brown,3,1,0
Marty Carter,3,0,0
Richard Dent,3,1,0
James Francis,3,2,0
Kenneth Gant,3,1,0
Keith Hamilton,3,1,0
Jon Hand,3,0,0
Ken Harvey,3,2,0
Liffort Hobley,3,1,0
David Howard,3,1,0
Greg Jackson,3,1,0
George Jamison,3,1,0
Jim Jeffcoat,3,0,0
Mike Johnson,3,5,1
Greg Kragen,3,0,0
Mo Lewis,3,4,0
Greg Lloyd,3,4,0
Wilber Marshall,3,2,0
Wayne Martin,3,2,0
Clay Matthews,3,0,0
Kelvin Pritchett,3,0,0
Bruce Smith,3,0,0
Pat Swilling,3,1,0
Andre Tippett,3,0,0
Kevin Turner,3,1,0
Alfred Williams,3,0,0
Jerrol Williams,3,2,0
Jeff Alm,2,0,0
Steve Atwater,2,2,0
Cornelius Bennett,2,3,0
Marc Boutte,2,0,0
Matt Brock,2,2,0
Michael Brooks,2,2,1
Ray Childress,2,2,1
Marco Coleman,2,0,0
Danny Copeland,2,3,1
Quentin Coryatt,2,1,0
Ron Cox,2,1,0
Ray Crockett,2,1,0
Don Davey,2,0,0
Santana Dotson,2,2,1
Steve Emtman,2,0,0
Paul Frase,2,0,0
Thane Gash,2,0,0
James Hasty,2,2,0
Eric Hill,2,1,0
Johnny Holland,2,2,0
Bobby Houston,2,0,0
Vaughan Johnson,2,0,0
Larry Kelm,2,2,0
Tim Krumrie,2,1,0
Carnell Lake,2,1,0
Lamar Lathon,2,0,0
David Little,2,0,0
Bubba McDowell,2,0,0
Lamar McGriggs,2,1,0
Audray McMillian,2,0,0
Karl Mecklenburg,2,0,0
Scott Mersereau,2,0,0
Les Miller,2,1,0
Charles Mincy,2,1,1
Brian Noble,2,2,0
Al Noga,2,1,0
Freddie Joe Nunn,2,1,0
William Perry,2,1,0
Bill Pickel,2,1,0
Bruce Pickens,2,0,0
Rufus Porter,2,0,0
Gerald Robinson,2,1,0
Lamar Rogers,2,0,0
Richard Shelton,2,2,0
Clyde Simmons,2,1,0
Otis Smith,2,0,0
Marc Spindler,2,0,0
Fred Stokes,2,1,0
Darryl Talley,2,0,0
Lawrence Taylor,2,1,0
Tony Tolbert,2,0,0
Jessie Tuggle,2,1,1
Fernandus Vinson,2,1,1
Sammy Walker,2,1,0
Brian Washington,2,2,0
Reggie White,2,1,1
David Whitmore,2,0,0
Darryl Williams,2,1,0
Rod Woodson,2,1,0
David Wyman,2,1,0
Tommie Agee,1,0,0
Bruce Alexander,1,0,0
Lester Archambeau,1,0,0
Trace Armstrong,1,1,0
Gene Atkins,1,1,0
Carlton Bailey,1,0,0
Kurt Barber,1,0,0
Oliver Barnett,1,0,0
John Baylor,1,2,0
Duane Bickett,1,2,0
Lewis Billups,1,1,0
Robert Blackmon,1,1,0
Kelly Blackwell,1,0,0
