Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Merton Hanks,48,1,48,1,1,1,48,0,0
Todd Kinchen,25.8,4,103,2,2,1,61,1,0
Kevin Smith,17,1,17,0,0,0,17,0,0
Desmond Howard,14,6,84,1,1,1,55,3,1
Johnny Bailey,13.2,20,263,0,3,1,65,8,1
Carl Pickens,12.7,18,229,1,2,1,95,9,1
Kelvin Martin,12.7,42,532,2,4,2,79,18,2
Vai Sikahema,12.6,40,503,1,6,2,87,10,0
Chris Hale,12.5,14,175,0,4,0,27,2,0
Terance Mathis,12,2,24,0,0,0,12,0,0
Don Griffin,11.5,6,69,0,1,0,29,2,1
Rod Woodson,11.4,32,364,1,4,2,80,13,1
Clarence Verdin,11.2,24,268,2,2,2,84,12,1
Arthur Marshall,10.6,33,349,0,3,1,47,16,3
Donnell Woolford,10.6,12,127,0,2,0,36,3,2
Dale Carter,10.5,38,398,2,5,2,86,6,5
Tim Brown,10.4,37,383,0,3,1,40,19,3
Anthony Parker,10.2,33,336,0,3,1,42,17,2
Terrell Buckley,10,21,211,1,3,2,58,5,7
Cliff Hicks,10,29,289,0,3,1,42,6,2
Nate Lewis,9.8,13,127,0,1,0,25,5,1
Eric Metcalf,9.8,44,429,1,4,1,75,10,3
Mel Gray,9.7,18,175,1,2,1,58,9,0
Tony Smith,9.7,16,155,0,3,1,45,4,1
Brian Mitchell,9.3,29,271,1,3,1,84,9,3
Mitchell Price,9.3,6,56,0,1,0,25,2,0
Robert Brooks,9.3,11,102,0,1,0,22,1,0
Dave Meggett,8.9,27,240,0,4,0,39,11,2
Willie Drewrey,8.9,7,62,0,0,0,17,6,0
Alan Grant,8.6,29,249,0,3,1,46,10,0
Walter Stanley,8.1,28,227,0,2,1,50,17,2
Eric Blount,7.8,13,101,0,0,0,16,4,0
Brian Treggs,7.8,4,31,0,0,0,13,2,0
Eric Bieniemy,7.6,30,229,0,1,0,21,3,1
Gary Anderson,7.5,6,45,0,0,0,13,1,0
Rob Carpenter,7.4,28,208,0,2,0,21,9,3
Jeff Sydner,7.4,7,52,0,0,0,17,5,1
Chris Warren,7.4,34,252,0,0,0,16,25,0
Vernon Turner,7.4,28,207,0,2,0,23,6,1
Scott Miller,7.3,24,175,0,0,0,19,18,2
Webster Slaughter,7.1,20,142,0,1,0,20,8,1
Anthony Morgan,7,3,21,0,0,0,13,1,0
Mike Prior,7,1,7,0,0,0,7,12,0
Pat Newman,6.9,23,158,0,0,0,18,10,2
Michael Timpson,5.9,8,47,0,0,0,14,2,0
Ron Lewis,5.8,4,23,0,0,0,9,0,2
Emile Harry,5.7,6,34,0,0,0,11,4,0
Jeff Campbell,5,3,15,0,0,0,9,0,0
Pat Coleman,5,7,35,0,0,0,19,4,0
Napoleon McCallum,4.8,4,19,0,0,0,13,1,0
Louis Lipps,4.4,5,22,0,0,0,16,1,1
Courtney Hawkins,4.1,13,53,0,0,0,17,8,1
Charles Dimry,4,1,4,0,0,0,4,0,0
Charles Mincy,4,1,4,0,0,0,4,1,0
Tom Waddle,3.5,8,28,0,0,0,13,10,1
Floyd Turner,3.3,3,10,0,0,0,5,0,1
Troy Vincent,3.2,5,16,0,0,0,6,0,2
Deion Sanders,3.2,13,41,0,0,0,14,9,0
Marcus Dowdell,3.1,12,37,0,1,0,34,6,4
Brian Brennan,3,1,3,0,0,0,3,1,0
Corey Harris,2.8,6,17,0,0,0,13,0,0
Vince Buck,2,2,4,0,0,0,3,4,0
Tim Hauck,2,1,2,0,0,0,2,0,0
Ray Horton,1,1,1,0,0,0,1,0,0
Troy Stradford,1,1,1,0,0,0,1,0,0
Chuck Cecil,0,1,0,0,0,0,0,0,1
Vinnie Clark,0,1,0,0,0,0,0,0,0
Sidney Johnson,0,1,0,0,0,0,0,0,1
Dion Lambert,0,1,0,0,0,0,0,0,0
Tony Martin,0,1,0,0,0,0,0,0,1
Johnny Thomas,0,1,0,0,0,0,0,0,1
Jarvis Williams,0,1,0,0,0,0,0,1,1
