Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Keith Cash,36,1,36,0,1,0,36,0,0
Anthony Miller,33,1,33,0,1,0,33,0,0
Jon Vaughn,28.2,20,564,1,14,3,100,0,0
Dexter Carter,27.5,2,55,0,2,0,32,0,0
Ed Tillison,27,1,27,0,1,0,27,0,0
Deion Sanders,26.7,40,1067,2,24,7,99,0,3
Leroy Thompson,25.5,2,51,0,1,0,33,0,0
Johnny Bailey,24.6,28,690,0,18,2,63,0,1
Tony Smith,24.6,7,172,0,3,1,60,0,1
George Thomas,24,3,72,0,2,0,37,0,0
Mel Gray,24,42,1006,1,23,5,89,2,0
Reggie Johnson,23.5,2,47,0,1,0,34,0,0
Alan Grant,23.3,3,70,0,1,1,47,0,1
Clayton Holmes,23.3,3,70,0,2,0,28,0,0
Herschel Walker,23,3,69,0,1,0,34,0,0
Charles Wilson,23,1,23,0,1,0,23,0,0
Al Edwards,22.8,12,274,0,9,0,34,0,1
Eric Blount,22.8,11,251,0,6,1,52,0,0
Dave Meggett,22.8,20,455,1,9,2,92,0,0
Randy Baldwin,22.5,30,675,0,18,1,47,0,0
Frank Robinson,22.2,4,89,0,3,0,26,0,0
Darren Lewis,22.2,23,511,1,14,1,97,0,1
Keith Henderson,22.2,5,111,0,4,0,29,0,0
Alton Montgomery,22.2,21,466,0,11,1,64,0,1
Derek Russell,22,7,154,0,5,0,33,0,0
Yancey Thigpen,22,2,44,0,1,0,29,0,0
Aaron Craver,21.8,8,174,0,4,1,44,0,0
Marc Logan,21.7,22,478,0,9,1,82,0,0
Jeff Sydner,21.6,17,368,0,10,1,45,0,0
Darrin Nelson,21.6,29,626,0,18,1,53,0,1
Brian Mitchell,21.4,23,492,0,9,3,47,0,1
Darryll Lewis,21.4,8,171,0,5,0,26,0,0
Scott Lockwood,21.2,11,233,0,5,0,36,0,0
Nate Lewis,21.2,19,402,0,10,1,62,0,0
Desmond Howard,21,22,462,0,13,1,42,0,0
Webster Slaughter,21,1,21,0,1,0,21,0,0
Kelvin Martin,21,24,503,0,13,1,59,0,0
Corey Harris,20.9,33,691,0,17,2,50,0,0
Clarence Verdin,20.9,39,815,0,21,1,42,0,1
Edgar Bennett,20.8,5,104,0,2,0,33,0,0
Pat Coleman,20.7,14,290,0,8,0,28,0,0
Fred McAfee,20.7,19,393,0,9,0,38,0,0
