Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Keith Henderson,36,36,1,1,100,1,0,158.3,1,100,1,0,36,0,0
Brad Goebel,32,10.7,3,2,66.7,0,0,102.1,1,33.3,1,0,22,0,0
Scott Mitchell,32,4,8,2,25,0,1,4.2,2,25,0,0,18,0,0
Tony Sacca,29,2.6,11,4,36.4,0,2,5.3,1,9.1,0,0,16,0,0
Dave Brown,21,3,7,4,57.1,0,0,62.2,0,0,0,0,8,4,19
Hassan Jones,18,18,1,1,100,0,0,118.8,1,100,0,0,18,0,0
Rohn Stark,17,17,1,1,100,0,0,118.8,1,100,0,0,17,0,0
Cary Conklin,16,8,2,2,100,1,0,139.6,2,100,0,0,10,0,0
Dan Stryzinski,14,7,2,2,100,0,0,95.8,1,50,0,0,12,0,0
Jim Breech,12,12,1,1,100,0,0,116.7,0,0,0,0,12,0,0
Mike Buck,10,2.5,4,2,50,0,0,56.2,0,0,0,0,10,0,0
Keith Byars,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rob Carpenter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Anthony Carter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Barry Foster,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Anthony Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keith Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Greg Lewis,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Martin,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Paul McJulien,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Greg McMurtry,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eric Metcalf,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian Mitchell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brad Muster,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Harry Newsome,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ricky Proehl,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bucky Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Barry Sanders,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Matt Stover,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rick Tuten,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Herschel Walker,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ricky Watters,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
