Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Marino,4116,7.4,554,330,59.6,24,16,85.1,192,34.7,45,12,62,28,173
Steve Young,3465,8.6,402,268,66.7,25,7,107,160,39.8,54,10,80,29,152
Jim Kelly,3457,7.5,462,269,58.2,23,19,81.2,180,39,40,9,65,20,145
Troy Aikman,3445,7.3,473,302,63.8,23,14,89.5,176,37.2,38,8,87,23,112
Stan Humphries,3356,7.4,454,263,57.9,16,18,76.4,148,32.6,40,10,67,28,218
Jim Everett,3323,7,475,281,59.2,22,18,80.2,168,35.4,37,6,67,26,204
Bobby Hebert,3287,7.8,422,249,59,19,16,82.9,155,36.7,48,8,72,15,119
Mark Rypien,3282,6.8,479,269,56.2,13,17,71.7,157,32.8,40,9,62,23,176
Brett Favre,3227,6.8,471,302,64.1,18,13,85.3,157,33.3,30,9,76,34,208
Dave Krieg,3115,7.5,413,230,55.7,15,12,79.9,134,32.4,44,11,77,48,323
Chris Chandler,2832,6.9,413,245,59.3,15,15,77.1,134,32.4,32,9,72,29,226
Randall Cunningham,2775,7.2,384,233,60.7,19,11,87.3,127,33.1,35,10,75,60,437
Vinny Testaverde,2554,7.1,358,206,57.5,14,16,74.2,123,34.4,37,5,81,35,259
Warren Moon,2521,7.3,346,224,64.7,18,12,89.3,132,38.2,28,4,72,16,105
Jim Harbaugh,2486,6.9,358,202,56.4,13,12,76.2,121,33.8,28,7,83,31,167
Neil O'Donnell,2283,7.3,313,185,59.1,13,9,83.6,110,35.1,27,5,51,27,208
Browning Nagle,2280,5.9,387,192,49.6,7,17,55.7,107,27.6,29,3,51,27,215
John Elway,2242,7.1,316,174,55.1,10,17,65.7,90,28.5,29,9,80,36,272
Jeff George,1963,6.4,306,167,54.6,7,15,61.5,93,30.4,25,2,57,27,188
Rich Gannon,1905,6.8,279,159,57,12,13,73,94,33.7,24,5,60,25,177
Chris Miller,1739,6.9,253,152,60.1,15,6,90.7,79,31.2,20,3,89,16,103
Cody Carlson,1710,7.5,227,149,65.6,9,11,81.2,85,37.4,21,4,65,15,90
Rodney Peete,1702,8,213,123,57.8,9,9,80,72,33.8,21,6,78,28,170
Mike Tomczak,1693,8,211,120,56.9,7,7,80.1,76,36,24,7,52,12,85
Jay Schroeder,1476,5.8,253,123,48.6,11,11,63.3,70,27.7,15,2,53,25,180
Boomer Esiason,1407,5.1,278,144,51.8,11,15,57,71,25.5,15,0,38,19,150
Wade Wilson,1366,8.4,163,111,68.1,13,4,110.1,72,44.2,20,3,60,8,58
Stan Gelbaugh,1307,5.1,255,121,47.4,6,11,52.8,66,25.9,12,1,57,34,265
Jack Trudeau,1271,7,181,105,58,4,8,68.6,62,34.2,16,2,81,11,85
Jeff Hostetler,1225,6.4,192,103,53.6,8,3,80.8,57,29.7,20,2,46,24,149
Hugh Millen,1203,5.9,203,124,61.1,8,10,70.3,65,32,12,0,39,33,204
Sean Salisbury,1203,6.9,175,97,55.4,5,2,81.7,61,34.9,17,2,51,15,116
Bernie Kosar,1160,7.5,155,103,66.4,8,7,87,58,37.4,11,3,69,21,126
Todd Marinovich,1102,6.7,165,81,49.1,5,9,58.2,51,30.9,14,3,68,20,154
Phil Simms,912,6.7,137,83,60.6,5,3,83.4,46,33.6,12,0,38,10,67
Kelly Stouffer,900,4.7,190,92,48.4,3,9,47.7,42,22.1,8,0,33,26,222
Billy Joe Tolliver,787,6,131,73,55.7,5,5,70.4,42,32.1,8,0,30,16,98
Erik Kramer,771,7.3,106,58,54.7,4,8,59.1,31,29.2,6,3,77,15,80
Tommy Maddox,757,6.3,121,66,54.6,5,9,56.4,36,29.8,12,0,38,10,60
Bubby Brister,719,6.2,116,63,54.3,2,5,61,32,27.6,11,1,42,13,88
Peter Tom Willis,716,7.8,92,54,58.7,4,8,61.7,30,32.6,10,2,68,10,58
Steve DeBerg,710,5.7,125,76,60.8,3,4,71.1,35,28,5,0,28,8,66
Andre Ware,677,7.9,86,50,58.1,3,4,75.6,30,34.9,8,4,59,16,104
Ken O'Brien,642,6.6,98,55,56.1,5,6,67.6,28,28.6,7,1,55,10,61
Scott Zolak,561,5.6,100,52,52,2,4,58.8,27,27,7,1,65,17,137
David Klingler,530,5.4,98,47,48,3,2,66.3,26,26.5,3,1,83,18,146
Tom Hodson,496,5.4,91,50,55,2,2,68.8,27,29.7,4,1,54,12,96
Timm Rosenbach,483,5.2,92,49,53.3,0,6,41.2,26,28.3,4,1,45,7,32
Kent Graham,470,4.8,97,42,43.3,1,4,44.6,16,16.5,6,1,44,7,49
Steve Bono,463,8.3,56,36,64.3,2,2,87.1,25,44.6,7,0,36,2,14
Vince Evans,372,7,53,29,54.7,4,3,78.5,18,34,5,2,50,3,26
Donald Hollas,335,5.8,58,35,60.3,2,0,87.9,17,29.3,2,0,24,8,45
Jim McMahon,279,6.5,43,22,51.2,1,2,60.1,11,25.6,4,1,42,4,25
Don Majkowski,271,4.9,55,38,69.1,2,2,77.2,14,25.4,1,0,32,9,60
Bob Gagliano,258,6.1,42,19,45.2,0,3,35.6,13,31,3,1,55,5,50
Jeff Carlson,232,4.7,49,18,36.7,1,3,33.7,11,22.4,3,1,40,3,21
Shawn Moore,232,6.8,34,17,50,0,3,35.4,8,23.5,3,1,40,6,50
Frank Reich,221,4.7,47,24,51.1,0,2,46.5,12,25.5,2,0,21,9,76
Todd Philcox,217,8,27,13,48.2,3,1,97.3,6,22.2,3,2,69,1,6
Mark Herrmann,177,7.4,24,15,62.5,1,1,81.4,9,37.5,3,0,27,1,5
Tom Tupa,156,4.7,33,17,51.5,1,2,49.6,9,27.3,0,0,19,5,40
Steve Beuerlein,152,8.4,18,12,66.7,0,1,69.7,7,38.9,2,0,27,0,0
Joe Montana,126,6,21,15,71.4,2,0,118.4,7,33.3,0,0,17,1,8
Craig Erickson,121,4.6,26,15,57.7,0,0,69.6,6,23.1,1,0,24,2,9
Dan McGwire,116,3.9,30,17,56.7,0,3,25.8,6,20,1,0,20,7,58
Mike Pagel,99,5,20,8,40,1,2,33.1,6,30,2,0,22,0,0
Will Furrer,89,3.6,25,9,36,0,3,7.3,5,20,0,0,16,4,39
Arthur Marshall,81,81,1,1,100,1,0,158.3,1,100,1,1,81,0,0
Mark Royals,44,44,1,1,100,0,0,118.8,1,100,1,1,44,0,0
Chris Gardocki,43,14.3,3,1,33.3,0,0,81.9,1,33.3,1,1,43,0,0
Earnest Byner,41,13.7,3,1,33.3,1,0,121.5,1,33.3,1,1,41,0,0
Jeff Blake,40,4.4,9,4,44.4,0,1,18.1,2,22.2,0,0,19,2,7
