Player,Comb,Asst,Solo,Sck
Jack Del Rio,149,34,115,2
Chris Spielman,146,33,113,1
Mike Johnson,134,26,108,2
Sam Mills,128,30,98,3
Johnny Holland,119,36,83,0.5
Al Smith,118,45,73,1
Mo Lewis,115,24,91,2
Jeff Herrod,111,14,97,2
Pepper Johnson,111,29,82,1
Jessie Tuggle,108,27,81,1
Chuck Cecil,106,29,77,0
George Jamison,105,18,87,2
Vincent Brown,104,25,79,0.5
Ronnie Lott,104,25,79,0
Michael Brooks,101,19,82,0
Mike Merriweather,101,20,81,3
Tim McDonald,100,16,84,0.5
Junior Seau,98,17,81,4.5
Darryl Talley,98,21,77,4
Ricardo McDonald,97,20,77,0
Bennie Blades,95,27,68,0
Kyle Clifton,94,14,80,1
Cortez Kennedy,94,15,79,14
Tim Krumrie,94,23,71,4
Marty Carter,93,12,81,2
Kevin Greene,91,10,81,10
Hardy Nickerson,91,25,66,2
Eugene Robinson,91,28,63,0
Jesse Solomon,91,15,76,4.5
Brian Washington,90,26,64,1
Winston Moss,89,15,74,2
Rufus Porter,89,21,68,9.5
Ray Childress,88,19,69,13
Henry Jones,88,20,68,0
Lonnie Young,88,24,64,0
Eric Hill,86,24,62,0
Tyronne Stowe,86,19,67,0
Eddie Anderson,85,16,69,1
Broderick Thomas,84,16,68,5
Jimmy Williams,84,13,71,2
Stanley Richard,83,18,65,0
Bryan Cox,82,17,65,14
Ken Norton,82,13,69,0
Mike Singletary,82,16,66,1
Darryl Williams,82,7,75,2
Rod Woodson,82,12,70,6
Tony Bennett,81,24,57,13.5
David Wyman,81,28,53,0
Shane Conlan,80,14,66,2
David Howard,80,19,61,1
Wilber Marshall,80,4,76,6
Steve Atwater,79,12,67,1
Clay Matthews,79,13,66,9
Todd Scott,79,12,67,1
Gene Atkins,78,13,65,0
Michael Walter,78,11,67,1
Vaughan Johnson,77,18,59,1
Karl Mecklenburg,77,16,61,7.5
Vince Newsome,77,18,59,2
Marcus Robertson,77,28,49,0
Eric Turner,77,12,65,1
Darrell Fullington,76,15,61,0
Greg Lloyd,76,12,64,6.5
Eugene Lockhart,76,28,48,0
Scott Radecic,76,14,62,0
Bill Romanowski,76,11,65,1
William White,76,14,62,0
Darion Conner,75,16,59,7
Greg Jackson,75,12,63,0
Anthony Newman,75,10,65,0
Bruce Smith,75,20,55,14
Ken Tippins,75,11,64,3
LeRoy Butler,74,16,58,0
Jeff Donaldson,74,12,62,1
Louis Oliver,74,13,61,0
James Washington,74,18,56,0
David Fulcher,73,16,57,1
Donnell Woolford,73,9,64,0
Jerrol Williams,72,11,61,4.5
Anthony Bell,71,12,59,0
Jerry Gray,71,9,62,0
Carlos Jenkins,71,11,60,4
Melvin Jenkins,71,3,68,0
Greg Kragen,71,21,50,5.5
Jim Morrissey,71,14,57,1
Mike Prior,71,10,61,0
Aaron Wallace,71,9,62,4
Martin Bayless,70,10,60,0
Mark Collins,70,6,64,0
Byron Evans,70,10,60,0
Tim Goad,70,27,43,2.5
Kurt Gouveia,70,6,64,1
Bubba McDowell,70,13,57,1.5
Dennis Smith,70,12,58,0
Duane Bickett,69,14,55,6.5
Larry Kelm,69,8,61,0
Charles Mincy,69,15,54,0
Roman Phifer,69,9,60,0
Tracy Simien,69,12,57,1
Henry Thomas,69,14,55,6
Robert Blackmon,68,16,52,3.5
Patrick Hunter,68,10,58,0
Lorenzo Lynch,68,10,58,0
Lamar McGriggs,68,12,56,0
Joe Cain,67,21,46,0
Todd Lyght,67,6,61,0
Joe Nash,67,18,49,4.5
Jarvis Williams,67,17,50,0
Darryl Henley,66,4,62,0
Robert Jones,66,12,54,1
Seth Joyner,66,5,61,6.5
Carnell Lake,66,9,57,2
Audray McMillian,66,9,57,0
Tyrone Braxton,65,9,56,0
Brad Edwards,65,6,59,0
Simon Fletcher,65,6,59,16
George Koonce,65,19,46,1.5
Eddie Robinson,65,23,42,1
Dan Saleaumua,65,11,54,6
Chris Doleman,64,15,49,14.5
David Griggs,64,12,52,3
Jerome Henderson,64,22,42,0
Maurice Hurst,64,13,51,0
Carl Lee,64,8,56,0
Rod Stephens,64,13,51,0
Dale Carter,63,5,58,0
Riki Ellison,63,18,45,1
Rod Jones,63,8,55,0
Bennie Thompson,63,8,55,1.5
Cornelius Bennett,62,10,52,4
Merton Hanks,62,8,54,0
Dwayne Harper,62,14,48,0
Rickey Jackson,62,10,52,13.5
Ricky Reynolds,62,3,59,1
Kevin Ross,62,14,48,0.5
Neil Smith,62,10,52,14.5
Ray Agnew,61,17,44,1
Carlton Bailey,61,11,50,1
John Booty,61,6,55,0
Jeff Bryant,61,23,38,4.5
Chris Goode,61,5,56,0
Jeff Wright,61,7,54,6
Carl Banks,60,18,42,4
Toi Cook,60,9,51,1
Dennis Gibson,60,16,44,0
Don Griffin,60,5,55,0
Tim Harris,60,4,56,17
Keith McCants,60,12,48,5
Terry McDaniel,60,10,50,0
Leslie O'Neal,60,7,53,17
John Roper,60,17,43,2.5
Clyde Simmons,60,7,53,19
Troy Vincent,60,2,58,0
Lionel Washington,60,12,48,0
Mark Carrier,59,10,49,0
Scott Case,59,15,44,0
Mike Croel,59,10,49,5
Wayne Martin,59,13,46,15.5
Brian Noble,59,24,35,2
John Baylor,58,2,56,3
Kelvin Pritchett,58,13,45,6.5
David Whitmore,58,8,50,0
Mike Zordich,58,13,45,0
Vinnie Clark,57,8,49,0
Marco Coleman,57,9,48,6
Andre Collins,57,6,51,2
Santana Dotson,57,3,54,10
Mark Wheeler,57,8,49,5
Jason Belser,56,9,47,0
Eric Davis,56,0,56,0
D.J. Johnson,56,6,50,0
Chris Martin,56,11,45,0.5
Nate Odomes,56,8,48,1
Terry Taylor,56,8,48,0
William Thomas,56,9,47,1.5
