Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Lin Elliott,88,5599,1217,27,30.7,60,20.3,0,0,1,0
Mike Cofer,87,5367,1273,20,23,66,19.3,0,0,1,0
Steve Christie,84,5180,1215,24,28.6,60,20.2,0,0,0,1
Pete Stoyanovich,82,5109,1375,17,20.7,64,21.5,0,0,1,0
Morten Andersen,81,5178,923,38,46.9,40,23.1,0,0,3,0
John Carney,78,4899,962,23,29.5,54,17.8,0,0,1,0
Fuad Reveiz,78,4883,925,26,33.3,50,18.5,0,0,2,0
Al Del Greco,76,4418,989,10,13.2,63,15.7,2,0,1,0
Nick Lowery,76,4467,1177,12,15.8,62,19,1,0,1,0
Roger Ruzek,74,4389,1027,17,23,53,19.4,1,0,3,1
Chip Lohmiller,73,4536,1051,21,28.8,52,20.2,0,0,0,1
Gary Anderson,72,4410,1052,15,20.8,52,20.2,0,0,5,0
Norm Johnson,71,4278,1059,11,15.5,55,19.2,3,1,1,0
Tony Zendejas,69,4044,1128,11,15.9,55,20.5,1,0,2,0
Chris Jacke,68,3822,901,6,8.8,57,15.8,0,0,3,0
Brad Daluiso,65,4405,218,52,80,12,18.2,1,1,0,0
Matt Stover,65,3895,907,14,21.5,51,17.8,0,0,0,0
Jason Hanson,64,3929,948,14,21.9,45,21.1,0,0,5,0
Lee Johnson,62,3891,993,15,24.2,42,23.6,1,1,4,2
Jeff Jaeger,60,3576,690,20,33.3,35,19.7,2,0,3,0
Louie Aguiar,58,3174,552,12,20.7,33,16.7,2,1,4,0
Ken Willis,57,3302,1017,5,8.8,46,22.1,1,1,5,1
Dean Biasucci,53,3183,630,15,28.3,35,18,1,0,1,0
Greg Davis,52,3140,674,12,23.1,37,18.2,1,1,2,0
Chris Gardocki,52,2874,768,9,17.3,37,20.8,3,0,3,0
Charlie Baumann,51,2854,744,5,9.8,44,16.9,2,0,0,0
Matt Bahr,49,2788,848,5,10.2,43,19.7,1,0,0,0
John Kasay,43,2625,661,9,20.9,34,19.4,0,0,0,0
Eddie Murray,26,1429,517,0,0,23,22.5,0,0,3,0
Kevin Butler,17,993,259,2,11.8,13,19.9,0,0,2,0
Rich Camarillo,5,260,93,0,0,5,18.6,0,0,0,0
Jim Breech,4,183,86,0,0,4,21.5,0,0,0,0
Kelly Goodburn,2,110,23,0,0,2,11.5,0,0,0,0
Brian Hansen,2,0,0,0,0,0,0,2,0,0,0
Dan Stryzinski,2,116,77,0,0,2,38.5,0,0,0,0
Rick Tuten,2,84,24,0,0,2,12,0,0,0,0
Shawn McCarthy,1,35,5,0,0,1,5,0,0,0,0
Joe Prokop,1,56,5,0,0,1,5,0,0,0,0
Ruben Rodriguez,1,49,10,0,0,1,10,0,0,0,0
Rohn Stark,1,48,0,0,0,1,0,0,0,0,0
David Treadwell,1,9,36,0,0,1,36,0,0,0,0
