Team,FF,FR,FR TD
Eagles,24,16,2
Panthers,22,12,0
Colts,21,13,1
Jaguars,19,13,2
Bears,18,10,0
Seahawks,18,10,0
Texans,17,14,1
Rams,17,12,0
Ravens,16,11,0
Chargers,16,11,3
Buccaneers,16,11,0
Browns,15,8,1
Cowboys,15,12,1
Broncos,15,7,1
Patriots,15,8,2
Giants,15,8,1
Bills,14,11,1
Redskins,14,12,0
Falcons,13,12,1
Chiefs,13,7,0
Dolphins,13,11,1
Packers,12,9,1
Raiders,12,5,1
Steelers,12,10,1
Lions,11,7,1
Saints,11,5,0
Niners,10,6,1
Vikings,9,6,1
Jets,9,7,0
Cardinals,9,7,1
Bengals,7,6,0
Titans,5,4,1
