Team,FGM,FG %,XPM,XP Pct,KRet TD,PRet T
Broncos,31,86.1,31,100,0,1
Ravens,30,85.7,25,100,0,0
Steelers,30,68.2,34,91.9,0,0
Chargers,30,69.8,32,100,2,1
Falcons,29,78.4,28,100,1,0
Colts,28,82.4,41,97.6,1,1
Buccaneers,28,80,30,100,0,1
Chiefs,27,77.1,27,96.4,0,0
Saints,27,87.1,32,100,0,0
Bears,26,83.9,34,100,0,0
Raiders,26,81.2,43,97.7,1,1
Eagles,26,83.9,37,97.4,1,0
Redskins,26,78.8,22,100,0,1
Patriots,24,80,41,97.6,0,2
Jets,24,77.4,32,100,0,0
Panthers,23,82.1,22,95.6,2,1
Rams,23,79.3,58,100,0,0
Giants,23,76.7,29,96.7,0,0
Browns,22,88,29,96.7,0,0
Cowboys,22,66.7,24,100,0,1
Lions,21,70,23,100,0,0
Cardinals,21,80.8,32,100,0,0
Packers,20,64.5,44,97.8,0,1
Titans,20,71.4,34,97.1,1,0
Seahawks,20,62.5,33,100,0,0
Dolphins,19,90.5,39,97.5,0,0
Bills,18,62.1,23,95.8,0,1
Jaguars,18,64.3,30,93.8,1,0
49ers,18,72,47,100,0,0
Bengals,17,60.7,23,95.8,0,0
Vikings,15,83.3,29,96.7,0,0
