Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Keenan Allen,108,1243,7,19,1,42,56,51.8,2,396,150
CeeDee Lamb,103,1306,8,24,1,49,62,60.2,2,452,141
Michael Pittman,99,1062,4,9,3,75,49,49.5,1,468,143
Tyreek Hill,97,1542,12,26,9,78,69,71.1,1,601,132
A.J. Brown,95,1314,7,20,3,59,62,65.3,1,440,141
Amon-Ra St. Brown,94,1175,7,19,2,46,57,60.6,1,495,132
Ja'Marr Chase,93,1156,7,13,4,76,60,64.5,1,521,132
Stefon Diggs,91,1041,8,9,2,55,51,56,2,355,137
T.J. Hockenson,91,902,5,12,0,29,47,51.6,1,318,123
Adam Thielen,89,870,4,8,0,32,49,55.1,2,288,120
Evan Engram,88,729,3,8,0,34,33,37.5,2,413,109
Puka Nacua,87,1163,4,21,1,70,54,62.1,1,467,135
Travis Kelce,85,924,5,11,2,53,48,56.5,1,408,109
Davante Adams,84,968,5,12,2,46,46,54.8,0,300,140
DJ Moore,80,1123,7,19,2,58,52,65,1,452,111
Garrett Wilson,79,882,3,9,2,68,39,49.4,2,253,138
DeVonta Smith,74,957,6,13,3,63,43,58.1,1,235,102
Chris Olave,72,918,4,14,3,51,45,62.5,0,299,116
Sam LaPorta,71,758,9,7,2,48,39,54.9,0,297,98
Jaylen Waddle,71,964,4,11,1,60,46,64.8,0,414,99
David Njoku,69,704,5,8,1,41,30,43.5,1,484,106
Chris Godwin,68,814,1,12,1,42,43,63.2,0,321,108
Alvin Kamara,68,446,1,3,0,25,22,32.4,0,470,78
Tyler Lockett,68,732,4,6,0,36,40,58.8,0,181,102
Rashee Rice,68,754,7,8,0,39,38,55.9,2,525,84
Mike Evans,66,1077,11,17,6,75,45,68.2,0,270,115
Cole Kmet,66,571,6,5,1,41,32,48.5,1,280,81
Trey McBride,66,712,2,7,0,38,37,56.1,1,342,85
Terry McLaurin,66,835,3,13,1,48,39,59.1,0,226,112
Zay Flowers,65,680,3,10,3,52,33,50.8,0,295,92
Jordan Addison,62,824,9,13,2,62,35,56.4,0,250,90
Amari Cooper,61,985,3,16,6,59,39,63.9,2,211,113
Dalton Kincaid,61,495,2,2,0,22,23,37.7,1,248,74
Nico Collins,60,1004,6,20,4,59,40,66.7,0,424,86
Calvin Ridley,60,781,5,14,1,45,37,61.7,1,145,109
Brandon Aiyuk,59,1090,6,23,3,76,50,84.8,1,289,86
Tyler Boyd,59,575,2,4,2,64,24,40.7,0,246,87
DeAndre Hopkins,59,919,6,15,4,61,42,71.2,0,172,116
Jakobi Meyers,59,648,7,6,0,33,37,62.7,0,188,86
Drake London,58,769,2,14,1,45,40,69,0,159,87
Courtland Sutton,58,770,10,14,2,46,36,62.1,3,155,85
Josh Downs,57,631,2,8,1,59,25,43.9,0,298,84
Jake Ferguson,57,614,5,7,1,40,32,56.1,0,328,82
Christian Kirk,57,787,3,13,3,57,34,59.6,2,247,85
Christian McCaffrey,57,509,7,4,1,41,27,47.4,1,398,68
DK Metcalf,56,942,7,15,4,73,44,78.6,0,299,99
Curtis Samuel,56,549,4,6,0,37,24,42.9,0,226,77
George Kittle,55,865,6,16,2,66,36,65.4,0,414,76
Jayden Reed,54,592,6,9,2,46,26,48.2,0,236,82
Breece Hall,53,441,3,6,1,50,21,39.6,0,472,68
Jaxon Smith-Njigba,53,541,3,6,0,35,24,45.3,0,325,79
Romeo Doubs,52,567,7,5,0,33,34,65.4,0,107,84
Elijah Moore,52,560,1,7,1,42,25,48.1,1,155,94
George Pickens,52,814,3,16,3,71,33,63.5,1,238,91
Marquise Brown,51,574,4,8,1,41,32,62.8,0,164,101
Tony Pollard,51,290,0,2,1,60,11,21.6,2,317,61
Tyler Conklin,50,524,0,6,0,37,22,44,0,194,72
Rachaad White,50,469,3,10,1,43,19,38,1,526,55
Cooper Kupp,49,658,4,10,2,62,27,55.1,0,278,77
Deebo Samuel,49,787,6,14,6,54,29,59.2,1,467,69
Travis Etienne,48,411,1,2,1,56,20,41.7,0,423,62
Tank Dell,47,709,7,10,3,68,34,72.3,0,152,75
Jahmyr Gibbs,47,296,1,2,0,24,19,40.4,0,275,60
Kyle Pitts,47,586,2,6,0,39,32,68.1,0,127,78
Jaylen Warren,47,300,0,2,0,30,16,34,0,399,59
Dallas Goedert,46,470,2,4,1,49,26,56.5,0,259,65
Wan'Dale Robinson,46,369,1,4,0,32,22,47.8,0,185,56
Logan Thomas,46,431,3,3,0,29,20,43.5,2,218,66
Mark Andrews,45,544,6,8,0,38,27,60,1,217,61
Jahan Dotson,45,470,4,4,0,33,24,53.3,0,91,75
Justin Jefferson,45,682,3,14,2,52,35,77.8,1,191,66
Jerry Jeudy,45,581,1,7,3,46,24,53.3,1,229,70
Joe Mixon,45,341,1,4,1,45,11,24.4,0,419,54
Dalton Schultz,44,513,5,7,0,31,28,63.6,1,182,66
Chigoziem Okonkwo,43,395,0,4,0,39,18,41.9,0,184,63
Jonnu Smith,43,521,2,4,2,60,22,51.2,1,319,57
Antonio Gibson,42,342,2,3,1,41,16,38.1,2,323,49
Hunter Henry,42,419,6,2,0,24,29,69,1,78,61
Cade Otton,42,408,4,5,0,27,19,45.2,1,191,57
Brandin Cooks,41,544,5,9,0,37,28,68.3,1,122,63
Diontae Johnson,41,537,4,8,0,39,30,73.2,0,155,73
K.J. Osborn,41,436,2,6,0,36,23,56.1,1,153,64
Samaje Perine,41,389,0,3,0,29,19,46.3,2,382,45
Bijan Robinson,41,323,3,4,0,33,18,43.9,0,301,64
James Cook,40,433,4,7,1,48,16,40,1,384,47
Austin Ekeler,40,373,1,5,0,39,19,47.5,2,442,60
Jonathan Mingo,40,409,0,6,1,40,15,37.5,1,145,81
Tyjae Spears,40,288,0,3,1,48,13,32.5,1,334,55
Darren Waller,40,424,1,6,0,29,19,47.5,0,170,57
Gabe Davis,39,595,6,9,1,40,29,74.4,1,145,70
Demario Douglas,39,443,0,5,1,42,20,51.3,1,288,60
Gerald Everett,39,334,3,3,0,31,22,56.4,3,221,52
Jerome Ford,39,238,3,1,0,24,13,33.3,0,236,55
Michael Thomas,39,448,1,4,0,31,21,53.8,0,100,64
Tyler Higbee,38,403,2,5,0,33,20,52.6,0,168,60
Darius Slayton,38,512,1,9,1,40,22,57.9,0,191,63
Rhamondre Stevenson,38,238,0,2,0,34,8,21,0,261,51
D'Andre Swift,38,209,1,2,0,20,8,21,1,263,48
Tutu Atwell,37,476,3,8,2,44,24,64.9,0,98,63
Kendrick Bourne,37,406,4,5,0,36,15,40.5,1,203,55
Josh Jacobs,37,296,0,1,0,21,15,40.5,1,293,54
Ezekiel Elliott,36,247,1,1,0,23,9,25,1,300,45
Tee Higgins,36,497,4,6,1,46,28,77.8,0,148,66
Rashid Shaheed,36,570,3,9,6,58,22,61.1,0,145,59
Javonte Williams,34,173,2,0,0,18,8,23.5,0,236,43
Robert Woods,34,354,1,2,0,26,22,64.7,0,90,65
Saquon Barkley,33,206,4,3,0,32,15,45.4,0,177,46
Tanner Hudson,33,298,1,3,0,26,18,54.6,0,106,39
Luke Musgrave,33,341,1,5,0,37,14,42.4,0,164,45
Isiah Pacheco,33,209,1,1,0,33,10,30.3,0,305,38
Josh Reynolds,33,535,5,17,0,33,28,84.8,1,123,51
Odell Beckham Jr.,32,519,3,9,3,51,24,75,1,151,60
Michael Gallup,32,414,2,6,1,41,19,59.4,0,106,53
Chuba Hubbard,32,190,0,1,0,25,8,25,1,214,36
Quentin Johnston,31,356,2,4,1,57,17,54.8,0,125,51
Rondale Moore,31,265,1,3,1,48,12,38.7,1,174,50
Dontayvion Wicks,31,491,1,10,0,35,25,80.6,3,182,49
Kalif Raymond,30,399,1,8,1,41,17,56.7,0,190,39
Allen Robinson,30,244,0,2,0,31,7,23.3,0,61,44
Kyren Williams,30,192,3,2,0,24,9,30,1,260,46
Noah Brown,29,521,2,14,1,75,20,69,0,210,46
Darnell Mooney,29,409,1,7,1,41,19,65.5,0,180,57
Trey Palmer,29,249,2,4,0,26,13,44.8,1,65,51
Brian Robinson,29,326,3,7,2,51,12,41.4,1,363,36
JuJu Smith-Schuster,29,260,1,3,0,37,13,44.8,0,94,47
Roschon Johnson,28,155,0,1,0,22,5,17.9,0,189,34
Zay Jones,28,274,2,3,0,36,13,46.4,0,40,55
Alec Pierce,28,426,1,7,1,55,21,75,0,69,53
Christian Watson,28,422,5,5,2,77,20,71.4,0,105,53
Nick Westbrook-Ikhine,28,370,3,8,0,33,18,64.3,0,107,45
Michael Wilson,28,435,2,5,1,69,21,75,0,100,42
Rashod Bateman,27,299,1,2,0,29,15,55.6,0,41,46
Zach Ertz,27,187,1,0,0,17,8,29.6,0,46,43
Noah Fant,27,355,0,6,1,51,13,48.2,0,156,37
Pat Freiermuth,27,243,2,2,0,29,15,55.6,0,107,41
Derrick Henry,27,203,0,2,1,46,6,22.2,0,256,34
Taysom Hill,27,233,1,1,0,36,8,29.6,0,107,34
Alexander Mattison,27,174,3,1,1,47,5,18.5,0,160,41
Michael Mayer,27,304,2,2,0,32,19,70.4,0,164,40
Zack Moss,27,192,2,1,0,26,10,37,0,189,37
Josh Palmer,27,490,2,9,3,79,16,59.3,1,163,43
DeVante Parker,27,308,0,4,0,27,14,51.8,0,110,44
Kadarius Toney,27,169,1,0,0,18,12,44.4,1,128,38
DJ Chark,26,363,3,6,1,47,15,57.7,0,60,48
Khalil Shakir,26,422,2,8,1,81,17,65.4,0,187,32
Nelson Agholor,25,314,3,4,0,37,14,56,1,113,34
Zach Charbonnet,25,146,0,1,0,39,3,12,0,197,31
Jerick McKinnon,25,192,4,1,0,27,10,40,0,219,32
Brandon Powell,25,269,1,4,0,28,16,64,0,90,35
Hunter Renfrow,25,255,0,3,0,38,11,44,1,152,36
Noah Gray,24,283,2,4,0,34,13,54.2,0,130,31
Najee Harris,24,149,0,1,0,32,7,29.2,0,147,33
Jaleel McLaughlin,24,112,2,1,0,22,3,12.5,0,222,28
Raheem Mostert,24,171,2,1,0,22,5,20.8,2,211,31
Miles Sanders,24,137,0,0,0,14,7,29.2,0,138,37
Durham Smythe,24,226,0,1,0,22,13,54.2,0,92,32
Kenneth Walker III,24,232,1,3,1,64,8,33.3,0,265,31
Braxton Berrios,23,219,1,1,0,22,13,56.5,0,76,29
Kenneth Gainwell,23,130,0,0,0,17,7,30.4,0,118,29
Kylen Granson,23,270,1,4,2,46,13,56.5,0,104,39
