Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
A.B. Brown,63,1,63,0,0,0,63,0,0
Tim Gordon,43,1,43,0,0,0,43,0,0
Lynn James,43,1,43,0,0,0,43,0,0
Darrell Thompson,34.3,3,103,1,0,0,76,0,0
Keith Jones,29.5,8,236,1,0,0,76,0,0
Herman Fontenot,29.3,3,88,0,0,0,50,0,0
Scott Schwedes,26,2,52,0,2,0,30,0,0
Kevin Clark,25.2,20,505,0,0,0,75,0,0
Gene Atkins,24.8,19,471,0,0,0,50,0,0
James Jefferson,24,4,96,0,0,0,26,0,0
Donnie Elder,23.8,24,571,0,0,0,90,0,0
Dave Meggett,23.4,21,492,0,0,0,58,0,0
Al Edwards,23.3,11,256,0,6,1,54,0,0
Alexander Wright,23,12,276,1,0,0,90,0,0
Mel Gray,22.9,41,939,0,0,0,65,0,0
Eric Ball,22.9,16,366,0,0,0,38,0,0
Charles Wilson,22.8,35,798,0,0,0,36,0,0
Allen Pinkett,22.8,4,91,0,0,0,28,0,0
Jo-Jo Townsell,22.6,7,158,0,0,0,38,0,0
Nate Lewis,22.5,17,383,0,0,0,39,0,0
Gaston Green,22.4,25,560,1,0,0,99,0,0
Rod Harris,22,2,44,0,0,0,44,0,0
Ricky Sanders,22,1,22,0,0,0,22,0,0
Herschel Walker,22,44,966,0,0,0,64,0,0
Rod Woodson,21.8,35,764,0,0,0,49,1,0
Deion Sanders,21.8,39,851,0,0,0,50,0,0
Dennis Gentry,21.6,18,388,0,0,0,59,0,0
Donald Frank,21.5,8,172,0,0,0,31,0,0
Jason Phillips,21.5,2,43,0,0,0,23,0,0
Mark Higgs,21,10,210,0,8,0,30,0,1
Vance Johnson,21,6,126,0,0,0,39,0,0
Kenny Jackson,20.8,6,125,0,0,0,30,0,0
Chris Warren,20.8,23,478,0,0,0,71,0,0
Michael Timpson,20.7,3,62,0,0,0,26,0,0
Sammy Martin,20.6,25,515,0,0,0,38,0,0
Naz Worthen,20.6,11,226,0,0,0,32,0,0
Gary Anderson,20.5,6,123,0,0,0,37,0,0
Danny Peebles,20.5,18,369,0,0,0,55,0,0
Jamie Holland,20.5,32,655,0,0,0,87,0,0
James Dixon,20.4,36,736,0,0,0,47,0,0
Gill Fenerty,20.4,28,572,0,0,0,58,0,0
Alton Montgomery,20.4,14,286,0,0,0,59,0,0
Gerald McNeil,20.4,27,551,0,0,0,64,0,0
Brian Mitchell,20.3,18,365,0,0,0,37,0,0
Reggie Cobb,20.3,11,223,0,0,0,45,0,0
Eric Metcalf,20.2,52,1052,2,0,0,101,0,0
Vai Sikahema,20.2,27,544,0,0,0,32,0,0
Stanford Jennings,20.1,29,584,0,0,0,33,0,0
Don Smith,20.1,32,643,0,18,0,38,0,0
Derek Loville,19.9,18,359,0,0,0,29,0,0
Thomas Sanders,19.9,15,299,0,0,0,37,0,0
Don Beebe,19.8,6,119,0,2,0,27,0,0
Jeff Campbell,19.8,12,238,0,0,0,38,0,0
Brent Fullwood,19.8,6,119,0,0,0,27,0,0
Walter Stanley,19.7,9,177,0,0,0,37,0,0
Rueben Mayes,19.5,2,39,0,0,0,21,0,0
Robert Delpino,19.4,20,389,0,0,0,38,1,0
Fred Jones,19.4,9,175,0,0,0,46,0,0
Clarence Verdin,19.4,18,350,0,0,0,44,0,0
Joe Johnson,19.4,22,427,0,0,0,35,0,0
Albert Bentley,19.2,11,211,0,0,0,36,0,0
Junior Robinson,19.2,11,211,0,0,0,27,0,0
Ron Brown,19.2,30,575,0,0,0,34,0,0
Dexter Carter,19.1,41,783,0,0,0,35,0,0
Mitchell Price,19.1,10,191,0,0,0,33,1,0
Don Overton,18.8,10,188,0,0,0,23,0,0
Derrick Shepard,18.8,4,75,0,0,0,22,0,0
Alan Grant,18.7,15,280,0,0,0,29,0,0
Troy Stradford,18.7,3,56,0,2,0,21,0,0
Latin Berry,18.5,17,315,0,0,0,29,0,0
Spencer Tillman,18.5,6,111,0,0,0,30,0,0
Jamie Morris,18.4,11,202,0,0,0,22,0,0
Marc Logan,18.4,20,367,0,8,0,35,0,1
Stacey Simmons,18.3,19,348,0,0,0,34,0,0
Terance Mathis,18.3,43,787,0,0,0,35,0,0
Dwight Stone,18.2,5,91,0,0,0,24,0,0
Mark Jackson,18,1,18,0,0,0,18,0,0
Gene Lang,18,1,18,0,0,0,18,0,0
Chris Oldham,18,13,234,0,0,0,42,0,0
Tony Paige,18,1,18,0,0,0,18,0,0
Marvin Hargrove,18,19,341,0,0,0,30,0,0
Don Odegard,17.8,5,89,0,0,0,25,0,0
Kendal Smith,17.5,2,35,0,0,0,20,0,0
