Player,FF,FR,FR TD
Bruce Smith,4,0,0
Cornelius Bennett,3,2,0
Jeff Cross,3,2,0
E.J. Junior,3,0,0
Shawn Lee,3,0,0
David Griggs,2,1,0
Leonard Smith,2,1,0
Steve Tasker,2,2,0
Carlton Bailey,1,1,0
Nate Odomes,1,3,1
John Offerdahl,1,0,0
Alfred Oglesby,1,1,0
Brian Sochia,1,1,1
Thurman Thomas,1,0,0
Ray Agnew,0,1,0
Jeff Alm,0,0,0
Trace Armstrong,0,1,0
Gene Atkins,0,3,0
Steve Atwater,0,0,0
Al Baker,0,0,0
Gary Baldinger,0,0,0
Jerry Ball,0,0,0
Howard Ballard,0,0,0
Carl Banks,0,1,0
Chip Banks,0,1,0
Greg Baty,0,1,0
Martin Bayless,0,1,0
Anthony Bell,0,0,0
Mike Bell,0,1,0
Tony Bennett,0,1,0
Ray Bentley,0,1,0
George Bethune,0,0,0
Duane Bickett,0,2,0
Bennie Blades,0,1,0
Anthony Blaylock,0,1,1
Todd Bowles,0,1,0
Stephen Braggs,0,1,0
Matt Brock,0,0,0
Kevin Brooks,0,0,0
Michael Brooks,0,0,0
Dennis Brown,0,0,0
J.B. Brown,0,0,0
Jerome Brown,0,5,0
Robert Brown,0,1,0
Vincent Brown,0,0,0
Joey Browner,0,0,0
Aundray Bruce,0,0,0
Rick Bryan,0,1,0
Jeff Bryant,0,0,0
Jason Buck,0,0,0
Bob Buczkowski,0,0,0
Rob Burnett,0,0,0
Jim Burt,0,0,0
Barney Bussey,0,1,1
Dennis Byrd,0,0,0
Ravin Caldwell,0,1,0
John Cannon,0,2,0
Richard Carey,0,0,0
Michael Carter,0,0,0
Scott Case,0,2,0
Tony Casillas,0,0,0
Dick Chapura,0,0,0
Ray Childress,0,1,0
Sam Clancy,0,0,0
Ken Clarke,0,1,0
Mark Clayton,0,0,0
Kyle Clifton,0,1,0
Jackie Cline,0,1,0
Mike Cofer,0,2,0
Monte Coleman,0,0,0
Andre Collins,0,0,0
Darren Comeaux,0,0,0
Shane Conlan,0,0,0
Darion Conner,0,0,0
Toi Cook,0,0,0
Johnie Cooks,0,0,0
Louis Cooper,0,0,0
Ron Cox,0,0,0
Ray Crockett,0,2,1
Kenny Davidson,0,0,0
Darrell Davis,0,1,1
Kenneth Davis,0,0,0
Reuben Davis,0,1,0
Scott Davis,0,0,0
Jack Del Rio,0,0,0
Rick Dennison,0,0,0
Burnell Dent,0,0,0
Richard Dent,0,3,1
Chris Doleman,0,0,0
Dwight Drane,0,0,0
Mark Duckens,0,1,0
Mark Dusbabek,0,1,0
Ferrell Edmunds,0,0,0
Al Edwards,0,0,0
Donnie Elder,0,0,0
Tory Epps,0,0,0
Byron Evans,0,0,0
Donald Evans,0,3,0
Kevin Fagan,0,0,0
Brett Faryniarz,0,0,0
Jeff Faulkner,0,0,0
Keith Ferguson,0,0,0
Simon Fletcher,0,1,0
Roy Foster,0,0,0
Mike Fox,0,0,0
James Francis,0,0,0
Lorenzo Freeman,0,1,0
William Frizzell,0,0,0
David Fulcher,0,0,0
William Fuller,0,1,0
Darrell Fullington,0,1,0
Harry Galbreath,0,0,0
David Galloway,0,0,0
Mike Gann,0,3,0
Chris Gannon,0,0,0
Carwell Gardner,0,0,0
Hal Garner,0,0,0
Shaun Gayle,0,1,0
Jumpy Geathers,0,0,0
Tom Gibson,0,0,0
Nesby Glasgow,0,1,0
Kerry Glenn,0,0,0
Tim Goad,0,1,0
Mike Golic,0,0,0
Bob Golic,0,2,0
Kurt Gouveia,0,1,1
Rick Graf,0,0,0
African Grant,0,0,0
Darryl Grant,0,2,0
David Grant,0,1,0
David Grayson,0,1,0
Hugh Green,0,0,0
Jacob Green,0,1,0
Tim Green,0,1,0
Kevin Greene,0,4,0
Leonard Griffin,0,0,0
Burt Grossman,0,0,0
Dino Hackett,0,2,0
John Hagy,0,0,0
Carl Hairston,0,0,0
Chris Hale,0,3,0
Charles Haley,0,1,0
Dean Hamel,0,1,0
Mike Hammerstein,0,0,0
Jon Hand,0,1,0
Tim Harris,0,2,0
Ken Harvey,0,1,0
Bill Hawkins,0,0,0
Tracy Hayworth,0,1,0
Jeff Herrod,0,0,0
Cliff Hicks,0,0,0
Mark Higgs,0,0,0
Eric Hill,0,0,0
Bryan Hinkle,0,2,0
George Hinkle,0,0,0
Terry Hoage,0,0,0
Marion Hobby,0,0,0
Liffort Hobley,0,0,0
Jerry Holmes,0,3,0
Ron Holmes,0,1,0
Pierce Holt,0,2,0
Wes Hopkins,0,1,0
Erik Howard,0,0,0
Kent Hull,0,0,0
Jeff Hunter,0,0,0
Greg Jackson,0,0,0
