Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Nick Lowery,86,0,0,4,4.6,0,0,0,0,1,0
Roger Ruzek,86,0,0,5,5.8,0,0,0,0,4,0
Chip Lohmiller,84,0,0,21,25,0,0,0,0,4,0
Kevin Butler,79,0,0,5,6.3,0,0,0,0,1,0
Mike Cofer,77,0,0,9,11.7,0,0,0,0,1,0
Greg Davis,77,0,0,24,31.2,0,0,0,0,1,0
Lee Johnson,77,0,0,33,42.9,0,0,0,0,2,0
David Treadwell,76,0,0,6,7.9,0,0,0,0,0,0
Pete Stoyanovich,75,4656,1092,20,26.7,53,20.6,0,0,1,0
Jeff Jaeger,70,0,0,14,20,0,0,0,0,7,0
Pat Leahy,70,0,0,7,10,0,0,0,0,1,0
Gary Anderson,69,0,0,13,18.8,0,0,0,0,2,0
Chris Jacke,69,0,0,12,17.4,0,0,0,0,0,0
Norm Johnson,69,0,0,18,26.1,0,0,0,0,0,0
Scott Norwood,68,3639,839,10,14.7,56,15,0,0,1,0
Morten Andersen,66,0,0,30,45.4,0,0,0,0,1,0
Steve Christie,66,0,0,20,30.3,0,0,0,0,0,0
Dean Biasucci,65,0,0,14,21.5,0,0,0,0,2,0
Mike Lansford,65,0,0,3,4.6,0,0,0,0,1,0
Al Del Greco,64,0,0,2,3.1,0,0,0,0,3,0
John Carney,62,0,0,10,16.1,0,0,0,0,0,0
Ken Willis,60,0,0,0,0,0,0,0,0,4,0
Matt Bahr,58,0,0,6,10.3,0,0,0,0,1,0
Fuad Reveiz,58,0,0,7,12.1,0,0,0,0,1,0
Eddie Murray,57,0,0,3,5.3,0,0,0,0,4,0
Teddy Garcia,52,0,0,5,9.6,0,0,0,0,5,0
Jason Staurovsky,51,0,0,11,21.6,0,0,0,0,2,0
Bryan Wagner,49,0,0,7,14.3,0,0,0,0,1,0
Tony Zendejas,34,0,0,3,8.8,0,0,0,0,1,0
Donald Igwebuike,27,0,0,2,7.4,0,0,0,0,2,0
Rich Karlis,23,0,0,1,4.4,0,0,0,0,1,0
John Nies,19,1084,295,2,10.5,17,17.4,0,0,0,0
Raul Allegre,16,0,0,2,12.5,0,0,0,0,0,0
Jim Gallery,7,0,0,1,14.3,0,0,0,0,0,0
Jerry Kauric,6,0,0,0,0,0,0,0,0,0,0
Keith English,3,0,0,0,0,0,0,0,0,0,0
Rohn Stark,3,0,0,0,0,0,0,0,0,1,0
Joe Prokop,2,0,0,0,0,0,0,0,0,0,0
Dan Stryzinski,2,0,0,0,0,0,0,0,0,0,0
Jim Arnold,1,0,0,0,0,0,0,0,0,0,0
Tommy Barnhardt,1,0,0,0,0,0,0,0,0,0,0
Jim Breech,1,0,0,0,0,0,0,0,0,0,0
Rick Donnelly,1,0,0,0,0,0,0,0,0,0,0
Scott Fulhage,1,0,0,0,0,0,0,0,0,0,0
Brian Hansen,1,0,0,0,0,0,0,0,0,0,0
John Kidd,1,0,0,0,0,0,0,0,0,0,0
Sean Landeta,1,0,0,0,0,0,0,0,0,0,0
Ralf Mojsiejenko,1,0,0,0,0,0,0,0,0,0,0
Mike Saxon,1,0,0,0,0,0,0,0,0,0,0
