Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Warren Moon,4689,8,584,362,62,33,13,96.8,0,0,69,8,87,36,252
Jim Everett,3989,7.2,554,307,55.4,23,17,79.3,0,0,50,11,55,30,198
Joe Montana,3944,7.6,520,321,61.7,26,16,89,0,0,44,9,78,29,153
Dan Marino,3563,6.7,531,306,57.6,21,11,82.6,189,35.6,36,5,69,15,90
John Elway,3526,7,502,294,58.6,15,14,78.5,0,0,46,8,66,43,311
Randall Cunningham,3466,7.4,465,271,58.3,30,13,91.6,0,0,40,8,95,49,431
Steve DeBerg,3444,7.8,444,258,58.1,23,4,96.3,0,0,40,14,90,22,191
Dave Krieg,3194,7.1,448,265,59.2,15,20,73.6,0,0,41,8,63,40,360
Timm Rosenbach,3098,7.1,437,237,54.2,16,17,72.8,0,0,48,8,68,43,285
Boomer Esiason,3031,7.5,402,224,55.7,24,22,77,0,0,55,7,53,31,198
Ken O'Brien,2855,7,411,226,55,13,10,77.3,0,0,35,8,69,34,262
Jay Schroeder,2849,8.5,334,182,54.5,19,9,90.8,0,0,44,11,68,29,197
Jim Kelly,2829,8.2,346,219,63.3,24,9,101.2,134,38.7,36,11,71,20,158
Vinny Testaverde,2818,7.7,365,203,55.6,17,18,75.6,0,0,36,7,89,38,330
Chris Miller,2735,7,388,222,57.2,17,14,78.7,0,0,30,9,75,26,167
Bubby Brister,2725,7,387,223,57.6,20,14,81.6,0,0,32,6,90,28,213
Troy Aikman,2579,6.5,399,226,56.6,11,18,66.6,0,0,29,7,61,39,288
Billy Joe Tolliver,2574,6.3,410,216,52.7,16,16,68.9,0,0,40,2,45,19,150
Bernie Kosar,2562,6.1,423,230,54.4,10,15,65.7,0,0,30,3,50,37,220
Phil Simms,2284,7.3,311,184,59.2,15,4,92.7,0,0,24,6,80,20,104
Rich Gannon,2278,6.5,349,182,52.2,16,16,68.9,0,0,24,6,78,34,188
Jim Harbaugh,2178,7,312,180,57.7,10,6,81.9,0,0,25,6,80,31,206
Jeff George,2152,6.4,334,181,54.2,16,13,73.8,0,0,30,10,75,37,320
Mark Rypien,2070,6.8,304,166,54.6,16,11,78.4,0,0,22,5,53,6,33
Steve Walsh,2010,6,336,179,53.3,12,13,67.2,0,0,23,2,58,10,76
Rodney Peete,1974,7.3,271,142,52.4,13,8,79.8,0,0,29,9,68,27,173
Don Majkowski,1925,7.3,264,150,56.8,10,12,73.5,0,0,29,3,76,32,178
Marc Wilson,1625,6.1,265,139,52.4,6,11,61.6,0,0,18,0,36,29,228
Anthony Dilweg,1267,6.6,192,101,52.6,8,7,72.1,0,0,14,6,59,22,150
Bob Gagliano,1190,7.5,159,87,54.7,10,10,73.6,0,0,17,3,47,13,83
Wade Wilson,1155,7.9,146,82,56.2,9,8,79.6,0,0,13,2,75,15,90
Jack Trudeau,1078,7.5,144,84,58.3,6,6,78.4,0,0,15,3,73,14,104
Stan Humphries,1015,6.5,156,91,58.3,3,10,57.5,0,0,8,3,44,9,62
Tom Hodson,968,6.2,156,85,54.5,4,5,68.5,0,0,7,4,56,20,147
Mike Pagel,819,5.5,148,69,46.6,3,8,48.2,0,0,13,0,32,5,40
John Fourcade,785,6.8,116,50,43.1,3,8,46.1,0,0,9,6,68,8,44
Steve Grogan,615,6.7,92,50,54.4,4,3,76.1,0,0,9,1,48,9,68
Jeff Hostetler,614,7.1,87,47,54,3,1,83.2,0,0,8,1,44,9,38
Scott Campbell,527,6.9,76,36,47.4,3,4,61.7,0,0,9,1,70,9,55
Mike Tomczak,521,5,104,39,37.5,3,5,43.8,0,0,7,1,48,11,70
Blair Kiel,504,5.9,85,51,60,2,2,74.8,0,0,3,0,22,8,62
Frank Reich,469,7.4,63,36,57.1,2,0,91.3,21,33.3,5,2,43,6,41
Chris Chandler,464,5.6,83,42,50.6,1,6,41.4,0,0,4,1,68,15,103
Jeff Rutledge,455,6.7,68,40,58.8,2,1,82.7,0,0,6,1,40,6,34
Hugh Millen,427,6.8,63,34,54,1,0,80.6,0,0,5,2,53,11,43
Steve Young,427,6.9,62,38,61.3,2,0,92.6,0,0,3,0,34,8,41
Cody Carlson,383,7,55,37,67.3,4,2,96.2,0,0,1,1,53,3,15
Babe Laufenberg,279,4.2,67,24,35.8,1,6,17,0,0,4,0,27,4,29
Mark Vlasic,168,4.2,40,19,47.5,1,2,46.7,0,0,3,0,27,0,0
Andre Ware,164,5.5,30,13,43.3,1,2,44.3,0,0,2,0,33,4,22
Rick Strom,162,7.7,21,14,66.7,0,1,69.9,0,0,2,0,22,5,29
Tony Eason,155,5.5,28,13,46.4,0,1,49,0,0,4,0,31,4,35
Gary Kubiak,145,6.6,22,11,50,0,4,31.6,0,0,2,0,36,3,19
