Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Erik Wilhelm,117,6.2,19,12,63.2,0,0,80.4,0,0,0,0,19,1,2
Gale Gilbert,106,7.1,15,8,53.3,2,2,76,6,40,2,0,23,1,9
Peter Tom Willis,106,8.2,13,9,69.2,1,1,87.3,0,0,0,0,18,1,7
John Friesz,98,4.4,22,11,50,1,1,58.5,0,0,0,0,17,1,7
Jim McMahon,63,7,9,6,66.7,0,0,86.8,0,0,1,0,21,1,7
Keith Byars,53,13.2,4,4,100,4,0,158.3,0,0,0,0,18,0,0
Troy Taylor,49,4.9,10,7,70,1,0,114.2,0,0,0,0,15,2,3
Brian Mitchell,40,6.7,6,3,50,0,0,71.5,0,0,0,0,18,1,3
Rohn Stark,40,40,1,1,100,0,0,118.8,0,0,1,1,40,0,0
Keith Jones,37,37,1,1,100,0,0,118.8,0,0,1,0,37,0,0
Vince Evans,36,36,1,1,100,0,0,118.8,0,0,1,0,36,0,0
Earnest Byner,31,15.5,2,1,50,1,0,135.4,0,0,1,0,31,0,0
Jim Jensen,31,31,1,1,100,0,0,118.8,1,100,1,0,31,0,0
Jeff Francis,26,13,2,2,100,0,0,118.8,0,0,0,0,17,0,0
Buford McGee,23,11.5,2,2,100,1,0,154.2,0,0,1,0,22,0,0
Johnny Bailey,22,22,1,1,100,0,0,118.8,0,0,1,0,22,0,0
Joe Ferguson,21,2.6,8,2,25,0,2,0,0,0,0,0,13,0,0
Roy Green,20,20,1,1,100,0,0,118.8,0,0,1,0,20,0,0
Scott Secules,17,2.4,7,3,42.9,0,1,10.7,0,0,0,0,8,1,9
Steve Pelluer,14,2.8,5,2,40,0,1,8.3,0,0,0,0,11,0,0
Herschel Walker,12,6,2,1,50,0,0,68.8,0,0,0,0,12,0,0
Mark Herrmann,6,6,1,1,100,0,0,91.7,0,0,0,0,6,0,0
Lee Johnson,4,4,1,1,100,1,0,122.9,0,0,0,0,4,0,0
Chuck Long,4,0.8,5,1,20,0,0,39.6,0,0,0,0,4,0,0
Tommy Kramer,2,0.7,3,1,33.3,0,1,2.8,0,0,0,0,2,2,11
Marcus Allen,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeff Feagles,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Barry Helton,0,0,1,1,100,0,0,79.2,0,0,0,0,0,0,0
Craig Heyward,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bobby Humphrey,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Lynn James,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Johnny Johnson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Todd Philcox,0,0,2,0,0,0,1,0,0,0,0,0,0,2,9
Steve Sewell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Don Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Stephens,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Al Toon,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
