Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Nick Lowery,34,37,91.9,2/2,5/5,21/22,6/7,0/0,0/0,48,0
Chip Lohmiller,30,40,75,2/2,10/10,12/14,3/6,0/0,0/0,56,1
Kevin Butler,26,37,70.3,1/1,8/8,5/8,8/13,0/0,0/0,52,1
David Treadwell,25,34,73.5,0/0,13/14,4/6,8/13,0/0,0/0,49,2
Mike Cofer,24,36,66.7,0/0,10/10,7/9,5/11,0/0,0/0,56,2
Steve Christie,23,27,85.2,0/0,7/7,10/13,4/5,0/0,0/0,54,1
Chris Jacke,23,30,76.7,0/0,9/9,10/13,2/4,0/0,0/0,53,0
Norm Johnson,23,32,71.9,2/2,7/7,8/14,5/6,0/0,0/0,51,0
Pat Leahy,23,26,88.5,2/2,12/12,6/7,3/5,0/0,0/0,47,0
Greg Davis,22,33,66.7,0/0,6/6,8/9,6/13,0/0,0/0,53,0
Morten Andersen,21,27,77.8,0/0,5/5,5/6,8/12,0/0,0/0,52,1
Roger Ruzek,21,29,72.4,2/2,5/7,9/12,4/7,0/0,0/0,53,0
Pete Stoyanovich,21,25,84,2/2,7/8,6/7,4/5,0/0,0/0,53,0
Gary Anderson,20,25,80,1/1,3/3,8/8,8/11,0/0,0/0,48,0
Scott Norwood,20,29,69,0/0,9/11,5/8,6/10,0/0,0/0,48,1
John Carney,19,21,90.5,2/2,8/8,6/7,3/3,0/0,0/0,43,0
Ken Willis,18,25,72,0/0,4/4,7/9,7/8,0/0,0/0,49,0
Matt Bahr,17,23,73.9,2/2,7/7,3/3,5/9,0/0,0/0,49,0
Dean Biasucci,17,24,70.8,1/1,5/6,7/8,2/4,0/0,0/0,55,0
Jim Breech,17,21,81,0/0,6/6,5/6,6/9,0/0,0/0,46,0
Al Del Greco,17,27,63,1/1,4/4,7/10,3/6,0/0,0/0,50,2
Jason Staurovsky,16,22,72.7,1/1,3/3,3/3,8/11,0/0,0/0,53,0
Jeff Jaeger,15,20,75,1/1,5/5,2/3,6/9,0/0,0/0,50,1
Mike Lansford,15,24,62.5,3/4,4/4,5/7,3/9,0/0,0/0,46,2
Teddy Garcia,14,20,70,0/0,5/5,4/5,5/7,0/0,0/0,49,0
Donald Igwebuike,14,16,87.5,0/0,5/5,6/6,3/5,0/0,0/0,48,0
Jerry Kauric,14,20,70,0/0,5/5,5/8,4/7,0/0,0/0,47,1
Eddie Murray,13,19,68.4,0/0,6/6,4/6,3/5,0/0,0/0,47,0
Fuad Reveiz,13,19,68.4,1/1,5/6,3/4,4/8,0/0,0/0,45,0
Tony Zendejas,7,12,58.3,0/0,2/3,3/5,2/4,0/0,0/0,45,0
Raul Allegre,4,5,80,0/0,1/1,1/1,2/3,0/0,0/0,46,0
Rich Karlis,4,7,57.1,0/0,3/3,1/3,0/0,0/0,0/0,39,0
Lee Johnson,0,1,0,0/0,0/0,0/0,0/0,0/0,0/0,0,0
