Player,INT,INT TD,INT Yds,Lng
Mark Carrier,10,0,39,14
Richard Johnson,8,1,100,35
Joey Browner,7,1,103,31
Gill Byrd,7,0,63,24
Wayne Haddix,7,3,231,65
Martin Mayhew,7,0,20,15
Dave Waymer,7,0,64,24
Lemuel Stinson,6,0,66,30
Everson Walls,6,1,80,40
Harry Hamilton,5,0,39,27
Wes Hopkins,5,0,45,21
Greg Jackson,5,0,8,5
Erik McMillan,5,0,92,25
Louis Oliver,5,0,87,35
Kevin Ross,5,0,97,40
William White,5,1,120,48
Jarvis Williams,5,1,82,42
Rod Woodson,5,0,67,34
Barney Bussey,4,0,37,18
Cris Dishman,4,0,50,42
David Fulcher,4,0,20,18
Darrell Green,4,1,20,18
Larry Griffin,4,0,75,36
Bobby Humphery,4,1,52,44
Maurice Hurst,4,0,61,36
Terry Kinard,4,0,75,47
Ronnie Lippett,4,0,94,73
Fred Marion,4,0,17,16
Tim McDonald,4,0,63,38
Tim McKyer,4,0,40,21
Vince Newsome,4,0,47,22
Mark Robinson,4,0,81,27
Eric Allen,3,1,37,35
Eddie Anderson,3,0,49,31
Lewis Billups,3,0,39,29
Todd Bowles,3,0,74,43
LeRoy Butler,3,0,42,28
Bobby Butler,3,0,0,0
Scott Case,3,1,38,36
Deron Cherry,3,0,40,21
Kyle Clifton,3,0,49,39
Ray Crockett,3,0,17,9
Richard Dent,3,0,21,15
Charles Dimry,3,0,16,13
Jeff Donaldson,3,0,28,14
Eric Everett,3,0,28,23
Thomas Everett,3,0,2,2
William Frizzell,3,1,91,37
Don Griffin,3,0,32,23
Mike Harden,3,0,19,15
Dwayne Harper,3,0,69,47
Jerry Holmes,3,0,39,24
Issiac Holt,3,1,72,64
Kirby Jackson,3,0,16,14
Brian Jordan,3,0,14,14
Ronnie Lott,3,0,26,15
Terry McDaniel,3,0,20,15
Audray McMillian,3,0,20,20
Mike Merriweather,3,0,108,73
Mark Murphy,3,0,6,4
Stan Petry,3,1,33,33
Mike Prior,3,0,66,36
Gary Reasons,3,0,13,10
Ricky Reynolds,3,0,70,46
Eugene Robinson,3,0,89,39
Deion Sanders,3,2,153,82
Ben Smith,3,0,1,1
Jay Taylor,3,0,50,34
Brian Washington,3,0,22,13
James Washington,3,0,24,13
Perry Williams,3,0,4,4
Dwayne Woodruff,3,0,110,59
Donnell Woolford,3,0,18,9
Felix Wright,3,0,56,36
Gene Atkins,2,0,15,15
Steve Atwater,2,0,32,27
Bennie Blades,2,0,25,21
Anthony Blaylock,2,0,45,45
Stephen Braggs,2,0,13,11
Michael Brim,2,0,11,11
Mark Collins,2,0,0,0
Toi Cook,2,0,55,50
Travis Curtis,2,0,45,23
Brad Edwards,2,0,33,33
Donald Frank,2,0,8,4
Shaun Gayle,2,0,5,5
Kerry Glenn,2,1,31,31
John Hagy,2,0,23,23
James Hasty,2,0,0,0
Wymon Henderson,2,1,71,49
Garth Jax,2,0,5,4
D.J. Johnson,2,1,60,34
Mark Kelso,2,0,0,0
Carl Lee,2,0,29,25
Albert Lewis,2,0,15,15
Cedric Mack,2,0,53,39
Brett Maxie,2,1,88,50
Bubba McDowell,2,0,11,11
Frank Minnifield,2,0,0,0
Roland Mitchell,2,0,16,16
Alton Montgomery,2,0,43,24
Jim Morrissey,2,0,12,12
Najee Mustafaa,2,0,21,16
Anthony Newman,2,0,0,0
Markus Paul,2,0,49,26
Johnny Rembert,2,0,22,11
Rodney Rice,2,0,7,4
Ron Rivera,2,0,13,13
Sam Seale,2,0,14,14
Billy Ray Smith Jr.,2,0,12,12
Leonard Smith,2,1,39,39
Tony Stargell,2,0,-3,-3
Scott Stephen,2,0,26,26
Darryl Talley,2,1,60,60
Keith Taylor,2,0,51,40
Bennie Thompson,2,0,0,0
Alvin Walton,2,1,118,61
James Williams,2,0,0,0
David Wyman,2,0,24,22
Lonnie Young,2,0,8,5
Patrick Allen,1,0,27,27
Bill Bates,1,0,4,4
Martin Bayless,1,0,0,0
Anthony Bell,1,0,0,0
Ray Bentley,1,0,13,13
Duane Bickett,1,0,9,9
Ned Bolcar,1,0,0,0
Tyrone Braxton,1,0,10,10
Lloyd Burruss,1,0,14,14
Chuck Cecil,1,0,0,0
Mike Cofer,1,0,0,0
Monte Coleman,1,0,0,0
Eric Davis,1,0,13,13
Chris Doleman,1,0,30,30
Dave Duerson,1,0,0,0
Donnie Elder,1,0,0,0
Riki Ellison,1,0,7,7
Byron Evans,1,1,43,22
James Francis,1,1,17,17
Joe Fuller,1,0,5,5
Darrell Fullington,1,0,10,10
Kenneth Gant,1,0,26,26
Thane Gash,1,0,16,16
Vencie Glenn,1,0,0,0
Mike Golic,1,0,12,12
Chris Goode,1,0,10,10
Alan Grant,1,1,25,25
David Grayson,1,0,3,3
Myron Guyton,1,0,0,0
Delton Hall,1,0,0,0
Manny Hendrix,1,0,0,0
Darryl Henley,1,0,0,0
Jeff Herrod,1,0,12,12
Cliff Hicks,1,0,0,0
Bryan Hinkle,1,0,19,19
Terry Hoage,1,0,0,0
Liffort Hobley,1,0,15,15
Johnny Holland,1,0,32,32
Ray Horton,1,0,0,0
Patrick Hunter,1,0,0,0
LeRoy Irvin,1,0,22,22
Vestee Jackson,1,1,45,45
James Jefferson,1,0,0,0
Melvin Jenkins,1,0,0,0
A.J. Johnson,1,0,0,0
Mike Johnson,1,1,64,64
Pepper Johnson,1,0,0,0
Aaron Jones,1,0,3,3
Victor Jones,1,0,0,0
Seth Joyner,1,0,9,9
Leander Knight,1,0,0,0
Eric Kumerow,1,0,5,5
Carnell Lake,1,0,0,0
Le-Lo Lang,1,0,5,5
Mark Lee,1,0,0,0
Kevin Lewis,1,0,28,28
David Little,1,0,35,35
Greg Lloyd,1,0,9,9
Lester Lyles,1,0,19,19
Wilber Marshall,1,0,6,6
Michael Mayes,1,0,0,0
Bruce McNorton,1,0,33,33
Johnny Meads,1,0,32,32
Matt Millen,1,0,8,8
Winston Moss,1,0,31,31
Al Noga,1,1,26,26
Nate Odomes,1,0,0,0
John Offerdahl,1,0,28,28
Chris Oldham,1,0,28,28
Shawn Patterson,1,1,9,9
J.C. Pearson,1,0,10,10
Ron Pitts,1,0,0,0
Bruce Plummer,1,0,16,16
Darryl Pollard,1,0,0,0
David Pool,1,0,0,0
Kevin Porter,1,0,13,13
Mitchell Price,1,0,0,0
Jerry Robinson,1,1,5,5
Henry Rolling,1,0,67,67
Leon Seals,1,0,0,0
Dennis Smith,1,0,13,13
Percy Snow,1,0,0,0
Chris Spielman,1,0,12,12
Lawrence Taylor,1,1,11,11
Pat Terrell,1,0,6,6
Greg Townsend,1,0,0,0
Marcus Turner,1,2,70,47
Van Waiters,1,0,15,15
Lionel Washington,1,0,2,2
Herb Welch,1,0,16,16
Reggie White,1,0,33,33
Leon White,1,0,21,21
Robert Williams,1,0,0,0
Keith Willis,1,0,5,5
Carl Zander,1,0,12,12
Mike Zordich,1,0,25,25
