Team,FF,FR,FR TD
Jets,29,0,0
Titans,23,0,0
Lions,22,0,0
Colts,22,0,0
Vikings,22,0,0
Seahawks,22,0,0
Eagles,21,0,0
Chiefs,20,0,0
Cardinals,20,0,0
Rams,18,0,0
Panthers,17,0,0
Cowboys,17,0,0
Dolphins,17,0,0
Bills,15,0,0
Texans,15,0,0
Raiders,15,0,0
Giants,15,0,0
Packers,14,0,0
Ravens,13,0,0
Bengals,13,0,0
Patriots,13,0,0
Chargers,13,0,0
Steelers,12,0,0
Niners,12,0,0
Buccaneers,12,0,0
Browns,11,0,0
Jaguars,11,0,0
Redskins,11,0,0
Falcons,10,0,0
Saints,10,0,0
Broncos,9,0,0
Bears,8,0,0
