Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,110,22.7,968
Bills,0,0,0,0,100,21.5,1070
Bears,0,0,0,0,67,15.7,1004
Bengals,0,0,0,0,135,26.3,1050
Browns,0,0,0,0,113,22.9,1047
Cowboys,0,0,0,0,118,23.6,1017
Broncos,0,0,0,0,93,21.5,1024
Lions,0,0,0,0,136,26.2,1028
Packers,0,0,0,0,135,23.9,1040
Oilers,0,0,0,0,105,19.7,1054
Colts,0,0,0,0,123,23.8,1052
Chiefs,0,0,0,0,112,23.1,1099
Rams,0,0,0,0,93,20.2,1039
Raiders,0,0,0,0,85,19.4,1005
Dolphins,0,0,0,0,147,27.2,1059
Vikings,0,0,0,0,106,22,1014
Patriots,0,0,0,0,119,23.3,1031
Saints,0,0,0,0,105,21.6,1109
Giants,0,0,0,0,78,22.3,998
Jets,0,0,0,0,92,20.4,1082
Eagles,0,0,0,0,99,21.6,1043
Cardinals,0,0,0,0,125,22.3,1038
Steelers,0,0,0,0,97,20.6,1051
Chargers,0,0,0,0,105,22.1,1047
49ers,0,0,0,0,97,23.9,1060
Seahawks,0,0,0,0,92,19.5,1052
Buccaneers,0,0,0,0,163,29.2,1060
Redskins,0,0,0,0,103,22.4,1046
