Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Earl Campbell,1697,368,19,0,0,61,0,0,0
Walter Payton,1610,369,14,0,0,43,0,0,0
Ottis Anderson,1605,331,8,0,0,76,0,0,0
Wilbert Montgomery,1512,338,9,0,0,62,0,0,0
Mike Pruitt,1294,264,9,0,0,77,0,0,0
Ricky Bell,1263,283,7,0,0,49,0,0,0
Chuck Muncie,1198,238,11,0,0,69,0,0,0
Franco Harris,1186,267,11,0,0,71,0,0,0
John Riggins,1153,260,9,0,0,66,0,0,0
Wendell Tyler,1109,218,9,0,0,63,0,0,0
Tony Dorsett,1107,250,6,0,0,41,0,0,0
William Andrews,1023,239,3,0,0,23,0,0,0
Clark Gaines,905,186,0,0,0,52,0,0,0
Joe Washington,884,242,4,0,0,26,0,0,0
Pete Johnson,865,243,14,0,0,35,0,0,0
Larry Csonka,837,220,12,0,0,22,0,0,0
Mark van Eeghen,818,223,7,0,0,19,0,0,0
Sherman Smith,775,194,11,0,0,31,0,0,0
Scott Dierking,767,186,3,0,0,40,0,0,0
Ted McKnight,755,153,8,0,0,84,0,0,0
Clarence Williams,752,200,12,0,0,55,0,0,0
Tony Galbreath,708,189,9,0,0,27,0,0,0
Rickey Young,708,188,3,0,0,26,0,0,0
Delvin Williams,703,184,3,0,0,39,0,0,0
Billy Taylor,700,198,7,0,0,31,0,0,0
Jerry Eckwood,690,194,2,0,0,61,0,0,0
Archie Griffin,688,140,0,0,0,63,0,0,0
Dexter Bussey,625,144,1,0,0,38,0,0,0
Cullen Bryant,619,177,5,0,0,15,0,0,0
Doug Kotar,616,160,3,0,0,32,0,0,0
Paul Hofer,615,123,7,0,0,47,0,0,0
Sidney Thornton,585,118,6,0,0,75,0,0,0
Curtis Brown,574,172,1,0,0,25,0,0,0
Sam Cunningham,563,159,5,0,0,27,0,0,0
Ted Brown,551,130,1,0,0,34,0,0,0
Horace Ivory,522,143,1,0,0,52,0,0,0
Leroy Harris,504,107,2,0,0,80,0,0,0
Dan Doornink,500,152,8,0,0,26,0,0,0
Terdell Middleton,495,131,2,0,0,28,0,0,0
Terry Miller,484,139,1,0,0,75,0,0,0
Benny Malone,472,176,3,0,0,14,0,0,0
O.J. Simpson,460,120,3,0,0,22,0,0,0
Don Calhoun,456,137,5,0,0,29,0,0,0
Otis Armstrong,453,108,2,0,0,26,0,0,0
Robert Newhouse,449,124,3,0,0,21,0,0,0
Tony Reed,446,113,1,0,0,23,0,0,0
Kevin Long,442,116,7,0,0,25,0,0,0
Rocky Bleier,434,92,4,0,0,70,0,0,0
Eric Torkelson,401,98,3,0,0,15,0,0,0
Dave Williams,401,127,1,0,0,16,0,0,0
Jim Jensen,400,106,1,0,0,30,0,0,0
Art Whittington,397,109,2,0,0,22,0,0,0
Bubba Bean,393,88,1,0,0,60,0,0,0
Wayne Morris,387,106,8,0,0,16,0,0,0
Gary Davis,383,98,1,0,0,42,0,0,0
Wilbur Jackson,375,114,2,0,0,16,0,0,0
Rob Lytle,371,102,4,0,0,19,0,0,0
Steve Grogan,368,64,2,0,0,26,0,0,0
Rob Carpenter,355,92,3,0,0,13,0,0,0
Mike Thomas,353,91,1,0,0,21,0,0,0
Rick Kane,332,94,4,0,0,26,0,0,0
Jon Keyworth,323,81,1,0,0,17,0,0,0
Roland Hooks,320,89,6,0,0,32,0,0,0
Tim Wilson,319,84,2,0,0,19,0,0,0
Theotis Brown,318,73,7,0,0,30,0,0,0
Bo Robinson,302,87,2,0,0,29,0,0,0
Lynn Cain,295,63,2,0,0,35,0,0,0
Don Hardeman,292,109,3,0,0,16,0,0,0
Charles Alexander,286,88,1,0,0,17,0,0,0
Bruce Harper,282,65,0,0,0,31,0,0,0
Jim Zorn,279,46,2,0,0,41,0,0,0
Michael Strachan,276,62,6,0,0,23,0,0,0
Clarence Harmon,267,65,0,0,0,18,0,0,0
Steve Fuller,264,50,1,0,0,49,0,0,0
Mike Williams,261,69,1,0,0,22,0,0,0
Derrick Jensen,251,73,0,0,0,15,0,0,0
Ron Springs,248,67,2,0,0,15,0,0,0
Lawrence McCutcheon,243,73,0,0,0,21,0,0,0
Steve Atkins,239,42,1,0,0,60,0,0,0
Scott Laidlaw,236,69,3,0,0,15,0,0,0
