Player,INT,INT TD,INT Yds,Lng
Mike Reinfeldt,12,0,205,39
Lemar Parrish,9,0,65,23
Gary Barbaro,7,1,142,70
Lester Hayes,7,2,100,52
Tom Myers,7,1,127,52
Gary Fencik,6,0,31,17
Steve Foley,6,0,14,7
Dick Jauron,6,0,41,12
Jack Lambert,6,0,29,23
Joe Lavender,6,0,77,27
Rolland Lawrence,6,0,120,38
Jeff Nixon,6,0,81,43
Burgess Owens,6,0,41,15
Terry Schmidt,6,1,44,20
Ken Stone,6,0,70,30
J.C. Wilson,6,1,135,66
Carl Allen,5,0,126,78
Dave Brown,5,0,46,23
Mario Clark,5,0,95,36
Raymond Clayborn,5,0,56,27
Neal Colzie,5,0,86,56
Nolan Cromwell,5,0,109,34
Thom Darden,5,1,125,39
Johnnie Gray,5,0,66,35
Gary Green,5,0,148,57
Dwight Hicks,5,0,57,29
Woodrow Lowe,5,2,150,77
Ray Preston,5,0,121,35
Donnie Shell,5,0,10,8
Gerald Small,5,0,74,40
Jim Youngblood,5,2,89,34
Jimmy Allen,4,0,0,0
Lyle Blackwood,4,0,63,27
Luther Bradley,4,0,11,11
Larry Braziel,4,1,49,31
Glen Edwards,4,0,99,53
Eric Felton,4,0,53,53
Mike Fuller,4,0,39,23
Ray Griffin,4,1,167,96
Tom Hannon,4,0,85,52
Pat Hughes,4,0,62,40
Bobby Jackson,4,1,63,58
Dwayne O'Steen,4,0,42,36
Charlie Phillips,4,0,92,30
Sanders Shiver,4,0,85,52
Keith Simpson,4,0,72,41
Bill Thompson,4,0,57,28
Mike Wagner,4,0,31,19
Gerard Williams,4,0,38,22
Mike Williams,4,0,55,50
Brenard Wilson,4,0,70,50
Nate Wright,4,0,44,32
Gregg Bingham,3,0,78,54
Matt Blair,3,0,32,16
Mel Blount,3,0,1,1
Ron Bolton,3,0,20,13
Cedric Brown,3,0,79,72
Eddie Brown,3,0,32,25
Harry Carson,3,0,28,14
M.L. Carter,3,0,33,20
Marvin Cobb,3,0,19,14
Charles Cornelius,3,0,54,54
Mike Douglass,3,0,73,46
Herman Edwards,3,0,6,6
Allan Ellis,3,0,67,24
Dave Elmendorf,3,0,39,32
Steve Freeman,3,1,62,50
Ken Greene,3,0,37,21
Mike Haynes,3,0,66,33
Tom Hicks,3,1,85,66
Bob Howard,3,0,34,34
James Hunter,3,0,6,6
Terry Jackson,3,0,10,10
Brian Kelley,3,0,41,16
Paul Krause,3,0,49,18
Bruce Laird,3,0,101,68
Randy Logan,3,0,57,35
Mike McCoy,3,0,60,38
Prentice McCray,3,0,48,26
Mark Murphy,3,0,29,16
Vernon Perry,3,0,33,24
Doug Plank,3,0,33,22
Clarence Scott,3,0,56,29
Pete Shaw,3,0,54,30
Shafer Suggs,3,1,41,32
Bob Swenson,3,0,0,0
Pat Thomas,3,0,5,5
Mike Washington,3,1,64,49
Jeris White,3,0,39,39
Henry Williams,3,0,37,33
Dennis Winston,3,1,48,41
Willie Alexander,2,0,27,19
Benny Barnes,2,0,20,11
Stan Blinka,2,0,12,8
Ken Bordelon,2,1,24,19
Robert Brazile,2,0,45,26
Bobby Bryant,2,0,50,29
Doug Buffone,2,0,11,11
John Bunting,2,0,13,13
Greg Buttle,2,0,27,27
Alan Caldwell,2,0,2,2
Clarence Chapman,2,0,12,12
Al Chesley,2,0,39,25
Herb Christopher,2,0,1,1
Tim Collier,2,0,45,40
Mike Davis,2,0,22,11
Ray Easterling,2,0,5,5
Tim Foley,2,0,8,8
Tim Fox,2,0,38,25
Larry Gordon,2,0,33,33
Charlie Hall,2,0,14,11
Jack Ham,2,0,8,6
Cliff Harris,2,0,35,20
John Harris,2,0,30,25
Dwight Harrison,2,0,6,6
Carter Hartwig,2,0,24,24
Jim Haslett,2,0,15,11
Mike Hawkins,2,1,35,35
Estus Hood,2,0,8,6
Bob Horn,2,0,44,30
Randy Hughes,2,0,91,68
Monte Jackson,2,0,5,5
Ernie Jones,2,1,42,31
Kurt Knoff,2,0,25,15
Aaron Kyle,2,0,0,0
Dave Lewis,2,0,19,11
D.D. Lewis,2,0,8,5
Virgil Livers,2,0,41,30
Dan Lloyd,2,0,10,7
Johnny Lynn,2,0,46,32
Doug Nettles,2,0,30,30
Ray Oldham,2,0,4,4
Tom Pridemore,2,0,20,20
Frank Reed,2,0,0,0
Ray Rhodes,2,0,0,0
Earnest Rhone,2,0,17,10
Joe Rizzo,2,0,25,25
Isiah Robertson,2,1,29,23
Lucius Sanford,2,0,44,25
Donald Schwartz,2,0,31,22
John Sciarra,2,0,47,34
Greg Stemrick,2,0,50,50
Art Stringer,2,0,21,21
Jack Tatum,2,0,26,13
Norris Thomas,2,0,29,24
Norm Thompson,2,0,38,26
John Turner,2,0,48,36
Roger Wehrli,2,1,8,9
Reggie Wilkes,2,0,0,0
Reggie Williams,2,0,5,3
Walt Williams,2,1,39,36
Rich Wingo,2,0,13,13
Richard Wood,2,0,37,24
Louis Wright,2,0,20,15
Nate Allen,1,0,0,0
Dick Ambrose,1,0,0,0
Larry Anderson,1,0,19,19
Charlie Babb,1,0,3,3
John Banaszak,1,0,3,3
Jeff Barnes,1,0,8,8
Autry Beamon,1,0,38,38
Doug Beaudoin,1,0,30,30
Terry Beeson,1,0,3,3
Bill Bergey,1,0,0,0
Rufus Bess,1,0,0,0
Kim Bokamper,1,0,3,3
Ray Brown,1,0,2,2
Jim Browner,1,0,15,15
Bob Brudzinski,1,0,26,26
Dan Bunz,1,0,2,2
Keith Butler,1,0,4,4
Rick Byas,1,0,34,34
Gary Campbell,1,0,32,32
Rusty Chambers,1,0,4,4
Monte Coleman,1,0,13,13
Ray Costict,1,0,22,22
Mark Cotney,1,0,0,0
Oliver Davis,1,0,33,33
Brad Dusek,1,0,0,0
Joe Federspiel,1,0,4,4
Wentford Gaines,1,0,38,38
Nesby Glasgow,1,0,-1,-1
Don Goode,1,0,0,0
David Gray,1,0,32,32
Tim Gray,1,0,20,20
Sammy Green,1,1,91,91
Tony Greene,1,0,10,10
Doug Greene,1,0,21,21
Elois Grooms,1,0,-2,-2
Ted Hendricks,1,1,23,23
Ken Houston,1,0,20,20
Tom Howard,1,0,19,19
Mike Hunt,1,0,13,13
Gerald Jackson,1,0,4,4
Tom Jackson,1,0,34,34
Charles Johnson,1,0,0,0
Monte Johnson,1,0,0,0
Ron Johnson,1,0,20,20
Kerry Justin,1,0,0,0
Sidney Justin,1,0,13,13
Jim LeClair,1,0,0,0
Karl Lorch,1,1,31,31
Steve Luke,1,0,10,10
Frank Manumaleuga,1,0,17,17
Bob Matheson,1,0,28,28
Clay Matthews,1,0,30,30
James Mayberry,1,1,6,6
Ralph McGill,1,0,6,6
Mike McKibben,1,0,5,5
Odis McKinney,1,0,25,25
Aaron Mitchell,1,0,36,36
Melvin Morgan,1,0,0,0
Jerry Muckensturm,1,0,5,5
Shane Nelson,1,0,13,13
Steve Nelson,1,0,18,18
Neal Olkewicz,1,0,4,4
Whitney Paul,1,0,28,28
Robert Pennywell,1,1,39,39
Scott Perry,1,0,11,11
Tony Peters,1,0,-4,-4
Beasley Reece,1,0,3,3
Ken Riley,1,0,0,0
Charles Romes,1,0,0,0
Rick Sanford,1,0,39,27
Ken Schroy,1,0,4,4
Rod Shoate,1,0,0,0
Perry Smith,1,0,22,22
Scott Studwell,1,0,18,18
Bruce Thornton,1,0,3,3
Dennis Thurman,1,0,0,0
Steve Towle,1,0,0,0
Ray Waddy,1,0,6,6
Len Walterscheid,1,0,15,15
Charlie Weaver,1,0,17,17
Cornell Webster,1,0,0,0
Charlie West,1,0,26,26
Stan White,1,0,11,11
Wilson Whitley,1,0,2,2
Eric Williams,1,0,25,25
Dwayne Woodruff,1,0,31,31
Pete Wysocki,1,0,9,9
Bernard Jackson,0,0,13,13
