Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Billy Campfield,35.9,7,251,1,0,0,92,0,0
Tony Hill,32,1,32,0,0,0,32,0,0
Joe Stewart,31.5,2,63,0,0,0,53,0,0
Ken Schroy,29.8,6,179,0,0,0,51,0,0
Keith Wright,26.8,15,402,0,0,0,45,0,0
Ike Forte,26.4,8,211,0,0,0,38,0,0
Luther Blue,26,1,26,0,0,0,26,0,0
Larry Brunson,25.9,17,441,0,0,0,89,0,0
Dave Preston,25.8,13,336,0,0,0,37,0,0
Ricky Feacher,25.5,2,51,0,0,0,27,0,0
Leonard Thompson,25.2,6,151,0,0,0,26,0,0
Jimmy Edwards,25.1,44,1103,0,0,0,83,0,0
John Grant,25,1,25,0,0,0,25,0,0
Clarence Hawkins,25,1,25,0,0,0,25,0,0
Ira Matthews,24.9,35,873,1,0,0,104,0,0
Roy Green,24.5,41,1005,1,0,0,106,0,0
James Owens,24.4,41,1002,1,0,0,85,0,0
Wally Henry,23.9,28,668,0,0,0,53,0,0
John Arnold,23.4,23,539,0,0,0,69,0,0
Tony Leonard,23.3,3,70,0,0,0,28,0,0
Ted Brown,23.2,8,186,0,0,0,43,0,0
Aundra Thompson,23.1,15,346,1,0,0,100,0,0
Larry Barnes,23,1,23,0,0,0,23,0,0
Hank Bauer,23,4,92,0,0,0,31,0,0
Greg Hawthorne,23,2,46,0,0,0,23,0,0
Leonard Willis,23,4,92,0,0,0,33,0,0
Ray Strong,22.9,15,343,0,0,0,33,0,0
Artie Owens,22.6,35,791,0,0,0,40,0,0
Willard Harrell,22.6,22,497,0,0,0,53,0,0
Steve Gaunty,22.6,12,271,0,0,0,50,0,0
Tony Nathan,22.6,45,1016,0,0,0,43,0,0
Mike McCoy,22.6,11,248,0,0,0,41,0,0
Nesby Glasgow,22.5,50,1126,0,0,0,58,0,0
Steve Schubert,22.5,2,45,0,0,0,27,0,0
Len Walterscheid,22.5,19,427,0,0,0,44,0,0
Rich Mauti,22.2,36,801,0,0,0,39,0,0
Allan Clark,22,37,816,0,0,0,38,0,0
Johnnie Dirden,22,7,154,0,0,0,32,0,0
Greg Pruitt,22,1,22,0,0,0,22,0,0
Billy Taylor,21.8,6,131,0,0,0,31,0,0
Isaac Hagins,21.8,9,196,0,0,0,31,0,0
Bobby Hammond,21.8,25,544,0,0,0,39,0,0
Brian Baschnagel,21.7,12,260,0,0,0,32,0,0
Rick Kane,21.6,13,281,0,0,0,37,0,0
Steve Odom,21.6,44,949,0,0,0,75,0,0
Larry Anderson,21.5,34,732,0,0,0,44,0,0
Lonnie Perrin,21.5,4,86,0,0,0,29,0,0
Rich Ellender,21.4,24,514,0,0,0,35,0,0
Lynn Cain,21.3,7,149,0,0,0,32,0,0
Buddy Hardeman,21.3,19,404,0,0,0,33,0,0
Mike Kozlowski,21.2,4,85,0,0,0,28,0,0
Horace Belton,21,22,463,0,0,0,52,0,0
Bruce Harper,21,55,1158,0,0,0,52,0,0
Otis Armstrong,21,1,21,0,0,0,21,0,0
Jeff Groth,21,1,21,0,0,0,21,0,0
John Harris,21,1,21,0,0,0,21,0,0
Wayne Wilson,20.9,11,230,0,0,0,31,0,0
Deacon Turner,20.9,55,1149,0,0,0,36,0,0
Wade Manning,20.7,7,145,0,0,0,47,0,0
Jeff Moore,20.7,31,641,0,0,0,39,0,0
John Barefield,20.7,3,62,0,0,0,23,0,0
Rickey Watts,20.6,14,289,1,0,0,83,0,0
Eddie Brown,20.6,5,103,0,0,0,28,0,0
Keith Moody,20.6,27,556,0,0,0,35,0,0
Ron Springs,20.5,38,780,0,0,0,70,0,0
Tony Green,20.3,32,651,0,0,0,31,0,0
Eddie Hill,20.3,15,305,0,0,0,43,0,0
Dino Hall,20.3,50,1014,0,0,0,33,0,0
Drew Hill,20.1,40,803,0,0,0,39,0,0
Ronnie Coleman,20.1,16,321,0,0,0,27,0,0
Bob Bruer,20,1,20,0,0,0,20,0,0
Alfred Jackson,20,1,20,0,0,0,20,0,0
Bobby Jones,20,7,140,0,0,0,36,0,0
Terry Miller,20,8,160,0,0,0,24,0,0
Jimmy Robinson,20,7,140,0,0,0,30,0,0
Al Hunter,19.9,15,299,0,0,0,30,0,0
George Ragsdale,19.8,34,675,0,0,0,30,0,0
Chris Pane,19.7,18,354,0,0,0,30,0,0
Louie Giammona,19.6,15,294,0,0,0,31,0,0
Doug Kotar,19.5,2,39,0,0,0,23,0,0
Wes Chandler,19.4,7,136,0,0,0,37,0,0
Mike Fuller,19.2,6,115,0,0,0,41,0,0
Rick Byas,19,1,19,0,0,0,19,0,0
Thomas Lott,19,1,19,0,0,0,19,0,0
Dennis Pearson,19,30,570,0,0,0,29,0,0
Clarence Williams,19,1,19,0,0,0,19,0,0
Lenvil Elliott,18.9,9,170,0,0,0,33,0,0
Earl Gant,18.8,4,75,0,0,0,20,0,0
Mike Collier,18.4,7,129,0,0,0,27,0,0
Carter Hartwig,18.3,13,238,0,0,0,37,0,0
Nathan Poole,18.3,7,128,0,0,0,24,0,0
Haskel Stanback,18.2,6,109,0,0,0,24,0,0
Dwight Hicks,18,2,36,0,0,0,19,0,0
Robert Jackson,18,1,18,0,0,0,18,0,0
Horace King,18,2,36,0,0,0,20,0,0
Al Latimer,18,1,18,0,0,0,18,0,0
Dana Nafziger,18,2,36,0,0,0,19,0,0
Bob Raba,18,1,18,0,0,0,18,0,0
Mark Washington,18,1,18,0,0,0,18,0,0
Rick Sanford,17.9,10,179,0,0,0,23,0,0
Zachary Dixon,17.7,3,53,0,0,0,24,0,0
Brent McClanahan,17.7,3,53,0,0,0,20,0,0
Steve Wilson,17.3,19,328,0,0,0,26,0,0
Rob Carpenter,17,2,34,0,0,0,17,0,0
Eddie Hicks,17,3,51,0,0,0,21,0,0
Kenny King,17,1,17,0,0,0,17,0,0
Ted McKnight,17,2,34,0,0,0,17,0,0
Robert Woods,17,2,34,0,0,0,17,0,0
Ken Callicutt,16.9,24,406,0,0,0,31,0,0
Ben Garry,16.9,8,135,0,0,0,24,0,0
Tony Benjamin,16.5,2,33,0,0,0,17,0,0
Raymond Clayborn,16.5,2,33,0,0,0,20,0,0
Steve Powell,16.2,6,97,0,0,0,36,0,0
Jeff Hart,16,1,16,0,0,0,16,0,0
Sammy Johnson,16,1,16,0,0,0,16,0,0
Emery Moorehead,16,1,16,0,0,0,16,0,0
Wendell Tyler,16,1,16,0,0,0,16,0,0
Rick Upchurch,15.8,5,79,0,0,0,26,0,0
Paul Hofer,15.5,8,124,0,0,0,23,0,0
Anthony Anderson,15.4,13,200,0,0,0,26,0,0
Vaughn Lusby,15.3,6,92,0,0,0,28,0,0
Elvis Peacock,15.3,3,46,0,0,0,18,0,0
Ray Griffin,15,1,15,0,0,0,15,0,0
Jack Holmes,15,8,120,0,0,0,20,0,0
Horace Ivory,15,1,15,0,0,0,15,0,0
Howie Kurnick,15,4,60,0,0,0,20,0,0
Lydell Mitchell,15,1,15,0,0,0,15,0,0
Howard Sampson,15,3,45,0,0,0,21,0,0
Mickey Shuler,15,1,15,0,0,0,15,0,0
Tim Wilson,15,2,30,0,0,0,15,0,0
Phil Francis,14.7,7,103,0,0,0,23,0,0
Jim Browner,14.5,6,87,0,0,0,26,0,0
Ross Browner,14.5,2,29,0,0,0,15,0,0
Clark Gaines,14.5,2,29,0,0,0,20,0,0
Don McCauley,14.5,2,29,0,0,0,17,0,0
Curtis Brown,14,3,42,0,0,0,22,0,0
Chris Keating,14,1,14,0,0,0,14,0,0
Vince Kinney,14,1,14,0,0,0,14,0,0
Frank Marion,14,1,14,0,0,0,14,0,0
Cleo Miller,14,1,14,0,0,0,14,0,0
Donald Westbrook,13.7,11,151,0,0,0,30,0,0
Lyle Blackwood,13.7,3,41,0,0,0,19,0,0
Lou Piccone,13.7,3,41,0,0,0,17,0,0
Gary Davis,13.5,2,27,0,0,0,16,0,0
Beasley Reece,13.5,6,81,0,0,0,21,0,0
Don Harris,13.3,6,80,0,0,0,23,0,0
Bernard Jackson,13.2,4,53,0,0,0,21,0,0
Dan Doornink,13,1,13,0,0,0,13,0,0
Bob Ferrell,13,6,78,0,0,0,18,0,0
Danny Reece,13,1,13,0,0,0,13,0,0
Robert Miller,12.7,3,38,0,0,0,19,0,0
Clarence Harmon,12.6,5,63,0,0,0,19,0,0
Tom Pridemore,12.3,9,111,0,0,0,21,0,0
James Mayberry,12.2,4,49,0,0,0,16,0,0
Randy Coffield,12,1,12,0,0,0,12,0,0
Willie McClendon,12,1,12,0,0,0,12,0,0
Stanley Morgan,12,1,12,0,0,0,12,0,0
Bob Van Duyne,12,1,12,0,0,0,12,0,0
Larry Brinson,11.5,2,23,0,0,0,17,0,0
Bruce Laird,11.3,3,34,0,0,0,16,0,0
Guido Merkens,11,2,22,0,0,0,13,0,0
Cliff Thrift,11,1,11,0,0,0,11,0,0
Larry Canada,10.3,3,31,0,0,0,18,0,0
Calvin Favron,10,1,10,0,0,0,10,0,0
Jim Kovach,10,1,10,0,0,0,10,0,0
Tinker Owens,10,1,10,0,0,0,10,0,0
Mike Wellman,10,1,10,0,0,0,10,0,0
Jim Jodat,9.5,2,19,0,0,0,19,0,0
Billy Johnson,9.2,4,37,0,0,0,12,0,0
Art Whittington,9.2,5,46,0,0,0,19,0,0
Ken Fantetti,9,2,18,0,0,0,17,0,0
Ralph Perretta,9,1,9,0,0,0,9,0,0
Tony Davis,8.2,4,33,0,0,0,16,0,0
Kurt Allerman,8,2,16,0,0,0,10,0,0
Wade Griffin,8,1,8,0,0,0,8,0,0
Bruce Huther,8,1,8,0,0,0,8,0,0
Greg Latta,8,1,8,0,0,0,8,0,0
Bo Robinson,8,1,8,0,0,0,8,0,0
Steve Wagner,8,1,8,0,0,0,8,0,0
John Hennessy,7.5,2,15,0,0,0,12,0,0
Woody Bennett,7,1,7,0,0,0,7,0,0
Wilbert Haslip,7,1,7,0,0,0,7,0,0
