Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Norm Thompson,40,1,40,0,0,0,40,0,0
Lee Nelson,22,4,88,0,0,0,77,0,0
Leonard Thompson,13,9,117,0,0,0,31,3,0
Ken Schroy,12,2,24,0,0,0,19,0,0
John Sciarra,11.4,16,182,0,0,0,38,0,0
Dave Preston,11.1,7,78,0,0,0,22,1,0
Tony Nathan,10.9,28,306,1,0,0,86,14,0
J.T. Smith,10.6,58,612,2,0,0,88,10,0
Pete Shaw,10.5,2,21,0,0,0,11,2,0
Dino Hall,10.2,29,295,0,0,0,47,5,0
Rick Upchurch,10.1,30,304,0,0,0,44,4,0
Clarence Harmon,10,1,10,0,0,0,10,0,0
Dick Jauron,10,1,10,0,0,0,10,2,0
Stanley Morgan,10,29,289,1,0,0,80,21,0
Mike Fuller,9.7,46,448,0,0,0,27,7,0
Dennis Pearson,9.6,12,115,0,0,0,60,10,0
Steve Schubert,9.5,25,238,1,0,0,77,10,0
Dwight Hicks,9.2,13,120,0,0,0,33,3,0
Wally Henry,9.1,35,320,0,0,0,34,7,0
Jim Smith,9.1,16,146,0,0,0,38,1,0
Jeff Moore,9,10,90,0,0,0,29,1,0
Bruce Harper,8.8,33,290,0,0,0,51,9,0
John Harris,8.8,8,70,0,0,0,19,2,0
John Arnold,8.6,19,164,0,0,0,27,4,0
Buddy Hardeman,8.6,24,207,0,0,0,52,7,0
Theo Bell,8.4,45,378,0,0,0,27,7,0
Louie Giammona,8.4,5,42,0,0,0,14,0,0
Keith Moody,8.4,38,318,0,0,0,32,10,0
Thomas Lott,8.2,4,33,0,0,0,13,3,0
Vaughn Lusby,8.1,32,260,0,0,0,40,4,0
Rich Mauti,8.1,27,218,0,0,0,33,13,0
Nesby Glasgow,8,44,352,1,0,0,75,11,0
Beasley Reece,8,1,8,0,0,0,8,0,0
Tony Green,7.3,19,138,0,0,0,30,9,0
Tony Hill,7.2,6,43,0,0,0,12,1,0
Bobby Bryant,7,1,7,0,0,0,7,2,0
Tony Davis,7,1,7,0,0,0,6,1,0
Mike Kozlowski,7,3,21,0,0,0,11,4,0
Tony Leonard,7,1,7,0,0,0,7,0,0
Len Walterscheid,6.9,14,96,0,0,0,14,5,0
Steve Wilson,6.7,35,236,0,0,0,13,12,0
Rich Ellender,6.6,31,203,0,0,0,36,2,0
Tony Dungy,6.5,8,52,0,0,0,11,3,0
Willard Harrell,6.4,32,205,0,0,0,68,12,0
Mike Williams,6.3,3,19,0,0,0,10,0,0
Ken Callicutt,6.2,4,25,0,0,0,13,4,0
Freddie Solomon,6.2,23,142,0,0,0,14,2,0
Danny Reece,6.2,70,431,0,0,0,17,1,0
Mike Davis,6,1,6,0,0,0,6,0,0
Billy Ryckman,6,12,72,0,0,0,15,5,0
Robert Woods,6,2,12,0,0,0,9,0,0
Eddie Brown,5.9,56,332,0,0,0,30,19,0
Bobby Hammond,5.8,13,75,0,0,0,16,10,0
Mike Levenseller,5.8,8,46,0,0,0,21,2,0
Jimmy Edwards,5.6,33,186,0,0,0,42,2,0
Wade Manning,5.5,10,55,0,0,0,17,2,0
Ken Ellis,5.4,8,43,0,0,0,15,0,0
Roy Green,5.2,8,42,0,0,0,14,3,0
Ira Matthews,5.2,32,165,0,0,0,20,7,0
Jimmy Cefalo,5,2,10,0,0,0,10,3,0
Terry Jackson,5,1,5,0,0,0,5,1,0
Wally Pesuit,5,1,5,0,0,0,5,0,0
Jimmy Robinson,4.8,6,29,0,0,0,13,4,0
Kevin Miller,4.7,18,85,0,0,0,14,2,0
Johnnie Gray,4.7,13,61,0,0,0,18,8,0
Steve Odom,4.4,24,106,0,0,0,19,8,0
Wes Chandler,4.3,3,13,0,0,0,8,3,0
Billy Johnson,4.2,4,17,0,0,0,16,0,0
Keith Wright,4.2,12,50,0,0,0,13,6,0
Larry Brunson,4,2,8,0,0,0,7,0,0
Chris Pane,4,5,20,0,0,0,10,3,0
Keith Nord,3.7,3,11,0,0,0,7,3,0
Mike Haynes,3.2,5,16,0,0,0,5,1,0
Guido Merkens,3,2,6,0,0,0,6,5,0
Donald Westbrook,2.5,2,5,0,0,0,5,0,0
Dewey McClain,2,1,2,0,0,0,2,0,0
Dwight Scales,1.5,2,3,0,0,0,3,0,0
Rick Sanford,1,1,1,0,0,0,1,0,0
Charlie Babb,0,1,0,0,0,0,0,0,0
Richard Blackmore,0,1,0,0,0,0,0,1,0
Scott Burk,0,1,0,0,0,0,0,1,0
Paul Darby,0,1,0,0,0,0,0,0,0
Thom Dornbrook,0,1,0,0,0,0,0,0,0
Don Goode,0,1,0,0,0,0,0,0,0
Drew Hill,0,1,0,0,0,0,0,0,0
Tony Peters,0,1,0,0,0,0,0,0,0
John Turner,0,1,0,0,0,0,0,0,0
Lyle Blackwood,-0.2,4,-1,0,0,0,2,1,0
Nate Allen,-1,1,-1,0,0,0,-1,0,0
Bob Glazebrook,-1,1,-1,0,0,0,-1,0,0
Eddie Lewis,-1,1,-1,0,0,0,-1,0,0
Lynn Swann,-1,1,-1,0,0,0,-1,3,0
Charlie West,-1,1,-1,0,0,0,-1,0,0
Sidney Justin,-2,1,-2,0,0,0,-2,0,0
Ronnie Coleman,-5,1,-5,0,0,0,-5,0,0
