Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Joe Washington,82,750,3,0,0,43,0,0,0,0,0
Ahmad Rashad,80,1156,9,0,0,52,0,0,0,0,0
Wally Francis,74,1013,8,0,0,42,0,0,0,0,0
Charlie Joiner,72,1008,4,0,0,39,0,0,0,0,0
Rickey Young,72,519,4,0,0,18,0,0,0,0,0
John Stallworth,70,1183,8,0,0,65,0,0,0,0,0
Steve Largent,66,1237,9,0,0,55,1,1.5,0,0,0
Wes Chandler,65,1069,6,0,0,85,0,0,0,0,0
Rick Upchurch,64,937,7,0,0,47,0,0,0,0,0
Freddie Scott,62,929,5,0,0,50,0,0,0,0,0
John Jefferson,61,1090,10,0,0,65,0,0,0,0,0
Tony Hill,60,1062,10,0,0,75,0,0,0,0,0
Cliff Branch,59,844,6,0,0,66,0,0,0,0,0
Dave Logan,59,982,7,0,0,46,0,0,0,0,0
Don Bass,58,724,3,0,0,50,0,0,0,0,0
Raymond Chester,58,712,8,0,0,39,0,0,0,0,0
Tony Galbreath,58,484,1,0,0,38,0,0,0,0,0
Paul Hofer,58,662,2,0,0,44,0,0,0,0,0
Dave Casper,57,771,3,0,0,42,0,0,0,0,0
Freddie Solomon,57,807,7,0,0,44,0,0,0,0,0
Pat Tilley,57,938,6,0,0,51,0,0,0,0,0
Paul Coffman,56,711,4,0,0,78,0,0,0,0,0
Don McCauley,55,575,3,0,0,35,0,0,0,0,0
Ozzie Newsome,55,781,9,0,0,74,0,0,0,0,0
Drew Pearson,55,1026,8,0,0,56,0,0,0,0,0
Dan Doornink,54,432,1,0,0,41,0,0,0,0,0
Frank Lewis,54,1082,2,0,0,55,0,0,0,0,0
James Lofton,54,968,4,0,0,52,0,0,0,0,0
Haven Moses,54,943,6,0,0,64,0,0,0,0,0
Wilbur Jackson,53,422,0,0,0,34,0,0,0,0,0
Harold Carmichael,52,872,11,0,0,50,0,0,0,0,0
Henry Childs,51,846,5,0,0,51,0,0,0,0,0
Mark van Eeghen,51,474,2,0,0,36,0,0,0,0,0
Clarence Williams,51,352,0,0,0,14,0,0,0,0,0
Alfred Jenkins,50,858,3,0,0,57,0,0,0,0,0
Jerry Butler,48,834,4,0,0,75,0,0,0,0,0
Nat Moore,48,840,6,0,0,53,0,0,0,0,0
Sherman Smith,48,499,4,0,0,35,0,0,0,0,0
David Hill,47,569,3,0,0,40,0,0,0,0,0
Danny Buggs,46,631,1,0,0,45,0,0,0,0,0
Sam McCullum,46,739,4,0,0,65,0,0,0,0,0
Tony Dorsett,45,375,1,0,0,32,0,0,0,0,0
Harold Jackson,45,1013,7,0,0,59,0,0,0,0,0
Stanley Morgan,44,1002,12,0,0,63,0,0,0,0,0
Preston Dennard,43,766,4,0,0,50,0,0,0,0,0
Archie Griffin,43,417,2,0,0,52,0,0,0,0,0
Reggie Rucker,43,749,6,0,0,54,0,0,0,0,0
Duriel Harris,42,798,3,0,0,51,0,0,0,0,0
Sammy White,42,715,4,0,0,55,0,0,0,0,0
Dave Williams,42,354,5,0,0,54,1,2.4,0,0,0
Ottis Anderson,41,308,2,0,0,28,0,0,0,0,0
Keith Krepfle,41,760,3,0,0,45,0,0,0,0,0
Wilbert Montgomery,41,494,5,0,0,53,0,0,0,0,0
Mike Pruitt,41,372,2,0,0,50,0,0,0,0,0
Dan Ross,41,516,1,0,0,41,0,0,0,0,0
Lynn Swann,41,808,5,0,0,65,0,0,0,0,0
Ken Burrough,40,752,6,0,0,55,0,0,0,0,0
Jimmie Giles,40,579,7,0,0,66,0,0,0,0,0
Chuck Muncie,40,308,0,0,0,28,0,0,0,0,0
Riley Odoms,40,638,1,0,0,45,0,0,0,0,0
William Andrews,39,309,2,0,0,34,0,0,0,0,0
Curtis Brown,39,401,3,0,0,84,0,0,0,0,0
Russ Francis,39,557,5,0,0,44,0,0,0,0,0
Isaac Hagins,39,692,3,0,0,57,0,0,0,0,0
Mike Shumann,39,452,4,0,0,39,0,0,0,0,0
Calvin Hill,38,381,2,0,0,31,0,0,0,0,0
Ted McKnight,38,226,0,0,0,24,0,0,0,0,0
Bob Klein,37,424,5,0,0,54,0,0,0,0,0
Reese McCall,37,536,4,0,0,36,0,0,0,0,0
Bennie Cunningham,36,512,4,0,0,41,0,0,0,0,0
Franco Harris,36,291,1,0,0,21,0,0,0,0,0
Glenn Doughty,35,510,2,0,0,54,0,0,0,0,0
Wayne Morris,35,237,1,0,0,20,0,0,0,0,0
Gary Davis,34,215,0,0,0,18,0,0,0,0,0
Tony Reed,34,352,0,0,0,40,0,0,0,0,0
Lou Piccone,33,556,2,0,0,49,0,0,0,0,0
J.T. Smith,33,444,3,0,0,34,0,0,0,0,0
Isaac Curtis,32,605,8,0,0,67,0,0,0,0,0
Phil Francis,32,198,0,0,0,19,0,0,0,0,0
Derrick Gaffney,32,534,1,0,0,43,0,0,0,0,0
Clarence Harmon,32,434,5,0,0,40,0,0,0,0,0
Mike Thomas,32,388,0,0,0,32,0,0,0,0,0
Wendell Tyler,32,308,1,0,0,71,0,0,0,0,0
Rocky Bleier,31,277,0,0,0,28,0,0,0,0,0
Ted Brown,31,197,0,0,0,35,0,0,0,0,0
Cullen Bryant,31,227,0,0,0,24,0,0,0,0,0
Walter Payton,31,313,2,0,0,65,0,0,0,0,0
Gary Shirk,31,471,2,0,0,61,0,0,0,0,0
Brian Baschnagel,30,452,2,0,0,54,0,0,0,0,0
Bruce Hardy,30,386,3,0,0,28,0,0,0,0,0
Sam Cunningham,29,236,0,0,0,20,0,0,0,0,0
Billy Joe DuPree,29,324,5,0,0,33,0,0,0,0,0
Clark Gaines,29,219,0,0,0,15,0,0,0,0,0
Tim Wilson,29,208,1,0,0,24,0,0,0,0,0
Earnest Gray,28,537,4,0,0,53,0,0,0,0,0
John Riggins,28,163,3,0,0,23,0,0,0,0,0
Billy Taylor,28,253,4,0,0,43,0,0,0,0,0
Mike Barber,27,377,3,0,0,37,0,0,0,0,0
Jerome Barkum,27,401,4,0,0,40,0,0,0,0,0
Roger Carr,27,400,1,0,0,37,0,0,0,0,0
Bob Bruer,26,254,1,0,0,19,0,0,0,0,0
Roland Hooks,26,254,0,0,0,42,0,0,0,0,0
Cleo Miller,26,251,0,0,0,33,0,0,0,0,0
Preston Pearson,26,333,1,0,0,26,0,0,0,0,0
Don Warren,26,303,0,0,0,23,0,0,0,0,0
Ricky Bell,25,248,2,0,0,26,0,0,0,0,0
Theotis Brown,25,191,0,0,0,19,0,0,0,0,0
Mel Gray,25,447,1,0,0,78,0,0,0,0,0
Don Hardeman,25,115,1,0,0,14,0,0,0,0,0
Ike Harris,25,395,2,0,0,42,0,0,0,0,0
Doug Kotar,25,230,0,0,0,37,0,0,0,0,0
Johnnie McDaniel,25,357,2,0,0,62,0,0,0,0,0
Terry Nelson,25,293,3,0,0,26,0,0,0,0,0
Brian Peets,25,293,1,0,0,28,0,0,0,0,0
Ron Springs,25,251,1,0,0,27,0,0,0,0,0
Aundra Thompson,25,395,3,0,0,50,0,0,0,0,0
Kellen Winslow,25,255,2,0,0,30,0,0,0,0,0
Pete Johnson,24,154,1,0,0,15,0,0,0,0,0
Ken MacAfee,24,266,4,0,0,50,0,0,0,0,0
Rich Martini,24,259,2,0,0,22,0,0,0,0,0
Charlie Smith,24,399,1,0,0,39,0,0,0,0,0
Leonard Thompson,24,451,2,0,0,82,0,0,0,0,0
Bob Tucker,24,223,2,0,0,21,0,0,0,0,0
Rickey Watts,24,421,3,0,0,68,0,0,0,0,0
Lenvil Elliott,23,197,0,0,0,30,0,0,0,0,0
Horace Ivory,23,216,2,0,0,24,0,0,0,0,0
Wesley Walker,23,569,5,0,0,71,0,0,0,0,0
Jerry Eckwood,22,268,0,0,0,31,0,0,0,0,0
Leroy Harris,22,107,0,0,0,15,0,0,0,0,0
Dave Stief,22,324,0,0,0,32,0,0,0,0,0
Ricky Thompson,22,368,4,0,0,35,0,0,0,0,0
Buddy Hardeman,21,197,1,0,0,41,0,0,0,0,0
Henry Marshall,21,332,1,0,0,38,0,0,0,0,0
Elvis Peacock,21,261,0,0,0,49,0,0,0,0,0
James Scott,21,382,3,0,0,64,0,0,0,0,0
Delvin Williams,21,175,1,0,0,38,0,0,0,0,0
Morris Owens,20,377,0,0,0,64,0,0,0,0,0
Johnny Perkins,20,337,4,0,0,38,0,0,0,0,0
Steve Raible,20,252,1,0,0,41,0,0,0,0,0
Chuck Foreman,19,147,0,0,0,22,0,0,0,0,0
Reuben Gant,19,245,2,0,0,22,0,0,0,0,0
Jim Jensen,19,144,1,0,0,25,0,0,0,0,0
Bobby Jones,19,379,1,0,0,51,0,0,0,0,0
Lawrence McCutcheon,19,101,0,0,0,11,0,0,0,0,0
Lydell Mitchell,19,159,1,0,0,24,0,0,0,0,0
Dave Preston,19,137,1,0,0,19,0,0,0,0,0
Barty Smith,19,155,1,0,0,22,0,0,0,0,0
Eric Torkelson,19,139,0,0,0,14,0,0,0,0,0
Art Whittington,19,240,0,0,0,39,0,0,0,0,0
Rich Caster,18,239,1,0,0,36,0,0,0,0,0
Dwight Clark,18,232,0,0,0,30,0,0,0,0,0
Jon Keyworth,18,132,0,0,0,18,0,0,0,0,0
Horace King,18,150,0,0,0,30,0,0,0,0,0
Terdell Middleton,18,155,1,0,0,29,0,0,0,0,0
Bruce Harper,17,250,2,0,0,72,0,0,0,0,0
Tony Nathan,17,213,2,0,0,35,0,0,0,0,0
Jim Smith,17,243,2,0,0,25,0,0,0,0,0
Earl Campbell,16,94,0,0,0,46,0,0,0,0,0
Billy Campfield,16,115,0,0,0,17,0,0,0,0,0
Rob Carpenter,16,116,1,0,0,22,0,0,0,0,0
Larry Csonka,16,75,1,0,0,18,0,0,0,0,0
Ken Johnson,16,108,1,0,0,15,0,0,0,0,0
Jim Mitchell,16,118,2,0,0,14,0,0,0,0,0
Mike Renfro,16,323,2,0,0,49,0,0,0,0,0
Mickey Shuler,16,225,3,0,0,46,0,0,0,0,0
Ron Smith,16,300,1,0,0,38,0,0,0,0,0
Sidney Thornton,16,231,4,0,0,32,0,0,0,0,0
Mike Williams,16,129,2,0,0,25,0,0,0,0,0
Dexter Bussey,15,102,0,0,0,22,0,0,0,0,0
Lynn Cain,15,181,2,0,0,28,0,0,0,0,0
Don Calhoun,15,66,1,0,0,14,0,0,0,0,0
Earl Gant,15,101,0,0,0,26,0,0,0,0,0
Greg Latta,15,131,0,0,0,25,0,0,0,0,0
Artie Owens,15,176,1,0,0,32,0,0,0,0,0
Mike Siani,15,214,2,0,0,31,0,0,0,0,0
Stu Voigt,15,139,2,0,0,18,0,0,0,0,0
Otis Armstrong,14,138,1,0,0,17,0,0,0,0,0
Roosevelt Leaks,14,119,0,0,0,15,0,0,0,0,0
Jeff Moore,14,128,0,0,0,24,0,0,0,0,0
Larry Mucker,14,268,5,0,0,42,0,0,0,0,0
Gary Parris,14,174,0,0,0,39,0,0,0,0,0
Greg Pruitt,14,155,1,0,0,27,0,0,0,0,0
Bo Robinson,14,118,0,0,0,14,0,0,0,0,0
Jay Saldi,14,181,1,0,0,23,0,0,0,0,0
Tony Samuels,14,147,0,0,0,30,0,0,0,0,0
Dwight Scales,14,222,0,0,0,55,0,0,0,0,0
Billy Waddy,14,220,3,0,0,40,0,0,0,0,0
Gene Washington,14,192,1,0,0,29,0,0,0,0,0
Don Hasselbeck,13,158,0,0,0,41,0,0,0,0,0
Rob Lytle,13,93,0,0,0,12,0,0,0,0,0
Benny Malone,13,137,1,0,0,55,0,0,0,0,0
