Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Fouts,4082,7.7,530,332,62.6,24,24,82.6,149,28.1,0,0,65,28,195
Brian Sipe,3793,7.1,535,286,53.5,28,26,73.4,150,28,0,0,74,43,347
Terry Bradshaw,3724,7.9,472,259,54.9,26,25,77,129,27.3,0,0,65,24,196
Jim Zorn,3661,7.2,505,285,56.4,20,18,77.7,97,19.2,0,0,65,23,201
Steve DeBerg,3652,6.3,578,347,60,17,21,73.1,144,24.9,0,0,50,17,119
Ken Stabler,3615,7.3,498,304,61,26,22,82.2,164,32.9,0,0,66,34,284
Roger Staubach,3586,7.8,461,267,57.9,27,11,92.3,121,26.2,0,0,75,36,240
Joe Ferguson,3572,7.8,458,238,52,14,15,74.4,136,29.7,0,0,84,43,387
Tommy Kramer,3397,6,566,315,55.6,23,24,69.4,168,29.7,0,0,55,36,249
Steve Grogan,3286,7.8,423,206,48.7,28,20,77.4,97,22.9,0,0,63,45,341
Archie Manning,3169,7.6,420,252,60,15,20,75.6,97,23.1,0,0,85,17,140
Greg Landry,2932,6.4,457,270,59.1,15,15,75.3,98,21.4,0,0,67,42,326
Joe Theismann,2797,7.1,395,233,59,20,13,83.9,125,31.6,0,0,62,34,263
Ron Jaworski,2669,7.1,374,190,50.8,18,12,76.8,100,26.7,0,0,53,34,272
Richard Todd,2660,8,334,171,51.2,16,22,66.4,111,33.2,0,0,72,25,222
Craig Morton,2626,7.1,370,204,55.1,16,19,70.6,47,12.7,0,0,64,30,241
Steve Bartkowski,2505,6.6,380,204,53.7,17,20,67.3,90,23.7,0,0,57,39,286
Doug Williams,2448,6.2,397,166,41.8,18,24,52.6,102,25.7,0,0,66,7,57
Ken Anderson,2340,6.9,339,189,55.8,16,10,80.8,80,23.6,0,0,73,46,324
David Whitehurst,2247,7,322,179,55.6,10,18,64.5,88,27.3,0,0,78,32,256
Jeff Komlo,2238,6.1,368,183,49.7,11,23,52.8,88,23.9,0,0,40,40,361
Jim Hart,2218,5.9,378,194,51.3,9,20,55.2,67,17.7,0,0,51,25,183
Bob Griese,2160,7,310,176,56.8,14,16,72,45,14.5,0,0,51,26,223
Dan Pastorini,2090,6.4,324,163,50.3,14,18,62.1,66,20.4,0,0,55,29,212
Pat Haden,1854,6.4,290,163,56.2,11,14,68.1,41,14.1,0,0,50,21,178
Phil Simms,1743,6.6,265,134,50.6,13,14,66,45,17,0,0,61,39,319
Mike Phipps,1535,6,255,134,52.6,9,8,69.6,38,14.9,0,0,68,15,145
Steve Fuller,1484,5.5,270,146,54.1,6,14,55.8,53,19.6,0,0,40,37,244
Don Strock,830,8.3,100,56,56,6,6,78.3,25,25,0,0,53,2,22
Lynn Dickey,787,6.6,119,60,50.4,5,4,71.7,28,23.5,0,0,52,15,120
Vince Ferragamo,778,7.1,110,53,48.2,5,10,49,21,19.1,0,0,71,11,115
Norris Weese,731,7.5,97,53,54.6,1,3,69.6,18,18.6,0,0,50,13,86
Bert Jones,643,7,92,43,46.7,3,3,67.4,6,6.5,0,0,59,10,77
Steve Pisarkiewicz,621,5.7,109,52,47.7,3,4,59.5,10,9.2,0,0,78,14,85
Joe Pisarcik,537,5,108,43,39.8,2,6,39,18,16.7,0,0,48,17,123
Vince Evans,508,8.1,63,32,50.8,4,5,66.1,10,15.9,0,0,65,8,75
June Jones,505,6.1,83,38,45.8,2,3,58.6,16,19.3,0,0,49,13,100
Jack Thompson,481,5.5,87,39,44.8,1,5,42.4,8,9.2,0,0,50,16,178
Mike Livingston,469,5.2,90,44,48.9,1,4,49.7,16,17.8,0,0,38,5,49
Gifford Nielsen,404,6.6,61,32,52.5,3,3,69.3,6,9.8,0,0,41,3,26
Scott Hunter,321,7.8,41,18,43.9,1,1,69.3,0,0,0,0,82,4,33
Bob Avellini,310,6.1,51,27,52.9,2,3,60.1,0,0,0,0,54,8,58
Danny White,267,6.8,39,19,48.7,1,2,58.4,0,0,0,0,45,4,46
Mike Rae,252,7,36,17,47.2,1,2,56.7,0,0,0,0,29,5,31
Tom Owen,248,5.3,47,27,57.4,2,3,59.5,0,0,0,0,32,4,41
Bob Lee,243,11,22,11,50,2,1,101.1,0,0,0,0,41,4,39
John Walton,213,5.9,36,19,52.8,3,1,86.9,0,0,0,0,31,0,0
Matt Robinson,191,6.2,31,17,54.8,0,2,46.6,10,32.3,0,0,33,5,30
Joe Reed,164,5.1,32,14,43.8,2,1,67.7,0,0,0,0,50,5,27
Mike Kruczek,153,7.6,20,13,65,0,1,67.3,0,0,0,0,31,3,26
Jeff Rutledge,125,3.9,32,13,40.6,1,4,23,0,0,0,0,22,3,27
Mike Moroski,97,6.5,15,8,53.3,0,0,73.5,0,0,0,0,23,2,12
Joe Montana,96,4.2,23,13,56.5,1,0,81.1,0,0,0,0,18,0,0
Randy Dean,91,3.5,26,11,42.3,0,2,19.9,4,15.4,0,0,20,3,23
Jim Plunkett,89,5.9,15,7,46.7,1,1,60.1,0,0,0,0,39,2,9
Herman Weaver,73,18.2,4,3,75,0,0,116.7,0,0,0,0,39,0,0
Tony Galbreath,70,23.3,3,2,66.7,0,1,70.1,0,0,0,0,48,0,0
Walter Payton,54,54,1,1,100,1,0,158.3,0,0,0,0,54,0,0
Donald Westbrook,52,26,2,2,100,0,0,118.8,0,0,0,0,28,0,0
Dave Jennings,48,24,2,2,100,0,0,118.8,0,0,0,0,28,0,0
Craig Penrose,44,8.8,5,2,40,0,1,32.5,0,0,0,0,29,0,0
Chuck Muncie,40,20,2,1,50,1,0,135.4,1,50,0,0,40,0,0
James Harris,38,4.2,9,5,55.6,0,1,26.4,0,0,0,0,10,2,15
