Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Larry Swider,36,36,1,1,100,0,0,118.8,0,0,0,0,36,0,0
Ken Clark,32,16,2,2,100,0,0,118.8,0,0,0,0,30,0,0
Jon Keyworth,32,32,1,1,100,1,0,158.3,0,0,0,0,32,0,0
Steve Little,31,10.3,3,2,66.7,0,0,100.7,0,0,0,0,16,0,0
Mark Miller,31,3.9,8,2,25,0,1,3.6,0,0,0,0,17,0,0
Bill Munson,31,4.4,7,3,42.9,0,0,56.2,0,0,0,0,16,0,0
Buddy Hardeman,30,15,2,1,50,0,1,56.2,0,0,0,0,30,0,0
Ron Springs,30,10,3,1,33.3,1,0,111.1,1,33.3,0,0,30,1,4
Guy Benjamin,28,7,4,3,75,0,0,93.8,0,0,0,0,17,1,10
Steve Myer,28,3.5,8,2,25,0,0,41.7,0,0,0,0,18,0,0
David Beverly,23,11.5,2,1,50,0,0,91.7,0,0,0,0,23,0,0
Bob Parsons,22,11,2,1,50,0,0,89.6,0,0,0,0,22,0,0
John James,20,20,1,1,100,0,0,118.8,0,0,0,0,20,0,0
David Sims,18,9,2,1,50,0,0,81.2,0,0,0,0,18,0,0
Mike Thomas,18,18,1,1,100,0,0,118.8,0,0,0,0,18,0,0
Jerry Golsteyn,16,1.8,9,2,22.2,0,2,0,0,0,0,0,15,2,18
Johnny Evans,14,7,2,1,50,0,0,72.9,0,0,0,0,14,0,0
Pat Ryan,13,3.2,4,2,50,0,1,17.7,0,0,0,0,7,2,14
Kim McQuilken,12,3,4,1,25,0,1,0,0,0,0,0,12,0,0
Bobby Scott,12,6,2,2,100,0,0,91.7,0,0,0,0,6,0,0
Freddie Solomon,12,12,1,1,100,0,0,116.7,0,0,0,0,12,0,0
Sherman Smith,11,11,1,1,100,0,0,112.5,0,0,0,0,11,0,0
Matt Cavanaugh,10,10,1,1,100,0,0,108.3,0,0,0,0,10,0,0
Eddie Hare,4,4,1,1,100,0,0,83.3,0,0,0,0,4,0,0
Sam Adkins,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Ottis Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian Baschnagel,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Hank Bauer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
Ken Burrough,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerry Eckwood,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Russell Erxleben,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mike Fuller,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bob Grupp,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bruce Hardy,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Willard Harrell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Harold Jackson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Kreider,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Terry LeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
James Lofton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dave Preston,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Luke Prestridge,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tom Skladany,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rick Upchurch,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Joe Washington,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Delvin Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
