Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
John Smith,87,0,0,8,9.2,0,0,0,0,0,0
Matt Bahr,86,0,0,3,3.5,0,0,0,0,0,0
Mark Moseley,80,0,0,4,5,0,0,0,0,0,0
Rafael Septien,80,0,0,10,12.5,0,0,0,0,0,0
Efren Herrera,79,0,0,3,3.8,0,0,0,0,0,0
Tony Franklin,78,0,0,9,11.5,0,0,0,0,0,0
Don Cockroft,76,0,0,5,6.6,0,0,0,0,0,0
Toni Fritsch,76,0,0,7,9.2,0,0,0,0,0,0
Uwe von Schamann,76,0,0,7,9.2,0,0,0,0,0,0
Chris Bahr,73,0,0,9,12.3,0,0,0,0,0,0
Ray Wersching,70,0,0,3,4.3,0,0,0,0,0,0
Frank Corral,69,0,0,13,18.8,0,0,0,0,0,0
Steve Little,69,0,0,11,15.9,0,0,0,0,0,0
Tim Mazzetti,66,0,0,3,4.6,0,0,0,0,0,0
Garo Yepremian,64,0,0,1,1.6,0,0,0,0,0,0
Neil O'Donoghue,62,0,0,6,9.7,0,0,0,0,0,0
Jim Turner,61,0,0,6,9.8,0,0,0,0,0,0
Rick Danmeier,60,0,0,1,1.7,0,0,0,0,0,0
Jan Stenerud,57,0,0,5,8.8,0,0,0,0,0,0
Joe Danelo,55,0,0,9,16.4,0,0,0,0,0,0
Steve Mike-Mayer,53,0,0,5,9.4,0,0,0,0,0,0
Ray Guy,51,0,0,7,13.7,0,0,0,0,0,0
Benny Ricardo,51,0,0,0,0,0,0,0,0,0,0
Mike Wood,51,0,0,9,17.6,0,0,0,0,0,0
Nick Mike-Mayer,50,0,0,6,12,0,0,0,0,0,0
Bob Thomas,47,0,0,5,10.6,0,0,0,0,0,0
Toni Linhart,33,0,0,2,6.1,0,0,0,0,0,0
Chester Marcol,33,0,0,5,15.2,0,0,0,0,0,0
Jim Breech,29,0,0,3,10.3,0,0,0,0,0,0
Pat Leahy,27,0,0,2,7.4,0,0,0,0,0,0
Tom Birney,24,0,0,3,12.5,0,0,0,0,0,0
Cliff Olander,22,0,0,0,0,0,0,0,0,0,0
Lonnie Perrin,22,0,0,4,18.2,0,0,0,0,0,0
Dave Jacobs,19,0,0,0,0,0,0,0,0,0,0
Tom Dempsey,15,0,0,4,26.7,0,0,0,0,0,0
Roy Gerela,11,0,0,2,18.2,0,0,0,0,0,0
Russell Erxleben,8,0,0,0,0,0,0,0,0,0,0
Tony Galbreath,5,0,0,0,0,0,0,0,0,0,0
John Anderson,3,0,0,0,0,0,0,0,0,0,0
Richie Szaro,3,0,0,0,0,0,0,0,0,0,0
Karl Baldischwiler,2,0,0,0,0,0,0,0,0,0,0
Ken Clark,2,0,0,0,0,0,0,0,0,0,0
Dan Melville,2,0,0,0,0,0,0,0,0,0,0
Fred Steinfort,2,0,0,0,0,0,0,0,0,0,0
David Beverly,1,0,0,0,0,0,0,0,0,0,0
Tom Blanchard,1,0,0,0,0,0,0,0,0,0,0
Greg Coleman,1,0,0,0,0,0,0,0,0,0,0
Bucky Dilts,1,0,0,0,0,0,0,0,0,0,0
Eddie Hare,1,0,0,0,0,0,0,0,0,0,0
John James,1,0,0,0,0,0,0,0,0,0,0
Chuck Ramsey,1,0,0,0,0,0,0,0,0,0,0
Randy Rich,1,0,0,0,0,0,0,0,0,0,0
Ted Thompson,1,0,0,0,0,0,0,0,0,0,0
