Team,FF,FR,FR TD
Falcons,0,20,0
Bills,0,23,1
Bears,0,23,0
Bengals,0,15,2
Browns,0,11,1
Cowboys,0,12,0
Broncos,0,13,2
Lions,0,15,0
Packers,0,15,0
Oilers,0,16,1
Colts,0,21,1
Chiefs,0,20,0
Rams,0,16,0
Raiders,0,9,0
Dolphins,0,18,0
Vikings,0,13,0
Patriots,0,27,0
Saints,0,27,2
Giants,0,15,0
Jets,0,21,1
Eagles,0,15,0
Cardinals,0,20,0
Steelers,0,24,0
Chargers,0,11,0
49ers,0,16,1
Seahawks,0,11,0
Buccaneers,0,18,1
Redskins,0,21,1
