Team,FR TD,SFTY,INT TD
Bengals,2,1,3
Broncos,2,0,4
Saints,2,0,3
Bills,1,0,1
Browns,1,1,1
Oilers,1,0,0
Colts,1,1,0
Jets,1,0,0
49ers,1,2,0
Buccaneers,1,0,0
Redskins,1,1,0
Falcons,0,1,0
Bears,0,2,2
Cowboys,0,2,0
Lions,0,0,3
Packers,0,1,2
Chiefs,0,1,0
Rams,0,0,3
Raiders,0,1,0
Dolphins,0,0,0
Vikings,0,0,0
Patriots,0,0,3
Giants,0,0,0
Eagles,0,0,0
Cardinals,0,0,1
Steelers,0,1,0
Chargers,0,0,1
Seahawks,0,1,1
