Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Dolphins,333,1344,4,11,4,0,33,169,50.8,9
Saints,331,1257,3.8,8,3,0,38,159,48,6
Patriots,324,1347,4.2,3,4,1,54,147,45.4,8
Bills,319,1371,4.3,9,4,2,62T,157,49.2,13
Redskins,315,1140,3.6,5,3,1,40,126,40,6
Falcons,310,1181,3.8,12,1,0,37T,158,51,6
Cardinals,307,1209,3.9,10,6,1,64,142,46.2,9
Jets,304,1317,4.3,13,5,2,48T,176,57.9,12
Cowboys,296,1313,4.4,10,7,2,99,142,48,15
Colts,293,1044,3.6,4,3,0,32,121,41.3,11
Raiders,292,1080,3.7,15,7,2,53,129,44.2,9
Steelers,289,1187,4.1,7,4,0,34,137,47.4,8
Lions,283,1022,3.6,5,4,0,29T,119,42,11
Packers,283,1081,3.8,12,5,1,83T,99,35,13
Bears,276,988,3.6,5,1,0,26,112,40.6,7
Bengals,269,949,3.5,13,1,0,21,124,46.1,4
Chiefs,269,943,3.5,3,2,0,36,136,50.6,8
Buccaneers,268,952,3.6,6,1,1,47T,104,38.8,13
Chargers,267,1121,4.2,15,3,1,48T,143,53.6,7
Broncos,257,1018,4,6,2,0,23,105,40.9,9
Browns,256,873,3.4,7,0,0,18T,130,50.8,6
Rams,251,1025,4.1,13,4,1,54T,123,49,9
Vikings,245,912,3.7,6,3,0,30T,105,42.9,3
Giants,244,842,3.4,7,1,0,23,94,38.5,7
Seahawks,227,795,3.5,4,5,1,46,102,44.9,7
Oilers,225,799,3.6,5,2,0,24,104,46.2,8
49ers,219,740,3.4,6,2,0,21,98,44.8,6
Eagles,211,829,3.9,11,4,1,90T,96,45.5,8
