Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,184,104.6,158,51,610
Bills,0,0,0,0,159,106.7,157,49.2,604
Bears,0,0,0,0,149,105.7,112,40.6,571
Bengals,0,0,0,0,229,104.6,124,46.1,604
Browns,0,0,0,0,191,109.8,130,50.8,617
Cowboys,0,0,0,0,198,123.8,142,48,579
Broncos,0,0,0,0,187,103.3,105,40.9,591
Lions,0,0,0,0,167,122.8,119,42,598
Packers,0,0,0,0,194,135.7,99,35,582
Oilers,0,0,0,0,158,103.3,104,46.2,549
Colts,0,0,0,0,144,101.4,121,41.3,595
Chiefs,0,0,0,0,150,103.4,136,50.6,573
Rams,0,0,0,0,180,108.4,123,49,563
Raiders,0,0,0,0,187,121.4,129,44.2,580
Dolphins,0,0,0,0,135,104.6,169,50.8,581
Vikings,0,0,0,0,212,113.4,105,42.9,538
Patriots,0,0,0,0,126,135.5,147,45.4,526
Saints,0,0,0,0,141,102.9,159,48,604
Giants,0,0,0,0,178,110.6,94,38.5,559
Jets,0,0,0,0,190,115.2,176,57.9,606
Eagles,0,0,0,0,200,119,96,45.5,530
Cardinals,0,0,0,0,150,116.3,142,46.2,580
Steelers,0,0,0,0,183,129.8,137,47.4,586
Chargers,0,0,0,0,249,119.7,143,53.6,616
49ers,0,0,0,0,242,112.6,98,44.8,588
Seahawks,0,0,0,0,180,102.3,102,44.9,588
Buccaneers,0,0,0,0,210,128,104,38.8,528
Redskins,0,0,0,0,160,98.8,126,40,598
