Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Steelers,230,97,19,10,206,48.1,81,21.7,1043
Rams,226,98,17,8,206,52.6,123,26,1088
Football Team,225,88,19,11,184,47.3,108,27,1051
Chargers,224,99,25,12,226,54.7,111,23.8,1127
Falcons,221,97,26,15,243,59.6,86,21,1078
Eagles,220,82,35,15,177,53,114,28.3,1066
Cowboys,215,87,31,17,231,55.9,115,26.7,1113
Bengals,213,77,27,19,201,54,92,22.4,1040
Broncos,212,82,15,4,176,55.5,94,21.3,1030
Saints,208,93,16,11,199,53.8,147,29.8,1045
Ravens,207,101,19,12,142,55.2,166,29.9,993
Jaguars,207,84,26,7,205,53,80,23.7,997
Jets,206,70,18,7,146,50,94,23.2,948
Bears,205,71,28,17,218,54.2,93,23.7,1043
Dolphins,202,78,10,8,207,56,100,23.4,1021
Cardinals,202,80,25,17,211,54.5,136,28.4,1083
Raiders,198,91,21,16,206,55.8,121,26.5,1036
Giants,198,72,22,14,178,55.4,91,22.8,966
Colts,197,78,26,16,201,54.2,129,28.1,1032
49ers,197,77,15,6,217,58.5,101,23.1,1046
Browns,196,88,24,8,195,61.9,133,26.9,1022
Panthers,195,76,27,15,192,51.5,110,27,993
Chiefs,194,95,16,9,255,60.7,110,27.3,1057
Texans,193,83,16,9,222,58,83,24.1,940
Lions,192,79,20,10,220,58.8,93,25.3,986
Buccaneers,191,83,14,8,238,58,82,22.2,1017
Seahawks,189,76,14,8,216,55.7,111,27,1022
Bills,187,93,10,8,240,58.5,119,29,1034
Patriots,186,76,17,9,157,55.5,143,28.5,979
Titans,182,84,16,10,203,64.2,142,27.3,1031
Vikings,181,74,23,13,212,60.7,139,29.7,1028
Packers,180,89,21,13,216,58.1,114,25.7,990
