Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Rams,29,43,67.4,2_2,15_13,12_8,13_6,0_0,0_0,48,3
Jets,22,30,73.3,2_2,5_5,12_9,9_6,0_0,0_0,47,1
Giants,21,29,72.4,0_0,12_9,8_5,6_5,0_0,0_0,52,0
Lions,20,28,71.4,3_3,7_7,8_6,9_4,0_0,0_0,48,1
Chiefs,20,30,66.7,1_1,10_8,9_6,7_5,0_0,0_0,47,2
Browns,19,28,67.9,2_1,7_6,5_2,12_10,0_0,0_0,45,2
Dolphins,19,23,82.6,0_0,5_4,11_10,7_5,0_0,0_0,49,0
Redskins,19,30,63.3,0_0,4_4,7_5,13_8,0_0,0_0,52,0
Chargers,18,22,81.8,2_2,10_9,6_4,4_3,0_0,0_0,44,1
Bears,17,22,77.3,0_0,7_7,11_9,4_1,0_0,0_0,44,2
Falcons,16,26,61.5,0_0,9_8,14_7,3_1,0_0,0_0,48,3
Bengals,16,30,53.3,0_0,7_5,8_4,12_6,0_0,0_0,52,3
Cowboys,16,26,61.5,3_2,8_8,5_3,10_3,0_0,0_0,48,1
49ers,15,23,65.2,2_2,5_5,10_4,5_4,0_0,0_0,45,0
Oilers,14,18,77.8,2_2,3_2,9_7,4_3,0_0,0_0,49,0
Buccaneers,14,24,58.3,0_0,6_6,7_3,10_5,0_0,0_0,49,1
Seahawks,13,21,61.9,2_2,1_1,6_5,11_5,0_0,0_0,48,0
Raiders,12,20,60,0_0,8_5,7_5,5_2,0_0,0_0,45,1
Vikings,12,19,63.2,1_1,5_4,5_3,8_4,0_0,0_0,47,0
Patriots,12,24,50,1_1,5_4,11_5,7_2,0_0,0_0,47,2
Saints,12,25,48,1_1,9_5,6_5,5_0,0_0,0_0,50,3
Steelers,12,26,46.2,1_1,6_5,9_3,8_3,0_0,0_0,44,1
Broncos,11,22,50,1_1,4_3,7_3,8_4,0_0,0_0,45,2
Packers,11,19,57.9,2_2,5_3,5_2,6_4,0_0,0_0,48,0
Cardinals,11,22,50,0_0,5_4,7_4,10_3,0_0,0_0,45,1
Bills,10,13,76.9,0_0,5_5,5_4,3_1,0_0,0_0,46,0
Colts,8,17,47.1,0_0,5_5,6_2,6_1,0_0,0_0,41,1
Eagles,8,17,47.1,0_0,5_5,7_3,4_0,0_0,0_0,39,2
