Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Cowboys,80,0,7,8.8,0,0,0,0,0,0
Dolphins,79,0,5,6.3,0,0,0,0,0,0
Jets,79,0,13,16.5,0,0,0,0,0,0
Chargers,78,0,8,10.3,0,0,0,0,0,0
Rams,77,0,10,13,0,0,0,0,0,0
Browns,74,0,1,1.4,0,0,0,0,0,0
Patriots,74,0,4,5.4,0,0,0,0,0,0
Seahawks,74,0,3,4,0,0,0,0,0,0
Steelers,73,0,11,15.1,0,0,0,0,0,0
Lions,70,0,1,1.4,0,0,0,0,0,0
Giants,68,0,10,14.7,0,0,0,0,0,0
Oilers,67,0,3,4.5,0,0,0,0,0,0
Raiders,67,0,16,23.9,0,0,0,0,0,0
Bills,65,0,3,4.6,0,0,0,0,0,0
Vikings,65,0,3,4.6,0,0,0,0,0,0
Redskins,63,0,6,9.5,0,0,0,0,0,0
Bears,62,0,7,11.3,0,0,0,0,0,0
Bengals,62,0,10,16.1,0,0,0,0,0,0
Chiefs,62,0,4,6.4,0,0,0,0,0,0
Saints,62,0,7,11.3,0,0,0,0,0,0
Broncos,61,0,8,13.1,0,0,0,0,0,0
Buccaneers,60,0,9,15,0,0,0,0,0,0
Packers,59,0,5,8.5,0,0,0,0,0,0
Eagles,59,0,2,3.4,0,0,0,0,0,0
Falcons,58,0,6,10.3,0,0,0,0,0,0
Cardinals,58,0,5,8.6,0,0,0,0,0,0
Colts,56,0,4,7.1,0,0,0,0,0,0
49ers,54,0,5,9.3,0,0,0,0,0,0
