Team,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Rams,26.3,47,1236,1,0,0,98T,0,0
Bears,26.3,56,1472,4,0,0,96T,0,0
Colts,25.8,45,1161,1,0,0,99T,0,0
Bengals,25.7,39,1002,1,0,0,95T,0,0
Steelers,24.9,40,997,0,0,0,91,0,0
Cowboys,24,37,888,1,0,0,100T,0,0
Vikings,23.4,36,842,0,0,0,66,0,0
Raiders,23.1,44,1017,0,0,0,62,0,0
Browns,22.8,44,1001,1,0,0,94T,0,0
Broncos,22.7,49,1114,0,0,0,39,0,0
Chiefs,22.7,44,997,0,0,0,48,0,0
Packers,22.6,63,1422,2,0,0,101,0,0
Lions,22.3,43,959,1,0,0,85T,0,0
Giants,22.2,52,1157,0,0,0,69,0,0
Dolphins,21.6,48,1036,1,0,0,96T,0,0
Oilers,21.2,55,1168,0,0,0,45,0,0
Eagles,21.2,59,1252,0,0,0,82,0,0
Patriots,20.6,62,1275,0,0,0,52,0,0
Bills,20.1,62,1244,2,0,0,95,0,0
Redskins,20,61,1223,0,0,0,51,0,0
Jets,19.8,56,1106,0,0,0,41,0,0
49ers,19.7,49,967,0,0,0,55,0,0
Saints,19.7,53,1044,0,0,0,38,0,0
Cardinals,19.7,47,926,0,0,0,32,0,0
Falcons,19.5,47,916,0,0,0,32,0,0
Chargers,19.4,42,813,0,0,0,41,0,0
