Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Vikings,78,0,9,11.5,0,0,0,0,0,0
Rams,76,0,5,6.6,0,0,0,0,0,0
49ers,76,0,18,23.7,0,0,0,0,0,0
Bengals,74,0,41,55.4,0,0,0,0,0,0
Lions,74,0,6,8.1,0,0,0,0,0,0
Cardinals,71,0,17,23.9,0,0,0,0,0,0
Colts,70,0,12,17.1,0,0,0,0,0,0
Chiefs,70,0,25,35.7,0,0,0,0,0,0
Dolphins,69,0,14,20.3,0,0,0,0,0,0
Giants,69,0,10,14.5,0,0,0,0,0,0
Cowboys,68,0,8,11.8,0,0,0,0,0,0
Redskins,67,0,18,26.9,0,0,0,0,0,0
Raiders,66,0,12,18.2,0,0,0,0,0,0
Bears,62,0,15,24.2,0,0,0,0,0,0
Jets,62,0,4,6.4,0,0,0,0,0,0
Chargers,61,0,9,14.8,0,0,0,0,0,0
Browns,60,0,21,35,0,0,0,0,0,0
Broncos,60,0,36,60,0,0,0,0,0,0
Eagles,57,0,6,10.5,0,0,0,0,0,0
Oilers,56,0,24,42.9,0,0,0,0,0,0
Steelers,53,0,4,7.6,0,0,0,0,0,0
Packers,51,0,15,29.4,0,0,0,0,0,0
Bills,50,0,3,6,0,0,0,0,0,0
Falcons,49,0,8,16.3,0,0,0,0,0,0
Saints,47,0,12,25.5,0,0,0,0,0,0
Patriots,42,0,1,2.4,0,0,0,0,0,0
