Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Rams,39,42,92.9,0_0,16_16,13_11,9_8,0_0,0_0,53,0
Colts,37,37,100,0_0,17_17,7_7,12_12,0_0,0_0,50,0
Ravens,34,40,85,0_0,16_16,6_6,14_11,0_0,0_0,56,0
Panthers,32,38,84.2,0_0,13_13,8_6,13_11,0_0,0_0,53,0
Titans,32,37,86.5,0_0,5_5,14_14,16_12,0_0,0_0,50,0
Broncos,28,32,87.5,0_0,12_11,6_6,11_9,0_0,0_0,51,0
Jets,27,32,84.4,0_0,5_5,15_15,8_7,0_0,0_0,48,1
Bears,26,36,72.2,1_1,4_4,13_9,14_9,0_0,0_0,54,2
49ers,26,37,70.3,0_0,13_11,12_7,10_8,0_0,0_0,48,2
Patriots,25,34,73.5,0_0,17_16,8_4,8_5,0_0,0_0,48,1
Redskins,25,33,75.8,0_0,8_8,9_7,9_6,0_0,0_0,54,1
Eagles,24,29,82.8,0_0,9_9,7_7,10_6,0_0,0_0,57,1
Browns,23,28,82.1,3_3,7_7,8_5,8_6,0_0,0_0,52,0
Cowboys,23,29,79.3,0_0,11_11,6_5,7_4,0_0,0_0,52,0
Packers,23,26,88.5,0_0,5_5,11_11,9_6,0_0,0_0,50,0
Steelers,23,32,71.9,0_0,12_9,7_6,12_7,0_0,0_0,51,0
Bengals,22,25,88,0_0,5_5,10_10,8_7,0_0,0_0,48,0
Lions,22,23,95.6,0_0,7_7,6_6,6_5,0_0,0_0,54,0
Raiders,22,25,88,0_0,6_6,6_6,10_9,0_0,0_0,55,1
Dolphins,22,29,75.9,0_0,9_9,6_3,8_6,0_0,0_0,52,1
Saints,22,30,73.3,0_0,6_6,12_10,9_5,0_0,0_0,50,1
Seahawks,22,30,73.3,0_0,5_5,11_10,11_6,0_0,0_0,58,1
Jaguars,20,33,60.6,0_0,11_10,8_4,12_5,0_0,0_0,53,3
Giants,20,27,74.1,0_0,8_6,11_9,8_5,0_0,0_0,47,1
Falcons,19,27,70.4,0_0,6_6,11_9,7_4,0_0,0_0,46,1
Texans,18,22,81.8,1_1,3_3,8_8,6_5,0_0,0_0,50,0
Vikings,18,25,72,0_0,7_7,8_6,7_4,0_0,0_0,51,0
Cardinals,18,26,69.2,0_0,8_8,10_5,5_4,0_0,0_0,53,0
Bills,17,24,70.8,0_0,12_11,3_3,7_3,0_0,0_0,44,0
Chiefs,16,20,80,0_0,3_3,8_8,8_5,0_0,0_0,49,1
Buccaneers,16,26,61.5,0_0,9_9,6_3,8_3,0_0,0_0,50,5
Chargers,15,20,75,1_1,6_6,3_3,7_3,0_0,0_0,51,2
