Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Todd Christensen,95,1153,8,15,0,35,65,68.4,1,0,0
Jerry Rice,86,1570,15,22,11,66,69,80.2,2,0,0
Al Toon,85,1176,8,13,4,62,52,61.2,3,0,0
Stanley Morgan,84,1491,10,28,5,44,75,89.3,0,0,0
Roger Craig,81,624,0,4,2,48,23,28.4,2,0,0
Gary Anderson,80,871,8,10,1,65,41,51.2,2,0,0
J.T. Smith,80,1014,6,11,1,45,51,63.8,1,0,0
Tony Collins,77,684,5,6,1,49,31,40.3,1,0,0
Herschel Walker,76,837,2,8,3,84,39,51.3,1,0,0
Gary Clark,74,1265,7,20,7,55,57,77,1,0,0
Art Monk,73,1068,4,15,5,69,41,56.2,1,0,0
Matt Bouza,71,830,5,8,0,33,45,63.4,0,0,0
Steve Largent,70,1070,9,18,0,38,51,72.9,3,0,0
Mickey Shuler,69,675,4,5,0,36,38,55.1,0,0,0
Mark Duper,67,1313,11,24,7,85,57,85.1,0,0,0
Mark Bavaro,66,1001,4,17,1,41,48,72.7,3,0,0
Bill Brooks,65,1131,8,17,6,84,48,73.8,0,0,0
Drew Hill,65,1112,5,18,4,81,55,84.6,0,0,0
James Lofton,64,840,4,13,0,36,43,67.2,3,0,0
Gerald Willhite,64,529,3,4,0,34,27,42.2,1,0,0
Kellen Winslow,64,728,5,11,0,28,43,67.2,0,0,0
Charlie Brown,63,918,4,12,2,42,47,74.6,1,0,0
Cris Collinsworth,62,1024,10,22,4,46,42,67.7,1,0,0
Dwight Clark,61,794,2,7,1,45,47,77,0,0,0
Ernest Givins,61,1062,3,20,3,60,49,80.3,0,0,0
Lorenzo Hampton,61,446,3,0,0,19,23,37.7,0,0,0
Mark Clayton,60,1150,10,19,7,68,52,86.7,0,0,0
Mike Quick,60,939,9,10,5,75,47,78.3,1,0,0
Eddie Brown,58,964,4,14,5,57,43,74.1,0,0,0
Steve Jordan,58,859,6,11,2,68,38,65.5,0,0,0
Wes Chandler,56,874,4,15,1,40,44,78.6,1,0,0
Earl Ferrell,56,434,3,2,0,30,18,32.1,0,0,0
Brian Brennan,55,838,6,13,3,57,47,85.4,1,0,0
James Brooks,54,686,4,11,2,54,29,53.7,0,0,0
Bruce Hardy,54,430,5,0,0,18,27,50,2,0,0
James Jones,54,334,1,2,0,21,19,35.2,2,0,0
Jeff Chadwick,53,995,5,18,3,73,48,90.6,1,0,0
