Player,INT,INT TD,INT Yds,Lng
Ronnie Lott,10,1,134,57
Deron Cherry,9,0,150,49
Mark Lee,9,0,33,11
Dave Waymer,9,0,48,17
Jerry Gray,8,0,101,28
Issiac Holt,8,0,54,27
Ronnie Lippett,8,0,76,43
Louis Breeden,7,1,72,36
Vann McElroy,7,0,105,28
Mike Richardson,7,0,69,32
Michael Downs,6,0,54,31
Dave Duerson,6,0,139,38
Mike Harden,6,2,179,52
Jerry Holmes,6,0,29,28
LeRoy Irvin,6,1,150,50
Tim McKyer,6,1,33,21
Andre Waters,6,0,39,21
Roynell Young,6,0,9,9
Dave Brown,5,1,58,24
Lloyd Burruss,5,3,193,72
Gill Byrd,5,0,45,18
Bret Clark,5,0,94,34
Nolan Cromwell,5,1,101,80
Hanford Dixon,5,0,35,19
Ron Fellows,5,1,46,34
Darrell Green,5,0,9,7
Lester Lyles,5,0,36,22
Johnny Lynn,5,0,36,26
Wilber Marshall,5,1,68,58
Devon Mitchell,5,0,41,17
Joey Browner,4,1,62,39
Mossy Cade,4,0,26,18
Scott Case,4,0,41,41
Leonard Coleman,4,0,36,31
Jeffery Dale,4,0,153,50
Jim Fahnhorst,4,0,52,46
David Fulcher,4,0,20,15
Jeff Fuller,4,0,44,26
Duane Galloway,4,0,58,36
Kerry Justin,4,0,29,18
Terry Kinard,4,0,52,25
Albert Lewis,4,0,18,13
Cedric Mack,4,0,42,24
Bruce McNorton,4,0,10,10
Johnnie Poe,4,0,42,30
Jerry Robinson,4,1,42,32
Charles Romes,4,0,23,23
Kevin Ross,4,0,66,35
Sam Seale,4,0,2,2
Perry Williams,4,0,31,15
Patrick Allen,3,0,20,18
Raymond Clayborn,3,0,4,4
Harvey Clayton,3,0,18,14
Sherman Cocroft,3,0,32,13
Evan Cooper,3,0,20,20
Eugene Daniel,3,0,11,5
Gary Fencik,3,0,37,24
Don Griffin,3,0,0,0
John Harris,3,0,69,28
Greg Hill,3,1,64,26
Kenny Hill,3,0,25,23
Bryan Hinkle,3,0,7,6
Tom Holmoe,3,2,149,78
Vestee Jackson,3,0,0,0
Alonzo Johnson,3,0,6,9
Curtis Jordan,3,0,46,20
Carl Lee,3,0,10,10
Tony Lilly,3,0,22,15
Allen Lyday,3,0,24,24
Vito McKeever,3,0,12,10
Frank Minnifield,3,0,20,20
Paul Moyer,3,0,38,20
Vince Newsome,3,0,45,34
Eugene Robinson,3,0,39,25
Lupe Sanchez,3,1,71,67
Donnie Shell,3,0,29,17
Everson Walls,3,0,46,24
Frank Wattelet,3,0,34,22
Eric Williams,3,0,44,25
Carlton Williamson,3,0,3,2
Rick Woods,3,0,26,23
Felix Wright,3,0,33,33
Louis Wright,3,0,56,56
Leo Barker,2,0,7,7
Jeff Barnes,2,0,7,7
Duane Bickett,2,0,10,10
Glenn Blackwood,2,0,10,7
Todd Bowles,2,0,0,0
Scot Brantley,2,0,65,57
Steve Brown,2,0,34,38
Derrick Burroughs,2,0,49,41
Carl Carter,2,0,12,11
Kyle Clifton,2,0,8,7
Ken Coffey,2,0,0,0
David Croudip,2,0,35,29
Craig Curry,2,0,0,0
Kenny Easley,2,0,34,24
Bo Eason,2,0,16,11
Ray Ellis,2,0,12,7
Steve Foley,2,0,39,24
Antonio Gibson,2,0,43,43
Vencie Glenn,2,0,31,31
George Greene,2,0,0,0
James Griffin,2,0,34,21
Lester Hayes,2,0,7,7
Mike Haynes,2,0,28,22
Dwight Hicks,2,0,16,16
Van Jakes,2,0,6,4
Roland James,2,0,39,21
Mark Jerue,2,1,23,22
Demetrious Johnson,2,0,18,18
Richard Johnson,2,0,6,6
William Judson,2,0,0,0
Robert Lyles,2,0,0,0
Fred Marion,2,1,56,37
Clay Matthews,2,0,12,8
Brett Maxie,2,0,15,15
Larry McGrew,2,0,44,27
Don McNeal,2,0,46,29
Mike Merriweather,2,0,14,11
Rich Milot,2,0,33,31
Steve Nelson,2,0,21,17
Tory Nixon,2,1,106,88
Leslie O'Neal,2,1,22,17
Elvis Patterson,2,0,26,26
Gary Reasons,2,0,28,18
Chris Rockins,2,0,41,24
Donovan Rose,2,0,63,36
Bruce Scholtz,2,0,10,10
Jesse Solomon,2,0,34,18
Mickey Sutton,2,0,25,20
Terry Taylor,2,0,0,0
Stacey Toran,2,0,28,19
Lionel Washington,2,0,19,19
Herb Welch,2,0,22,16
Barry Wilburn,2,0,14,14
Reggie Wilkes,2,0,11,10
Jimmy Williams,2,0,12,11
Joel Williams,2,1,18,14
Otis Wilson,2,0,31,21
Dennis Woodberry,2,0,14,9
Stefon Adams,1,0,32,32
John Anderson,1,0,3,3
Harvey Armstrong,1,0,4,4
Martin Bayless,1,0,0,0
Todd Bell,1,0,-1,-1
Rodney Bellinger,1,0,14,14
Rufus Bess,1,0,12,12
Lyle Blackwood,1,0,14,14
John Bostic,1,0,8,8
Keith Bostic,1,0,0,0
Bud Brown,1,0,3,3
Donald Brown,1,0,23,23
Keith Browner,1,0,16,16
Barney Bussey,1,0,19,19
Bobby Butler,1,1,33,33
Harry Carson,1,0,20,20
Wendell Cason,1,0,10,10
Mike Charles,1,0,2,2
Garry Cobb,1,0,3,3
Mark Collins,1,0,0,0
Johnie Cooks,1,0,1,1
Tom Cousineau,1,0,18,18
Bob Crable,1,0,26,26
Buddy Curry,1,0,32,32
Kenny Daniel,1,0,0,0
Calvin Daniels,1,0,4,4
Jeff Davis,1,0,0,0
Vernon Dean,1,0,5,5
Rick Dennison,1,0,5,5
Chris Doleman,1,1,59,59
Jeff Donaldson,1,0,0,0
Ricky Easmon,1,0,0,0
Keith Ferguson,1,0,7,7
Tom Flynn,1,0,0,0
Elbert Foules,1,0,14,14
Steve Freeman,1,0,0,0
Greg Gaines,1,0,8,8
Russell Gary,1,0,14,14
Shaun Gayle,1,0,13,13
Dino Hackett,1,0,0,0
Charles Haley,1,0,8,8
Harry Hamilton,1,0,29,29
Jon Hand,1,0,8,8
Mark Harper,1,0,31,31
James Haynes,1,1,17,17
Andy Headen,1,0,1,1
Terry Hoage,1,0,18,18
Johnny Holloway,1,0,1,1
John Holt,1,0,80,80
Ray Horton,1,0,4,4
Ricky Hunley,1,0,22,22
Rickey Jackson,1,0,1,1
Johnnie Johnson,1,0,13,13
Pepper Johnson,1,0,13,13
Vaughan Johnson,1,0,15,15
Rod Jones,1,0,0,0
Seth Joyner,1,0,4,4
Joe Kelly,1,0,6,6
Mike Kozlowski,1,0,0,0
Greg Lasker,1,0,0,0
Bobby Leopold,1,0,21,21
Eugene Lockhart,1,0,5,5
Leonard Marshall,1,0,0,0
George Martin,1,1,78,78
Rod Martin,1,0,15,15
Reggie McKenzie,1,0,9,9
Steve McMichael,1,0,5,5
Rod McSwain,1,0,3,3
Keith Millard,1,0,17,17
Robert Moore,1,0,0,0
John Offerdahl,1,0,14,14
Neal Olkewicz,1,0,15,15
Reggie Phillips,1,0,6,6
John Rade,1,0,6,6
Scott Radecic,1,0,20,20
Johnny Rembert,1,0,37,37
Jody Schulz,1,0,11,11
Victor Scott,1,0,31,31
Mike Singletary,1,0,3,3
Fred Smerlas,1,0,3,3
Dennis Smith,1,0,0,0
Leonard Smith,1,0,13,13
Wayne Smith,1,0,35,35
Gary Spani,1,0,24,24
Ken Stills,1,1,58,58
Scott Studwell,1,0,2,2
Craig Swoope,1,0,23,23
Ken Taylor,1,0,0,0
Manu Tuiasosopo,1,0,22,22
Keena Turner,1,0,9,9
Chris Washington,1,0,12,12
Elbert Watts,1,0,6,6
Mike Wilcher,1,0,0,0
Eric Williams,1,0,2,2
Steve Wilson,1,0,-5,-5
Carl Zander,1,0,18,18
John Swain,0,0,9,9
Andre Tippett,0,0,32,32
