Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Tony Franklin,87,4796,1475,6,6.9,81,18.2,0,0,0,0
Chuck Nelson,85,4969,1522,6,7.1,79,19.3,0,0,0,0
Ray Wersching,85,5065,1598,13,15.3,72,22.2,0,0,0,1
Fuad Reveiz,83,5084,997,28,33.7,53,18.8,0,0,0,0
Jim Breech,81,4662,1536,4,4.9,76,20.2,0,0,0,1
Kevin Butler,81,4967,1376,16,19.8,64,21.5,0,0,0,0
Norm Johnson,81,4917,1002,21,25.9,59,17,0,0,0,0
Rich Karlis,81,4927,1367,19,23.5,62,22,0,0,0,0
Steve Cox,78,4610,1005,27,34.6,50,20.1,0,0,0,0
Nick Lowery,77,4350,1274,7,9.1,70,18.2,0,0,0,0
Pat Leahy,76,4451,1299,13,17.1,61,21.3,0,0,0,0
Chris Bahr,74,4465,1064,11,14.9,63,16.9,0,0,0,0
Gary Anderson,72,4384,1362,15,20.8,56,24.3,0,0,0,3
Rafael Septien,72,4258,1317,6,8.3,64,20.6,0,1,0,0
Mike Lansford,70,3967,1277,5,7.1,64,20,0,0,0,0
Morten Andersen,69,4334,662,32,46.4,34,19.5,0,0,0,0
Raul Allegre,68,4067,1143,10,14.7,58,19.7,0,0,0,0
Lee Johnson,68,4216,695,36,52.9,32,21.7,0,0,0,0
Scott Norwood,67,3827,1118,11,16.4,54,20.7,0,0,0,0
Eddie Murray,66,3875,1072,10,15.2,55,19.5,0,0,0,0
Paul McFadden,64,3591,1249,2,3.1,61,20.5,0,0,0,0
Al Del Greco,62,3444,1172,1,1.6,60,19.5,0,0,0,0
Matt Bahr,61,3619,1153,4,6.6,56,20.6,0,0,0,1
Donald Igwebuike,61,3549,1009,12,19.7,45,22.4,0,0,0,1
Dean Biasucci,54,2995,821,8,14.8,43,19.1,0,1,0,0
Mick Luckhurst,38,2237,656,4,10.5,33,19.9,0,0,0,0
Rolf Benirschke,37,1945,557,2,5.4,32,17.4,0,0,0,0
Ralf Mojsiejenko,37,2344,520,11,29.7,27,19.3,0,0,0,0
John Lee,22,1126,335,1,4.6,20,16.8,0,1,0,0
Mark Moseley,22,1162,302,1,4.6,21,14.4,0,0,0,0
Ali Haji-Sheikh,21,1230,395,2,9.5,19,20.8,0,0,0,0
Eric Schubert,18,1006,240,1,5.6,17,14.1,0,0,0,0
Evan Arapostathis,14,773,293,1,7.1,12,24.4,0,0,0,0
Joe Cooper,8,471,136,1,12.5,7,19.4,0,0,0,0
Rick Donnelly,8,480,139,1,12.5,7,19.9,0,0,0,0
Bob Thomas,5,279,83,0,0,5,16.6,0,0,0,0
Jeff Hayes,4,236,75,0,0,4,18.8,0,0,0,0
Don Bracken,2,94,9,0,0,2,4.5,0,0,0,0
John Kidd,2,114,39,0,0,2,19.5,0,0,0,0
Chris Norman,2,57,4,0,0,2,2,0,0,0,0
Mike Saxon,2,108,41,0,0,2,20.5,0,0,0,0
Jim Arnold,1,60,24,0,0,1,24,0,0,0,0
Lewis Colbert,1,39,8,0,0,1,8,0,0,0,0
Brian Hansen,1,17,0,0,0,0,0,0,0,0,0
Harry Holt,1,61,21,0,0,1,21,0,0,0,0
Dave Jennings,1,57,8,0,0,1,8,0,0,0,0
John Teltschik,1,69,7,0,0,1,7,0,0,0,0
Jack Weil,1,65,23,0,0,1,23,0,0,0,0
