Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Gordon Banks,56,1,56,0,1,1,56,0,0
Vance Mueller,36.5,2,73,0,2,1,46,0,0
Darrin Nelson,35,3,105,0,3,1,40,0,0
Stump Mitchell,33.8,6,203,0,6,2,53,0,0
Dave Puzzuoli,32,1,32,0,1,0,32,0,0
Lew Barnes,31.3,3,94,1,1,1,85,0,0
Dennis Gentry,28.8,20,576,1,13,3,91,0,0
Mel Gray,27.9,31,866,1,24,4,101,0,0
Mike Merriweather,27,1,27,0,1,0,27,0,0
Chas Fox,26.8,6,161,0,5,0,38,0,0
Boyce Green,25.4,10,254,1,4,1,97,0,0
Robb Riddick,25,8,200,0,4,2,49,0,0
Jo-Jo Townsell,24.8,13,322,1,5,2,93,0,0
William Graham,24,3,72,0,3,0,27,0,0
Buster Rhymes,23.7,9,213,0,7,0,34,0,0
Lupe Sanchez,23.6,25,591,0,14,3,64,0,2
Keith Byars,23.5,2,47,0,1,0,31,0,0
Tim McGee,23.4,43,1007,0,27,2,94,0,0
Bobby Humphery,23.4,28,655,1,14,2,96,0,0
Ken Bell,23.1,23,531,0,14,1,42,0,1
Sherman Cocroft,23,1,23,0,1,0,23,0,0
Bobby Futrell,23,5,115,0,3,0,30,0,0
Vai Sikahema,22.9,37,847,0,26,1,44,0,1
Napoleon McCallum,22.9,8,183,0,3,1,59,0,1
Gene Lang,22.9,21,480,0,13,1,42,0,0
Rufus Bess,22.7,31,705,0,22,2,43,0,1
Bobby Joe Edmonds,22.5,34,764,0,23,1,46,0,0
Stephen Starring,22.3,36,802,0,21,2,52,0,0
Darryl Clack,22.2,19,421,0,12,2,51,0,3
Walter Broughton,22.1,11,243,0,7,0,39,0,1
Ron Brown,22.1,36,794,0,22,2,55,0,1
Gary Ellerson,22,7,154,0,3,1,57,0,0
Tom Rathman,22,3,66,0,2,0,22,0,0
Kenny Daniel,21.8,5,109,0,3,0,30,0,0
Craig Ellis,21.6,25,541,0,15,1,41,0,0
Albert Bentley,21.5,32,687,0,22,0,37,0,0
Stanford Jennings,21.4,12,257,0,8,1,41,0,0
Sylvester Stamps,21.4,24,514,0,16,0,35,0,1
Eric Martin,21.3,3,64,0,2,0,27,0,0
Rueben Mayes,21.3,10,213,0,6,0,34,0,0
Stefon Adams,21.2,27,573,0,14,1,51,0,0
Gerald McNeil,21.2,47,997,1,21,1,100,0,0
Greg Allen,21,1,21,0,1,0,21,0,0
Evan Cooper,21,2,42,0,1,0,24,0,0
Phil Epps,21,1,21,0,1,0,21,0,0
Paul Skansi,21,1,21,0,1,0,21,0,0
Ken Stills,20.9,10,209,0,6,0,38,0,1
Nathan Wonsley,20.8,10,208,0,6,0,29,0,0
Mike Martin,20.8,4,83,0,3,0,21,0,0
Eric Swanson,20.6,10,206,0,5,1,40,0,0
Herman Hunter,20.6,49,1007,0,25,2,54,0,1
Ken Jenkins,20.5,27,554,0,15,0,37,0,2
Derrick Harmon,20.5,4,82,0,2,0,28,0,0
Eric Richardson,20.5,6,123,0,4,0,28,0,2
Dwight Garner,20.3,7,142,0,4,0,26,0,1
Lorenzo Hampton,20.2,9,182,0,6,0,25,0,0
Randall Morris,20.2,23,465,0,10,0,38,0,0
Gary Anderson,20.1,24,482,0,13,0,35,0,0
Curtis Adams,20,5,100,0,3,0,25,0,0
David Croudip,20,1,20,0,1,0,20,0,0
Willie Drewrey,20,25,500,0,13,0,32,0,0
Willie Gault,20,1,20,0,1,0,20,0,0
Larry Moriarty,20,4,80,0,2,0,23,0,0
Clarence Verdin,20,12,240,0,5,0,29,0,0
Allen Pinkett,20,26,519,0,14,1,48,0,0
Walter Stanley,20,28,559,0,11,1,55,0,0
Elbert Watts,19.9,12,239,0,5,1,40,0,0
Donnie Elder,19.8,22,435,0,11,0,36,0,1
Phil McConkey,19.6,24,471,0,11,0,27,0,0
Keith Griffin,19.5,8,156,0,4,0,35,0,0
Dana McLemore,19.5,2,39,0,1,0,22,0,0
Robert Lavette,19.4,36,699,0,16,0,37,0,0
Don Griffin,19.4,5,97,0,3,0,28,0,0
Kenneth Davis,19.2,12,231,0,7,0,35,0,1
Jeff Smith,19.2,29,557,0,13,0,29,0,1
Irving Fryar,19.2,10,192,0,3,0,33,0,0
Emile Harry,19.2,6,115,0,2,0,26,0,0
Junior Tautalatasi,19.1,18,344,0,6,2,51,0,3
Carl Bland,19,6,114,0,3,0,24,0,0
Butch Woolfolk,19,2,38,0,1,0,21,0,0
Phil Freeman,18.8,31,582,0,12,0,33,0,1
Derrick Crawford,18.7,15,280,0,5,0,34,0,0
Mark Collins,18.6,11,204,0,4,0,26,0,1
Pete Mandley,18.5,2,37,0,1,0,37,0,0
Chuck Sanders,18.5,8,148,0,3,0,29,0,0
Charles Crawford,18.4,27,497,0,10,0,36,0,1
Robbie Martin,18.3,21,385,0,7,0,27,0,0
Kevin Walker,18.2,8,146,0,4,0,26,0,1
Keith Williams,18.2,14,255,0,4,0,32,0,0
Mickey Sutton,18.2,5,91,0,3,0,22,0,0
Thomas Sanders,18.1,22,399,0,8,1,44,0,0
Henry Ellard,18,1,18,0,0,0,18,0,0
Rodney Holman,18,1,18,0,0,0,18,0,0
Charles White,18,12,216,0,7,0,28,0,2
Bill Brooks,17.9,8,143,0,3,0,24,0,1
Ronnie Harmon,17.8,18,321,0,8,0,32,0,1
Ron Davenport,17.8,16,285,0,6,0,37,0,2
William Andrews,17.8,4,71,0,2,0,22,0,0
Bobby Howard,17.8,4,71,0,2,0,24,0,0
Steve Tasker,17.8,12,213,0,5,0,24,0,0
Kurt Sohn,17.7,7,124,0,3,0,36,0,0
Carlos Carson,17.6,5,88,0,2,0,29,0,0
Allen Rice,17.6,5,88,0,2,0,23,0,0
Lionel James,17.5,18,315,0,5,0,31,0,2
Herbert Harris,17.4,7,122,0,3,0,22,0,0
Carl Monroe,17.4,8,139,0,5,0,25,0,0
Cliff Austin,17.1,7,120,0,3,0,25,0,1
Mike Tice,17,1,17,0,0,0,17,0,0
