Player,FF,FR,FR TD
Rickey Jackson,6,1,0
Jeff Davis,5,1,0
Don Blackmon,4,2,0
Wilber Marshall,4,3,1
Johnny Rembert,4,3,1
Billy Ray Smith Jr.,4,1,0
Greg Townsend,4,0,0
Dave Ahrens,3,0,0
Harvey Armstrong,3,3,0
Richard Dent,3,0,0
Ray Ellis,3,0,0
Jumpy Geathers,3,1,0
Nesby Glasgow,3,2,0
Charles Haley,3,2,0
Tim Harris,3,1,0
Bryan Hinkle,3,1,0
Lester Lyles,3,1,0
John Offerdahl,3,0,0
Leslie O'Neal,3,2,0
Ed Reynolds,3,1,0
Carl Banks,2,2,0
Bill Bates,2,0,0
Barry Bennett,2,0,0
Thomas Benson,2,2,0
Troy Benson,2,0,0
Duane Bickett,2,1,0
Keith Bostic,2,1,0
Mark Brown,2,3,0
Joey Browner,2,4,0
Rick Bryan,2,0,0
Russell Carter,2,1,0
Garry Cobb,2,1,0
Mike Cofer,2,3,0
Darren Comeaux,2,1,0
Chris Doleman,2,0,0
Keith Ferguson,2,1,0
Duane Galloway,2,1,0
Carl Hairston,2,1,0
Harry Hamilton,2,2,0
Jon Hand,2,2,0
James Haynes,2,2,0
David Howard,2,0,0
Bobby Humphery,2,1,0
Charles Jackson,2,0,0
Demetrious Johnson,2,2,0
Too Tall Jones,2,3,0
E.J. Junior,2,1,0
Linden King,2,0,0
Jim Laughlin,2,0,0
David Logan,2,0,0
Howie Long,2,2,0
Charles Mann,2,0,0
Leonard Marshall,2,3,0
Doug Martin,2,2,0
George Martin,2,1,0
Sean McNanie,2,1,0
Don McNeal,2,0,0
Andy Parker,2,0,0
Johnnie Poe,2,1,0
Randy Robbins,2,2,0
Jeff Rohrer,2,1,0
Bruce Smith,2,0,0
Dennis Smith,2,1,0
Art Still,2,2,0
Andre Tippett,2,1,0
Keena Turner,2,0,0
T.J. Turner,2,0,0
Andre Waters,2,2,0
Earl Wilson,2,0,0
Ken Woodard,2,1,1
Fredd Young,2,0,0
Robert Abraham,1,1,0
Al Baker,1,0,0
Jesse Baker,1,0,0
Tom Baldwin,1,1,0
Chip Banks,1,2,0
Todd Bowles,1,0,0
Jim Bowman,1,0,0
Ed Brady,1,0,0
Jim Britt,1,2,1
Bud Brown,1,0,0
Donald Brown,1,2,0
Greg Brown,1,0,0
Robert Brown,1,1,0
Keith Browner,1,2,0
Ross Browner,1,1,0
Bob Brudzinski,1,1,0
Jeff Bryant,1,0,0
Lloyd Burruss,1,1,0
Jim Burt,1,3,0
Gill Byrd,1,0,0
Richard Byrd,1,1,0
Reggie Camp,1,0,0
John Cannon,1,2,0
Gregg Carr,1,0,0
Alphonso Carreker,1,2,0
Paul Ott Carruth,1,0,0
Carl Carter,1,0,0
Mike Charles,1,0,0
Bruce Clark,1,3,0
Ken Clarke,1,0,0
Bob Clasby,1,1,0
Kyle Clifton,1,1,0
Tim Cofield,1,1,0
Leonard Coleman,1,1,0
Johnie Cooks,1,0,0
Evan Cooper,1,0,0
Joe Costello,1,0,0
Nolan Cromwell,1,1,0
David Croudip,1,0,0
Eugene Daniel,1,1,0
Jack Del Rio,1,0,0
Rick Dennison,1,0,0
Reggie Doss,1,1,0
Michael Downs,1,1,0
Dave Duerson,1,2,0
Kenny Easley,1,0,0
Ricky Easmon,1,0,0
Carl Ekern,1,0,0
Steve Foley,1,0,0
Jerome Foster,1,1,0
David Galloway,1,2,0
Russell Gary,1,0,0
Bill Gay,1,1,0
Mike Golic,1,2,0
Jerry Gray,1,1,0
Curtis Green,1,0,0
Darrell Green,1,0,0
Hugh Green,1,0,0
Jacob Green,1,1,0
David Greenwood,1,0,0
James Griffin,1,0,0
John Grimsley,1,1,0
Mike Harden,1,0,0
Michael Harper,1,2,0
Al Harris,1,0,0
Andy Headen,1,0,0
Anthony Henton,1,1,0
Dwight Hicks,1,0,0
Terry Hoage,1,2,0
Jerry Holmes,1,0,0
Ron Holmes,1,1,0
Ricky Hunley,1,1,0
Patrick Hunter,1,0,0
Tom Jackson,1,0,0
Craig James,1,1,0
Jim Jeffcoat,1,2,0
Jim Jensen,1,0,0
Mark Jerue,1,0,0
Bobby Johnson,1,0,0
Johnnie Johnson,1,1,0
William Judson,1,0,0
Tyrone Keys,1,0,0
Terry Kinard,1,2,0
Emanuel King,1,1,0
Joe Klecko,1,0,0
Barry Krauss,1,1,0
Greg Lasker,1,0,0
Albert Lewis,1,2,0
David Little,1,0,0
Woodrow Lowe,1,2,0
Johnny Lynn,1,0,0
Marty Lyons,1,1,0
Bill Maas,1,2,0
Cedric Mack,1,1,0
Lynn Madsen,1,0,0
Charles Martin,1,1,0
Eugene Marve,1,0,0
Brett Maxie,1,1,0
Larry McGrew,1,0,0
Steve McMichael,1,2,0
Freeman McNeil,1,0,0
Johnny Meads,1,1,0
Karl Mecklenburg,1,1,0
Mike Merriweather,1,2,0
Matt Millen,1,0,0
Sam Mills,1,1,0
Alvin Moore,1,1,0
Don Mosebar,1,0,0
Kevin Murphy,1,1,0
Joe Nash,1,2,0
Vince Newsome,1,1,0
Tim Newton,1,1,0
Brian Noble,1,0,0
Niko Noga,1,2,0
Cliff Odom,1,2,0
Terry Orr,1,0,0
Mel Owens,1,1,0
Aaron Pearson,1,0,0
Jesse Penn,1,2,0
William Perry,1,0,0
Reggie Phillips,1,0,0
Allen Pinkett,1,0,0
Mike Pitts,1,2,1
Andrew Provence,1,0,0
Dave Puzzuoli,1,0,0
Tate Randle,1,0,0
Larry Roberts,1,1,0
Fred Robinson,1,2,0
Jerry Robinson,1,2,0
Chris Rockins,1,2,0
Kevin Ross,1,3,1
Max Runager,1,0,0
Bruce Scholtz,1,0,0
Jeff Schuh,1,0,0
Jody Schulz,1,0,0
Randy Scott,1,1,0
Jackie Shipp,1,1,0
Mike Singletary,1,0,0
Reggie Singletary,1,1,0
Leonard Smith,1,0,0
Mike Smith,1,1,0
Phil Smith,1,0,0
Ivory Sully,1,4,0
Craig Swoope,1,2,0
Mosi Tatupu,1,0,0
Lawrence Taylor,1,0,0
Dennis Thurman,1,1,0
Alvin Toles,1,1,0
Travis Tucker,1,1,0
Brad Van Pelt,1,1,0
Garin Veris,1,2,0
Wesley Walker,1,0,0
Michael Walter,1,1,0
Frank Warren,1,3,0
Chris Washington,1,2,0
Reggie White,1,0,0
Barry Wilburn,1,2,0
Jim Wilks,1,0,0
Brent Williams,1,4,1
Eric Williams,1,1,0
Gerald Williams,1,0,0
Toby Williams,1,0,0
Butch Woolfolk,1,0,0
Felix Wright,1,1,0
Lonnie Young,1,0,0
Roynell Young,1,0,0
Curtis Adams,0,0,0
Stefon Adams,0,2,0
Mark Adickes,0,0,0
Mike Akiu,0,0,0
Vince Albritton,0,2,0
Rogers Alexander,0,0,0
Patrick Allen,0,0,0
