Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Harold Carmichael,67,1116,9,0,0,73,0,0,0,0,0
Charley Taylor,59,801,7,0,0,53,0,0,0,0,0
Fred Willis,57,371,1,0,0,50,0,0,0,0,0
Ed Podolak,55,445,0,0,0,25,0,0,0,0,0
Charle Young,55,854,6,0,0,80,0,0,0,0,0
Reggie Rucker,53,743,3,0,0,64,0,0,0,0,0
Tom Sullivan,50,322,1,0,0,29,0,0,0,0,0
Bob Tucker,50,681,5,0,0,33,0,0,0,0,0
Fred Biletnikoff,48,660,4,0,0,32,0,0,0,0,0
Ted Kwalick,47,729,5,0,0,48,0,0,0,0,0
Boobie Clark,45,347,0,0,0,39,0,0,0,0,0
Isaac Curtis,45,843,9,0,0,77,0,0,0,0,0
Mike Siani,45,742,3,0,0,80,0,0,0,0,0
Jerome Barkum,44,810,6,0,0,63,0,0,0,0,0
Ken Burrough,43,577,2,0,0,49,0,0,0,0,0
Don Herrmann,43,520,2,0,0,46,0,0,0,0,0
Riley Odoms,43,629,7,0,0,47,0,0,0,0,0
Billy Parks,43,581,1,0,0,66,0,0,0,0,0
Norm Bulaich,42,403,3,0,0,80,0,0,0,0,0
John Gilliam,42,907,8,0,0,54,0,0,0,0,0
Donny Anderson,41,409,3,0,0,44,0,0,0,0,0
Roy Jefferson,41,595,1,0,0,36,0,0,0,0,0
Floyd Little,41,423,1,0,0,50,0,0,0,0,0
Jackie Smith,41,600,1,0,0,42,0,0,0,0,0
Larry Brown,40,482,6,0,0,64,0,0,0,0,0
Harold Jackson,40,874,13,0,0,69,0,0,0,0,0
Danny Abramowicz,37,460,1,0,0,54,0,0,0,0,0
Chuck Foreman,37,362,2,0,0,35,0,0,0,0,0
Bob Grim,37,593,2,0,0,48,0,0,0,0,0
Terry Metcalf,37,316,0,0,0,35,0,0,0,0,0
Gene Washington,37,606,2,0,0,58,0,0,0,0,0
Rich Caster,35,593,4,0,0,49,0,0,0,0,0
Bob Moore,34,375,4,0,0,33,0,0,0,0,0
Otis Taylor,34,565,4,0,0,46,0,0,0,0,0
Vic Washington,33,238,0,0,0,20,0,0,0,0,0
John Beasley,32,283,2,0,0,15,0,0,0,0,0
Charlie Harraway,32,291,3,0,0,31,0,0,0,0,0
Calvin Hill,32,290,0,0,0,29,0,0,0,0,0
Ron Johnson,32,377,3,0,0,45,0,0,0,0,0
Jim Mitchell,32,420,0,0,0,50,0,0,0,0,0
Ken Burrow,31,567,7,0,0,57,0,0,0,0,0
Frank Pitts,31,317,4,0,0,26,0,0,0,0,0
Marlin Briscoe,30,447,2,0,0,53,0,0,0,0,0
Bob Chandler,30,427,3,0,0,37,4,13.3,0,0,0
Joe Dawkins,30,329,0,0,0,42,0,0,0,0,0
Jerry LeVias,30,536,3,0,0,69,0,0,0,0,0
Lawrence McCutcheon,30,289,3,0,0,31,0,0,0,0,0
Ahmad Rashad,30,409,3,0,0,65,0,0,0,0,0
Ron Shanklin,30,711,10,0,0,67,0,0,0,0,0
Billy Joe DuPree,29,392,5,0,0,40,0,0,0,0,0
Mel Gray,29,513,7,0,0,80,0,0,0,0,0
J.D. Hill,29,422,0,0,0,42,0,0,0,0,0
Bob Newland,29,489,4,0,0,42,0,0,0,0,0
Bob Trumpy,29,435,5,0,0,53,0,0,0,0,0
Paul Warfield,29,514,11,0,0,45,0,0,0,0,0
Bob Gresham,28,244,1,0,0,62,0,0,0,0,0
Essex Johnson,28,356,3,0,0,78,0,0,0,0,0
Haven Moses,28,518,8,0,0,76,0,0,0,0,0
Charlie Sanders,28,433,2,0,0,54,0,0,0,0,0
Charlie Smith,28,260,1,0,0,20,0,0,0,0,0
Jim Kiick,27,208,0,0,0,22,0,0,0,0,0
MacArthur Lane,27,255,1,0,0,30,1,3.7,0,0,0
Altie Taylor,27,252,0,0,0,35,0,0,0,0,0
Mel Farr,26,183,0,0,0,27,0,0,0,0,0
Walt Garrison,26,273,2,0,0,53,0,0,0,0,0
Ed Marinaro,26,196,2,0,0,17,0,0,0,0,0
Milt Morin,26,417,1,0,0,51,0,0,0,0,0
Glenn Doughty,25,587,4,0,0,66,0,0,0,0,0
Cid Edwards,25,164,0,0,0,28,0,0,0,0,0
Dave Hampton,25,273,1,0,0,22,0,0,0,0,0
Don McCauley,25,186,0,0,0,34,0,0,0,0,0
Tom Mitchell,25,313,4,0,0,33,0,0,0,0,0
Jon Staggers,25,412,3,0,0,50,3,12,0,0,0
Eddie Bell,24,319,2,0,0,38,0,0,0,0,0
Jim Mandich,24,302,4,0,0,28,0,0,0,0,0
Steve Owens,24,232,0,0,0,30,0,0,0,0,0
Earl Thomas,24,343,4,0,0,38,0,0,0,0,0
Jubilee Dunbar,23,447,4,0,0,65,0,0,0,0,0
Carl Garrett,23,292,0,0,0,39,0,0,0,0,0
Frank Lewis,23,409,3,0,0,53,0,0,0,0,0
Barry Pearson,23,317,3,0,0,46,0,0,0,0,0
John Riggins,23,158,0,0,0,19,0,0,0,0,0
Darryl Stingley,23,339,2,0,0,25,0,0,0,0,0
Otto Stowe,23,389,6,0,0,45,0,0,0,0,0
Stu Voigt,23,318,2,0,0,43,0,0,0,0,0
Bob Windsor,23,348,4,0,0,36,0,0,0,0,0
Emerson Boozer,22,130,3,0,0,15,0,0,0,0,0
Ken Brown,22,187,0,0,0,46,0,0,0,0,0
Bob Hayes,22,360,3,0,0,47,0,0,0,0,0
Drew Pearson,22,388,2,0,0,40,0,0,0,0,0
Jess Phillips,22,169,0,0,0,34,0,0,0,0,0
Johnny Roland,22,190,1,0,0,30,0,0,0,0,0
Larry Walton,22,309,4,0,0,49,0,0,0,0,0
Ken Willard,22,160,1,0,0,26,0,0,0,0,0
Don Zimmerman,22,220,3,0,0,30,0,0,0,0,0
Jim Harrison,21,200,2,0,0,44,0,0,0,0,0
Bob Klein,21,277,2,0,0,23,0,0,0,0,0
Walker Gillette,20,244,1,0,0,48,0,0,0,0,0
Ron Jessie,20,364,3,0,0,84,0,0,0,0,0
Randy Vataha,20,341,2,0,0,48,0,0,0,0,0
Mack Alston,19,195,4,0,0,39,0,0,0,0,0
Jim Bertelsen,19,267,1,0,0,44,0,0,0,0,0
Cliff Branch,19,290,3,0,0,54,0,0,0,0,0
Bill Butler,19,125,2,0,0,16,0,0,0,0,0
Al Dodd,19,291,0,0,0,25,0,0,0,0,0
Robert Holmes,19,151,0,0,0,30,0,0,0,0,0
Art Malone,19,177,1,0,0,33,0,0,0,0,0
Eddie Ray,19,192,2,0,0,39,0,0,0,0,0
Oscar Reed,19,122,0,0,0,13,0,0,0,0,0
Jerry Smith,19,215,0,0,0,25,0,0,0,0,0
Jimmy Thomas,19,157,0,0,0,66,0,0,0,0,0
Raymond Chester,18,181,1,0,0,40,0,0,0,0,0
Wendell Hayes,18,134,0,0,0,27,0,0,0,0,0
Mack Herron,18,265,1,0,0,29,0,0,0,0,0
Fair Hooker,18,196,2,0,0,26,0,0,0,0,0
John Fuqua,17,150,0,0,0,22,0,0,0,0,0
Po James,17,94,0,0,0,13,0,0,0,0,0
Lydell Mitchell,17,113,0,0,0,14,0,0,0,0,0
Cotton Speyrer,17,311,4,0,0,47,0,0,0,0,0
John Brockington,16,128,0,0,0,37,0,0,0,0,0
Rich McGeorge,16,260,1,0,0,44,0,0,0,0,0
Jack Snow,16,252,2,0,0,38,0,0,0,0,0
Elmo Wright,16,252,2,0,0,44,0,0,0,0,0
Bobby Anderson,15,153,0,0,0,29,0,0,0,0,0
Vince Clements,15,129,1,0,0,16,0,0,0,0,0
Doug Cunningham,15,118,0,0,0,23,0,0,0,0,0
Sam Cunningham,15,144,1,0,0,34,0,0,0,0,0
George Farmer,15,219,1,0,0,25,0,0,0,0,0
Mike Garrett,15,124,1,0,0,30,0,0,0,0,0
Marv Hubbard,15,116,0,0,0,25,0,0,0,0,0
Leroy Kelly,15,180,0,0,0,36,0,0,0,0,0
Barry Smith,15,233,2,0,0,24,0,0,0,0,0
Bob Adams,14,197,0,0,0,30,0,0,0,0,0
Carroll Dale,14,192,0,0,0,40,0,0,0,0,0
Gary Garrison,14,292,2,0,0,51,0,0,0,0,0
Ron Holliday,14,182,0,0,0,36,0,0,0,0,0
Mike Montgomery,14,164,3,0,0,32,0,0,0,0,0
Craig Cotton,13,186,0,0,0,63,0,0,0,0,0
Charlie Evans,13,100,0,0,0,20,0,0,0,0,0
Eddie Hinton,13,202,1,0,0,34,0,0,0,0,0
Charlie Joiner,13,214,0,0,0,26,0,0,0,0,0
John McMakin,13,195,1,0,0,44,0,0,0,0,0
Pettis Norman,13,200,0,0,0,24,0,0,0,0,0
Jerry Simmons,13,249,1,0,0,53,0,0,0,0,0
Tom Geredine,12,231,1,0,0,46,0,0,0,0,0
Gloster Richardson,12,175,1,0,0,32,0,0,0,0,0
Larry Schreiber,12,98,0,0,0,31,0,0,0,0,0
Morris Stroud,12,216,2,0,0,48,0,0,0,0,0
Larry Watkins,12,86,1,0,0,28,0,0,0,0,0
Josh Ashton,11,113,0,0,0,51,0,0,0,0,0
Bob Brown,11,132,0,0,0,26,0,0,0,0,0
Leland Glass,11,119,0,0,0,23,0,0,0,0,0
Jeff Kinney,11,126,0,0,0,25,0,0,0,0,0
Preston Pearson,11,173,2,0,0,36,0,0,0,0,0
Joe Profit,11,108,0,0,0,26,0,0,0,0,0
Tom Bailey,10,80,1,0,0,19,0,0,0,0,0
Franco Harris,10,69,0,0,0,19,0,0,0,0,0
Ike Hill,10,119,0,0,0,18,0,0,0,0,0
John Isenbarger,10,67,0,0,0,18,0,0,0,0,0
Paul Seymour,10,114,0,0,0,22,0,0,0,0,0
Larry Smith,10,65,0,0,0,11,0,0,0,0,0
Gene Washington,10,150,3,0,0,28,0,0,0,0,0
Mike Adamle,9,63,0,0,0,13,0,0,0,0,0
Bruce Coslet,9,123,0,0,0,18,0,0,0,0,0
Willie Ellison,9,64,0,0,0,17,0,0,0,0,0
Jean Fugett,9,168,3,0,0,48,0,0,0,0,0
Roger Lawson,9,60,0,0,0,21,0,0,0,0,0
Earl McCullouch,9,179,1,0,0,42,0,0,0,0,0
Robert Newhouse,9,87,1,0,0,38,0,0,0,0,0
Greg Pruitt,9,110,1,0,0,42,0,0,0,0,0
Alvin Reed,9,124,0,0,0,34,0,0,0,0,0
John Tarver,9,51,0,0,0,13,0,0,0,0,0
Gary Butler,8,124,2,0,0,48,0,0,0,0,0
Rich Houston,8,90,0,0,0,20,0,0,0,0,0
Billy Van Heusen,8,149,1,0,0,62,0,0,0,0,0
George Amundson,7,60,0,0,0,18,0,0,0,0,0
Larry Csonka,7,22,0,0,0,9,0,0,0,0,0
Clarence Davis,7,76,0,0,0,19,0,0,0,0,0
Steve Davis,7,31,1,0,0,9,0,0,0,0,0
Clint Jones,7,125,0,0,0,37,0,0,0,0,0
Chip Myers,7,77,0,0,0,18,0,0,0,0,0
Tom Reynolds,7,127,0,0,0,30,0,0,0,0,0
Paul Robinson,7,46,0,0,0,19,0,0,0,0,0
Jim Thaxton,7,119,2,0,0,31,0,0,0,0,0
Bob Thomas,7,51,1,0,0,37,0,0,0,0,0
Dave Williams,7,118,0,0,0,30,0,0,0,0,0
Margene Adkins,6,109,0,0,0,29,0,0,0,0,0
Pete Banaszak,6,31,0,0,0,9,0,0,0,0,0
Jim Braxton,6,101,0,0,0,37,1,16.7,0,0,0
Ben Hawkins,6,114,0,0,0,37,0,0,0,0,0
John Hilton,6,70,1,0,0,31,0,0,0,0,0
David Knight,6,78,1,0,0,19,1,16.7,0,0,0
Cliff McClain,6,52,0,0,0,14,0,0,0,0,0
Joe Orduna,6,44,0,0,0,17,0,0,0,0,0
Golden Richards,6,91,1,0,0,53,0,0,0,0,0
Bo Scott,6,23,1,0,0,9,0,0,0,0,0
O.J. Simpson,6,70,0,0,0,24,0,0,0,0,0
Claxton Welch,6,22,0,0,0,8,0,0,0,0,0
Larry Brown,5,88,0,0,0,45,0,0,0,0,0
Bill Brown,5,22,1,0,0,7,0,0,0,0,0
Pat Curran,5,56,1,0,0,27,0,0,0,0,0
Billy Lefear,5,38,0,0,0,13,0,0,0,0,0
Billy Masters,5,65,0,0,0,28,0,0,0,0,0
Louis Neal,5,131,1,0,0,50,0,0,0,0,0
Reggie Sanderson,5,23,0,0,0,9,0,0,0,0,0
Duane Thomas,5,40,0,0,0,13,0,0,0,0,0
Perry Williams,5,44,0,0,0,14,0,0,0,0,0
Lee Bouggess,4,18,0,0,0,6,0,0,0,0,0
Gary Hammond,4,39,0,0,0,23,0,0,0,0,0
Gary Kosins,4,8,0,0,0,10,0,0,0,0,0
Charlie Leigh,4,9,0,0,0,7,0,0,0,0,0
Mercury Morris,4,51,0,0,0,36,0,0,0,0,0
Jim Nance,4,26,0,0,0,9,0,0,0,0,0
Howard Stevens,4,39,0,0,0,14,0,0,0,0,0
Bob West,4,65,0,0,0,23,0,0,0,0,0
Doug Winslow,4,45,0,0,0,14,0,0,0,0,0
Gary Ballman,3,38,0,0,0,16,0,0,0,0,0
Al Barnes,3,43,1,0,0,23,0,0,0,0,0
Marv Fleming,3,22,0,0,0,15,0,0,0,0,0
Hubert Ginn,3,2,0,0,0,6,0,0,0,0,0
Steve Holden,3,27,0,0,0,17,0,0,0,0,0
Lewis Jolley,3,56,0,0,0,48,0,0,0,0,0
Bob McCall,3,18,0,0,0,14,0,0,0,0,0
Willie McGee,3,67,0,0,0,50,0,0,0,0,0
Hugh McKinnis,3,11,0,0,0,12,0,0,0,0,0
Joe Moore,3,17,0,0,0,6,0,0,0,0,0
Don Nottingham,3,26,0,0,0,16,0,0,0,0,0
Dave Osborn,3,4,0,0,0,5,0,0,0,0,0
Dave Parks,3,31,1,0,0,12,0,0,0,0,0
Don Shy,3,15,1,0,0,6,0,0,0,0,0
Otis Armstrong,2,43,1,0,0,36,0,0,0,0,0
Hank Bjorklund,2,15,0,0,0,11,0,0,0,0,0
Wes Chesson,2,36,1,0,0,20,0,0,0,0,0
Rhett Dawson,2,24,0,0,0,19,0,0,0,0,0
Len Garrett,2,30,0,0,0,22,0,0,0,0,0
Tim George,2,28,0,0,0,19,0,0,0,0,0
Chip Glass,2,60,0,0,0,47,0,0,0,0,0
Les Goodman,2,19,0,0,0,12,0,0,0,0,0
Andy Hamilton,2,35,0,0,0,20,0,0,0,0,0
Mike Hancock,2,3,2,0,0,2,0,0,0,0,0
Doug Kingsriter,2,27,0,0,0,14,0,0,0,0,0
Jim Lash,2,34,0,0,0,18,0,0,0,0,0
Odell Lawson,2,-5,0,0,0,4,0,0,0,0,0
Henry Matthews,2,19,0,0,0,12,0,0,0,0,0
Jim McFarland,2,10,0,0,0,7,0,0,0,0,0
Larry Mialik,2,30,0,0,0,17,0,0,0,0,0
Jim O'Brien,2,14,0,0,0,9,0,0,0,0,0
Bill Olds,2,-4,0,0,0,-1,0,0,0,0,0
Jim Otis,2,19,0,0,0,14,0,0,0,0,0
Bob Parsons,2,23,1,0,0,17,0,0,0,0,0
Rob Scribner,2,19,0,0,0,13,0,0,0,0,0
Ron Sellers,2,54,0,0,0,42,0,0,0,0,0
Dave Smith,2,20,0,0,0,17,0,0,0,0,0
Steve Sweeney,2,52,1,0,0,34,0,0,0,0,0
Howard Twilley,2,30,0,0,0,19,0,0,0,0,0
Harmon Wages,2,14,0,0,0,14,0,0,0,0,0
Mickey Zofko,2,16,0,0,0,9,0,0,0,0,0
John Andrews,1,1,1,0,0,1,0,0,0,0,0
Dave Atkins,1,-3,0,0,0,-3,0,0,0,0,0
Leon Crosswhite,1,4,0,0,0,4,0,0,0,0,0
Dave Davis,1,14,0,0,0,14,0,0,0,0,0
Stan Davis,1,6,0,0,0,6,0,0,0,0,0
Mike Donohoe,1,10,0,0,0,10,0,0,0,0,0
Lenvil Elliott,1,12,1,0,0,12,0,0,0,0,0
Joe Ferguson,1,-3,0,0,0,-3,0,0,0,0,0
Frank Grant,1,12,1,0,0,12,0,0,0,0,0
Sam Havrilak,1,9,0,0,0,9,0,0,0,0,0
Jim Hooks,1,6,0,0,0,6,0,0,0,0,0
Bob Hudson,1,9,0,0,0,9,0,0,0,0,0
Bob Hyland,1,16,0,0,0,16,0,0,0,0,0
Larron Jackson,1,-2,0,0,0,-2,0,0,0,0,0
Randy Jackson,1,20,0,0,0,20,0,0,0,0,0
Ray Jarvis,1,12,0,0,0,12,0,0,0,0,0
Sonny Jurgensen,1,-3,0,0,0,-3,0,0,0,0,0
Leroy Keyes,1,-6,0,0,0,-6,0,0,0,0,0
Don Maynard,1,18,0,0,0,18,0,0,0,0,0
Clifton McNeil,1,3,0,0,0,3,0,0,0,0,0
Lincoln Minor,1,5,0,0,0,5,0,0,0,0,0
Mo Moorman,1,-1,0,0,0,-1,0,0,0,0,0
Reece Morrison,1,4,0,0,0,4,0,0,0,0,0
Greg Oliver,1,9,0,0,0,9,0,0,0,0,0
Jack Rizzo,1,11,0,0,0,11,0,0,0,0,0
Rod Sherman,1,8,0,0,0,8,0,0,0,0,0
Ollie Smith,1,37,0,0,0,37,0,0,0,0,0
Paul Staroba,1,23,0,0,0,23,0,0,0,0,0
Bill Thomas,1,4,0,0,0,4,0,0,0,0,0
Pete Van Valkenburg,1,7,0,0,0,7,0,0,0,0,0
John Ward,1,1,0,0,0,1,0,0,0,0,0
Dick Witcher,1,13,0,0,0,13,0,0,0,0,0
Willie Young,1,-5,0,0,0,-5,0,0,0,0,0
