Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
David Ray,86,0,0,18,20.9,0,0,0,0,0,0
Roy Gerela,80,0,0,21,26.2,0,0,0,0,0,0
Garo Yepremian,77,0,0,22,28.6,0,0,0,0,0,0
Jim Turner,76,0,0,15,19.7,0,0,0,0,0,0
Nick Mike-Mayer,74,0,0,16,21.6,0,0,0,0,0,0
Tom Dempsey,71,0,0,16,22.5,0,0,0,0,0,0
Horst Muhlmann,69,0,0,27,39.1,0,0,0,0,0,0
Fred Cox,68,0,0,9,13.2,0,0,0,0,0,0
Ray Guy,67,0,0,21,31.3,0,0,0,0,0,0
Jim Bakken,66,0,0,9,13.6,0,0,0,0,0,0
Curt Knight,65,0,0,10,15.4,0,0,0,0,0,0
Bruce Gossett,64,0,0,13,20.3,0,0,0,0,0,0
John Leypoldt,64,0,0,20,31.2,0,0,0,0,0,0
Don Cockroft,58,0,0,10,17.2,0,0,0,0,0,0
Bobby Howfield,58,0,0,14,24.1,0,0,0,0,0,0
George Hunt,56,0,0,13,23.2,0,0,0,0,0,0
Skip Butler,52,0,0,15,28.8,0,0,0,0,0,0
Jan Stenerud,51,0,0,18,35.3,0,0,0,0,0,0
Toni Fritsch,50,0,0,17,34,0,0,0,0,0,0
Jeff White,50,0,0,15,30,0,0,0,0,0,0
Ray Wersching,48,0,0,13,27.1,0,0,0,0,0,0
Pete Gogolak,47,0,0,11,23.4,0,0,0,0,0,0
Mirro Roder,44,0,0,18,40.9,0,0,0,0,0,0
Chester Marcol,38,0,0,12,31.6,0,0,0,0,0,0
Errol Mann,35,0,0,4,11.4,0,0,0,0,0,0
Bill McClard,30,0,0,9,30,0,0,0,0,0,0
Jim O'Brien,29,0,0,2,6.9,0,0,0,0,0,0
Happy Feller,17,0,0,6,35.3,0,0,0,0,0,0
Mike Clark,15,0,0,3,20,0,0,0,0,0,0
Dave Pureifory,12,0,0,4,33.3,0,0,0,0,0,0
Marv Bateman,10,0,0,2,20,0,0,0,0,0,0
Marv Upshaw,10,0,0,3,30,0,0,0,0,0,0
Bill Bell,9,0,0,3,33.3,0,0,0,0,0,0
Mike Bragg,8,0,0,1,12.5,0,0,0,0,0,0
Brad Van Pelt,8,0,0,1,12.5,0,0,0,0,0,0
Mac Percival,6,0,0,0,0,0,0,0,0,0,0
MacArthur Lane,3,0,0,0,0,0,0,0,0,0,0
Ron Widby,3,0,0,0,0,0,0,0,0,0,0
Tom Wittum,2,0,0,0,0,0,0,0,0,0,0
Tom Blanchard,1,0,0,0,0,0,0,0,0,0,0
Bobby Joe Green,1,0,0,0,0,0,0,0,0,0,0
Steve O'Neal,1,0,0,0,0,0,0,0,0,0,0
Larry Seiple,1,0,0,0,0,0,0,0,0,0,0
Billy Van Heusen,1,0,0,0,0,0,0,0,0,0,0
