Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Bill Cahill,18.2,4,73,1,0,0,51,1,0
Bruce Taylor,13.8,15,207,0,0,0,61,6,0
Bill Bradley,13.2,8,106,0,0,0,43,12,0
Ron Smith,13,27,352,2,0,0,84,5,0
Bill Thompson,12.2,30,366,0,0,0,53,6,0
Jake Scott,12.1,22,266,0,0,0,33,16,0
Greg Pruitt,11.2,16,180,0,0,0,46,3,0
Rob Scribner,10.7,3,32,0,0,0,17,1,0
Mack Herron,10.4,27,282,0,0,0,54,8,0
Roger Wehrli,10.2,9,92,0,0,0,33,7,0
Howard Stevens,10.1,17,171,0,0,0,37,15,0
Jim Bertelsen,10,26,259,0,0,0,34,10,0
Glen Edwards,9.9,34,336,0,0,0,44,5,0
Steve Holden,9.5,2,19,0,0,0,19,0,0
Doug Winslow,9.4,5,47,0,0,0,17,3,0
Herb Mul-key,9.4,11,103,0,0,0,27,7,0
Willie McGee,9.3,6,56,0,0,0,28,4,0
Ray Brown,9,40,360,0,0,0,57,11,0
Larry Walton,9,1,9,0,0,0,9,1,0
Dick Anderson,8.7,6,52,0,0,0,27,0,0
Al Dodd,8.6,8,69,0,0,0,28,1,0
Lem Barney,8.6,27,231,0,0,0,42,7,0
Dave Elmendorf,8.5,22,187,0,0,0,30,3,0
Ralph McGill,8.4,22,186,0,0,0,54,1,0
Donnie Walker,8.4,25,210,0,0,0,23,4,0
George Atkinson,8.2,41,336,1,0,0,63,6,0
Ed Podolak,8.2,11,90,0,0,0,48,11,0
Dick Jauron,8.2,6,49,0,0,0,16,4,0
Speedy Duncan,8.1,28,228,0,0,0,18,10,0
Lemar Parrish,8,25,200,0,0,0,47,1,0
Tommy Casanova,7.9,15,119,0,0,0,27,6,0
Chris Farasopoulos,7.9,14,111,0,0,0,23,10,0
Jeff Severson,7.9,16,126,0,0,0,74,2,0
Pete Athas,7.6,20,153,0,0,0,28,14,0
Billy Lefear,7.3,7,51,0,0,0,19,2,0
Gary Hammond,7.3,11,80,0,0,0,51,2,0
Alvin Haymond,7.2,14,101,0,0,0,44,6,0
Charlie Leigh,7.1,9,64,0,0,0,26,2,0
Chuck Crist,7,1,7,0,0,0,7,3,0
Sandy Durko,7,3,21,0,0,0,15,2,0
Leroy Kelly,7,1,7,0,0,0,7,0,0
Floyd Little,7,1,7,0,0,0,7,0,0
Darryl Stingley,7,3,21,0,0,0,16,2,0
Cliff Harris,6.7,3,20,0,0,0,12,3,0
Golden Richards,6.6,21,139,0,0,0,46,18,0
Drew Pearson,6.5,2,13,0,0,0,13,0,0
Rick Volk,6.4,7,45,0,0,0,13,7,0
Larry Marshall,6.2,29,180,0,0,0,31,1,0
Rex Kern,6,2,12,0,0,0,9,0,0
Thom Darden,5.7,9,51,0,0,0,11,10,0
Ike Hill,5.7,36,204,1,0,0,72,6,0
Bobby Bryant,5.6,25,140,0,0,0,16,14,0
Maurice Tyler,5,4,20,0,0,0,6,0,0
Rocky Turner,4.9,11,54,0,0,0,10,4,0
Bruce Laird,4.8,15,72,0,0,0,13,6,0
Jon Staggers,4.7,19,90,0,0,0,26,12,0
Kerry Reardon,4.5,2,9,0,0,0,6,5,0
Dennis Meyer,4.4,18,80,0,0,0,18,2,0
Ken Ellis,4.3,11,47,0,0,0,23,7,0
Charlie Greer,3.7,3,11,0,0,0,11,3,0
Lyle Blackwood,3,4,12,0,0,0,4,5,0
Norm Thompson,3,6,18,0,0,0,8,2,0
Bob Chandler,2.5,2,5,0,0,0,3,5,0
Kermit Alexander,2,5,10,0,0,0,5,5,0
Willie Belton,2,1,2,0,0,0,2,2,0
Dave Lewis,2,1,2,0,0,0,2,2,0
Tommy Maxwell,2,4,8,0,0,0,9,4,0
Mike Montgomery,1,2,2,0,0,0,3,0,0
Ken Criter,0,1,0,0,0,0,0,0,0
Stan Davis,0,2,0,0,0,0,4,0,0
Charlie Hall,0,1,0,0,0,0,0,0,0
Leroy Mitchell,0,1,0,0,0,0,0,0,0
Joe Moore,0,1,0,0,0,0,0,0,0
Jerry Smith,0,1,0,0,0,0,0,0,0
Steve Tannen,0,2,0,0,0,0,0,4,0
Jim Teal,0,1,0,0,0,0,0,0,0
Jimmy Warren,0,1,0,0,0,0,0,2,0
Charlie West,0,1,0,0,0,0,0,0,0
Jeff Wright,0,2,0,0,0,0,0,2,0
J.D. Hill,-9,1,-9,0,0,0,-9,0,0
