Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Burgess Owens,51.5,2,103,1,0,0,82,0,0
Al Clark,40,2,80,0,0,0,58,0,0
Charlie West,34.7,3,104,0,0,0,42,0,0
Dave Atkins,31,3,93,0,0,0,54,0,0
Terry Metcalf,31,4,124,0,0,0,48,0,0
Carl Garrett,30.4,16,486,0,0,0,67,0,0
Wally Francis,29.9,23,687,2,0,0,101,0,0
Cotton Speyrer,29.2,17,496,1,0,0,101,0,0
Mike Montgomery,29.2,6,175,0,0,0,63,0,0
Rob Scribner,28.6,11,314,0,0,0,57,0,0
Cullen Bryant,28.4,13,369,1,0,0,93,0,0
Greg Pruitt,28.3,16,453,0,0,0,54,0,0
Herb Mul-key,28.1,36,1011,1,0,0,97,0,0
Lem Barney,28,1,28,0,0,0,28,0,0
Larry Marshall,27.9,14,391,0,0,0,38,0,0
Charlie Leigh,27.9,9,251,0,0,0,51,0,0
Don Shy,27.8,16,445,1,0,0,97,0,0
Willie Belton,27.7,3,83,0,0,0,31,0,0
Steve Davis,26.9,15,404,0,0,0,48,0,0
Bob Gresham,26.8,27,723,1,0,0,103,0,0
Mack Herron,26.6,41,1092,1,0,0,92,0,0
Ken Ellis,26.6,12,319,0,0,0,84,0,0
Clarence Davis,26.5,19,504,0,0,0,76,0,0
Ron Smith,26.3,36,947,0,0,0,70,0,0
Gary Hammond,26.2,12,314,0,0,0,47,0,0
Jim Hooks,26,2,52,0,0,0,26,0,0
Jeff Kinney,26,5,130,0,0,0,40,0,0
Po James,25.8,16,413,0,0,0,36,0,0
Ron Jessie,25.7,6,154,0,0,0,36,0,0
Brent McClanahan,25.6,16,410,0,0,0,45,0,0
Larry Eaglin,25.3,3,76,0,0,0,39,0,0
Alvin Haymond,25.1,28,703,0,0,0,47,0,0
Rich Houston,25,15,375,0,0,0,51,0,0
Bob Hudson,25,14,350,0,0,0,36,0,0
Bill Thompson,25,1,25,0,0,0,25,0,0
Bernard Jackson,24.8,21,520,0,0,0,41,0,0
Cliff Harris,24.7,6,148,0,0,0,33,0,0
Altie Taylor,24.6,12,295,0,0,0,60,0,0
Pat Curran,24,1,24,0,0,0,24,0,0
Al Nelson,24,11,264,0,0,0,53,0,0
Perry Williams,24,1,24,0,0,0,24,0,0
Darryl Stingley,23.8,6,143,0,0,0,29,0,0
Dick Jauron,23.8,17,405,0,0,0,33,0,0
Rolland Lawrence,23.7,3,71,0,0,0,28,0,0
Otis Armstrong,23.6,20,472,0,0,0,50,0,0
Stan Davis,23.6,10,236,0,0,0,28,0,0
Ike Hill,23.6,27,637,1,0,0,95,0,0
Dave Hampton,23.4,11,258,0,0,0,42,0,0
Tom Geredine,23.4,9,211,0,0,0,51,0,0
Tom Sullivan,23.3,12,280,0,0,0,32,0,0
Dave Butz,23,1,23,0,0,0,23,0,0
Franco Harris,23,1,23,0,0,0,23,0,0
Tony Plummer,23,5,115,0,0,0,37,0,0
Maurice Tyler,23,1,23,0,0,0,23,0,0
Ike Thomas,22.9,23,527,0,0,0,34,0,0
Vic Washington,22.9,24,549,0,0,0,38,0,0
Bruce Laird,22.8,24,547,0,0,0,51,0,0
Howard Stevens,22.7,26,590,0,0,0,48,0,0
Dick Gordon,22.7,3,68,0,0,0,25,0,0
Kerry Reardon,22.5,2,45,0,0,0,23,0,0
Billy Lefear,22.5,15,337,0,0,0,59,0,0
Joe Dawkins,22.2,10,222,0,0,0,31,0,0
Larry Krause,22.2,11,244,0,0,0,30,0,0
Drew Pearson,22.1,7,155,0,0,0,26,0,0
John Fuqua,22,1,22,0,0,0,22,0,0
Hubert Ginn,22,9,198,0,0,0,29,0,0
Walt Love,22,18,396,0,0,0,39,0,0
Ralph McGill,22,17,374,0,0,0,43,0,0
Randy Montgomery,22,1,22,0,0,0,22,0,0
Mercury Morris,22,11,242,0,0,0,29,0,0
Reggie Sanderson,22,2,44,0,0,0,25,0,0
Les Strayhorn,22,2,44,0,0,0,26,0,0
Clint Jones,21.7,10,217,0,0,0,40,0,0
Doug Cunningham,21.6,8,173,0,0,0,35,0,0
Joe Wilson,21.6,8,173,0,0,0,27,0,0
Joe Washington,21.6,20,432,0,0,0,30,0,0
Steve Holden,21.5,8,172,0,0,0,29,0,0
Jack Rizzo,21.5,4,86,0,0,0,29,0,0
Larry Robinson,21.5,4,86,0,0,0,28,0,0
Willie McGee,21.2,20,423,0,0,0,50,0,0
Kermit Alexander,21,9,189,0,0,0,25,0,0
Bill Cahill,21,2,42,0,0,0,24,0,0
Robert Newhouse,20.7,3,62,0,0,0,26,0,0
Reggie Rucker,20.6,5,103,0,0,0,42,0,0
Joe Blahak,20.5,2,41,0,0,0,23,0,0
Lewis Jolley,20.5,2,41,0,0,0,21,0,0
Lemar Parrish,20.4,7,143,0,0,0,29,0,0
Craig Hanneman,20,1,20,0,0,0,20,0,0
Dave Lewis,20,2,40,0,0,0,27,0,0
Margene Adkins,19.8,31,615,0,0,0,38,0,0
Leo Hayden,19.6,5,98,0,0,0,28,0,0
Eddie Moss,19.5,4,78,0,0,0,21,0,0
Hank Bjorklund,19.4,9,175,0,0,0,24,0,0
Steve Jones,19.3,6,116,0,0,0,22,0,0
Preston Pearson,19.2,16,308,0,0,0,28,0,0
Jim McFarland,19,3,57,0,0,0,19,0,0
Marv Owens,19,1,19,0,0,0,19,0,0
Eldridge Small,18.8,11,207,0,0,0,37,0,0
Chuck Detwiler,18.3,3,55,0,0,0,20,0,0
Mel Gray,18.2,4,73,0,0,0,21,0,0
Warren McVea,18.2,8,146,0,0,0,29,0,0
Don Highsmith,18,1,18,0,0,0,18,0,0
Joe Profit,18,8,144,0,0,0,26,0,0
Jim Thrower,18,3,54,0,0,0,23,0,0
Larry Watkins,18,1,18,0,0,0,18,0,0
Cliff McClain,17.8,5,89,0,0,0,21,0,0
Eddie Hinton,17.6,8,141,0,0,0,30,0,0
John Gilliam,17.4,10,174,0,0,0,29,0,0
Joe Orduna,17.3,6,104,0,0,0,21,0,0
Levi Johnson,17,3,51,0,0,0,21,0,0
Don Nottingham,17,1,17,0,0,0,17,0,0
Greg Oliver,17,1,17,0,0,0,17,0,0
Jeff Severson,17,1,17,0,0,0,17,0,0
John Tarver,17,1,17,0,0,0,17,0,0
Stan White,17,1,17,0,0,0,17,0,0
Odell Lawson,16.9,7,118,0,0,0,27,0,0
Ray Jarvis,16.8,5,84,0,0,0,25,0,0
Speedy Duncan,16.2,4,65,0,0,0,38,0,0
Mike Fink,16.2,5,81,0,0,0,24,0,0
Jimmy Thomas,16.2,5,81,0,0,0,23,0,0
Pete Banaszak,16,3,48,0,0,0,26,0,0
Willie Parker,16,1,16,0,0,0,16,0,0
Larry Smith,16,1,16,0,0,0,16,0,0
Cecil Turner,15.9,8,127,0,0,0,28,0,0
Mike Adamle,15.8,5,79,0,0,0,26,0,0
Rocky Bleier,15.7,3,47,0,0,0,20,0,0
MacArthur Lane,15.5,2,31,0,0,0,29,0,0
Jim Bertelsen,15,1,15,0,0,0,15,0,0
Gordon Jolley,15,1,15,0,0,0,15,0,0
Brian Kelley,15,2,30,0,0,0,16,0,0
Golden Richards,14.7,3,44,0,0,0,20,0,0
Mel Long,14.5,6,87,0,0,0,38,0,0
Oscar Reed,14.5,2,29,0,0,0,15,0,0
Windlan Hall,14,1,14,0,0,0,14,0,0
Fran Lynch,14,1,14,0,0,0,14,0,0
Derland Moore,14,1,14,0,0,0,14,0,0
Rusty Tillman,14,3,42,0,0,0,18,0,0
Mike Fanucci,13.3,3,40,0,0,0,14,0,0
John Andrews,13,1,13,0,0,0,13,0,0
Nelson Munsey,13,1,13,0,0,0,13,0,0
Clyde Werner,13,1,13,0,0,0,13,0,0
Warren Bankston,12,1,12,0,0,0,12,0,0
Al Coleman,12,2,24,0,0,0,19,0,0
Fred Forsberg,12,1,12,0,0,0,12,0,0
Don McCauley,12,1,12,0,0,0,12,0,0
Bill Brown,11.7,3,35,0,0,0,18,0,0
Dave Elmendorf,11.5,2,23,0,0,0,23,0,0
Charlie Smith,11.5,2,23,0,0,0,23,0,0
Bruce Walton,11,1,11,0,0,0,11,0,0
Jim Romaniszyn,10.5,2,21,0,0,0,16,0,0
Bruce Bannon,10,1,10,0,0,0,10,0,0
Glen Edwards,10,1,10,0,0,0,10,0,0
Jake Scott,10,2,20,0,0,0,20,0,0
Tom Bailey,9,2,18,0,0,0,18,0,0
George Webster,9,1,9,0,0,0,9,0,0
Aaron Brown,8.7,3,26,0,0,0,12,0,0
Bob McCall,8.5,2,17,0,0,0,17,0,0
Dave Olerich,8.5,2,17,0,0,0,12,0,0
Floyd Rice,8.5,2,17,0,0,0,9,0,0
Ron East,8,1,8,0,0,0,8,0,0
Glen Holloway,8,1,8,0,0,0,8,0,0
Rick Volk,8,2,16,0,0,0,16,0,0
Craig Cotton,7.5,2,15,0,0,0,13,0,0
Bob Parsons,7.5,2,15,0,0,0,15,0,0
Doug Dieken,7,2,14,0,0,0,9,0,0
Tony Greene,7,1,7,0,0,0,7,0,0
Mickey Zofko,7,1,7,0,0,0,7,0,0
Duane Benson,6.7,3,20,0,0,0,9,0,0
Lawrence McCutcheon,6,1,6,0,0,0,6,0,0
Bill Olds,4.7,3,14,0,0,0,10,0,0
Mel Rogers,4,1,4,0,0,0,4,0,0
Mike Simone,3,1,3,0,0,0,3,0,0
Bo Cornell,2,1,2,0,0,0,2,0,0
Al Barnes,0,1,0,0,0,0,0,0,0
Jim Braxton,0,1,0,0,0,0,0,0,0
Bruce Coslet,0,1,0,0,0,0,0,0,0
Guy Dennis,0,1,0,0,0,0,0,0,0
Jay Douglas,0,1,0,0,0,0,0,0,0
Willie Germany,0,1,0,0,0,0,0,0,0
John Hannah,0,1,0,0,0,0,0,0,0
Ernie Jackson,0,1,0,0,0,0,0,0,0
Bob Klein,0,1,0,0,0,0,0,0,0
Ray Mansfield,0,1,0,0,0,0,0,0,0
Jim Osborne,0,1,0,0,0,0,0,0,0
Larry Seiple,0,1,0,0,0,0,0,0,0
Mike Simpson,0,1,0,0,0,0,0,0,0
Jim Sniadecki,0,1,0,0,0,0,0,0,0
Pete Van Valkenburg,0,1,0,0,0,0,0,0,0
Harmon Wages,0,1,0,0,0,0,0,0,0
Mark Washington,0,1,0,0,0,0,0,0,0
Charlie Weaver,0,1,0,0,0,0,0,0,0
Roger Wehrli,0,2,0,0,0,0,0,0,0
Ralph Wenzel,0,1,0,0,0,0,0,0,0
Bob West,0,1,0,0,0,0,0,0,0
Ken Willard,0,1,0,0,0,0,0,0,0
Bob Windsor,0,1,0,0,0,0,0,0,0
Jeff Wright,0,1,0,0,0,0,0,0,0
