Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Roman Gabriel,3219,7,460,270,58.7,23,12,86,142,30.9,0,0,80,31,219
Jim Plunkett,2550,6.8,376,193,51.3,13,17,65.8,111,29.5,0,0,64,37,350
Charley Johnson,2465,7.1,346,184,53.2,20,17,74.9,97,28,0,0,62,26,177
Ken Anderson,2428,7.4,329,179,54.4,18,12,81.2,107,32.5,0,0,78,24,163
Roger Staubach,2428,8.5,286,179,62.6,23,15,94.6,82,28.7,0,0,53,43,269
Jim Hart,2223,7,320,178,55.6,15,10,80,86,26.9,0,0,69,22,168
Fran Tarkenton,2113,7.7,274,169,61.7,15,7,93.2,76,27.7,0,0,54,31,270
John Hadl,2008,7.8,258,135,52.3,22,11,88.8,72,27.9,0,0,69,17,126
Ken Stabler,1997,7.7,260,163,62.7,14,10,88.2,67,25.8,0,0,80,34,261
Bob Lee,1786,7.8,230,120,52.2,10,8,77.9,49,21.3,0,0,57,28,256
Mike Phipps,1719,5.8,299,148,49.5,9,20,49.4,71,23.8,0,0,51,44,362
Billy Kilmer,1656,7.3,227,122,53.7,14,9,81.3,67,29.5,0,0,64,15,88
Archie Manning,1642,6.2,267,140,52.4,10,12,65.2,57,21.4,0,0,65,28,177
Norm Snead,1483,6.3,235,131,55.7,7,22,45.8,46,19.6,0,0,46,9,67
Dan Pastorini,1482,5.1,290,154,53.1,5,17,49,31,10.7,0,0,50,30,313
Bob Griese,1422,6.5,218,116,53.2,17,8,84.3,61,28,0,0,46,11,75
Randy Johnson,1279,7.2,177,99,55.9,7,8,73.2,50,28.2,0,0,48,19,134
Al Woodall,1228,6.1,201,101,50.2,9,8,67.8,32,15.9,0,0,56,19,127
Terry Bradshaw,1183,6.6,180,89,49.4,10,15,54.5,27,15,0,0,67,24,186
Marty Domres,1153,6,191,93,48.7,9,13,55.2,50,26.2,0,0,66,18,145
Bill Munson,1129,6,187,95,50.8,9,8,67.8,40,21.4,0,0,54,14,94
John Brodie,1126,5.8,194,98,50.5,3,12,47.7,26,13.4,0,0,66,4,29
Dan Fouts,1126,5.8,194,87,44.8,6,13,46,32,16.5,0,0,69,14,129
Bobby Douglass,1057,6.1,174,81,46.6,5,7,59,37,21.3,0,0,63,27,215
Joe Namath,966,7.3,133,68,51.1,5,6,68.7,28,21,0,0,63,10,97
Joe Ferguson,939,5.7,164,73,44.5,4,10,45.8,42,25.6,0,0,42,20,164
Mike Livingston,916,6.3,145,75,51.7,6,7,65.2,31,21.4,0,0,48,16,124
Greg Landry,908,7.1,128,70,54.7,3,10,52.5,34,26.6,0,0,84,13,98
Sonny Jurgensen,904,6.2,145,87,60,6,5,77.5,24,16.6,0,0,36,16,114
Lynn Dickey,888,7.4,120,71,59.2,6,10,64.2,11,9.2,0,0,66,13,138
Steve Spurrier,882,5.6,157,83,52.9,4,7,59.5,24,15.3,0,0,58,13,79
Len Dawson,725,7.2,101,66,65.4,2,5,72.4,29,28.7,0,0,48,14,104
Jerry Tagge,720,6.8,106,56,52.8,2,7,53.2,24,22.6,0,0,50,9,54
Terry Hanratty,643,9.3,69,31,44.9,8,5,86.8,11,15.9,0,0,53,3,27
Daryle Lamonica,614,6.6,93,42,45.2,2,8,38.6,11,11.8,0,0,48,11,87
Joe Reed,589,5.2,114,51,44.7,2,6,44.8,12,10.5,0,0,38,10,56
Bert Jones,539,5,108,43,39.8,4,12,28.8,16,14.8,0,0,51,14,126
Wayne Clark,532,5.9,90,40,44.4,0,9,24.2,5,5.6,0,0,54,9,96
Gary Huff,525,4.2,126,54,42.9,3,8,36.6,12,9.5,0,0,29,22,180
Johnny Unitas,471,6.2,76,34,44.7,3,7,40,9,11.8,0,0,51,14,96
Scott Hunter,442,5.3,84,35,41.7,2,4,46.8,12,14.3,0,0,30,10,89
Dick Shiner,432,6.4,68,36,52.9,3,4,62.9,7,10.3,0,0,34,11,86
Pete Beathard,389,6.1,64,31,48.4,2,1,71.7,0,0,0,0,44,9,68
Gary Keithley,369,5,73,32,43.8,1,5,35.7,12,16.4,0,0,80,5,41
Joe Gilliam,331,5.5,60,20,33.3,2,6,24.4,0,0,0,0,46,3,17
Jim Del Gaizo,318,5.1,62,27,43.6,2,6,30.9,1,1.6,0,0,28,8,77
Dennis Shaw,300,6.5,46,22,47.8,0,4,32.9,2,4.4,0,0,40,11,75
Earl Morrall,253,6.7,38,17,44.7,0,4,27.5,6,15.8,0,0,53,2,18
Bobby Scott,245,4.5,54,18,33.3,1,3,31.8,4,7.4,0,0,42,4,29
Steve Ramsey,194,7.2,27,10,37,2,2,56.7,0,0,0,0,76,0,0
Pat Sullivan,175,6.7,26,14,53.8,1,0,87.8,1,3.8,0,0,21,2,19
Craig Morton,174,5.4,32,13,40.6,3,1,76.8,0,0,0,0,53,0,0
Bill Demory,159,4.1,39,12,30.8,2,8,22.2,5,12.8,0,0,31,8,73
Bob Berry,121,5,24,10,41.7,1,2,37,0,0,0,0,30,1,8
James Harris,68,6.2,11,7,63.6,0,0,80.9,0,0,0,0,27,0,0
Cotton Speyrer,54,54,1,1,100,1,0,158.3,1,100,0,0,54,0,0
John Isenbarger,48,48,1,1,100,0,0,118.8,1,100,0,0,48,0,0
Bobby Anderson,47,15.7,3,2,66.7,0,0,109.7,2,66.7,0,0,28,0,0
Ike Hill,35,35,1,1,100,0,0,118.8,1,100,0,0,35,0,0
Mickey Zofko,35,35,1,1,100,0,0,118.8,0,0,0,0,35,0,0
Bill Cappleman,33,3,11,5,45.4,0,1,14.6,0,0,0,0,8,0,0
Larry Smith,31,15.5,2,2,100,0,0,118.8,0,0,0,0,21,0,0
MacArthur Lane,23,11.5,2,1,50,1,0,131.2,1,50,0,0,23,0,0
Don Horn,22,2.8,8,4,50,1,0,95.8,1,12.5,0,0,12,1,6
John Reaves,17,0.9,19,5,26.3,0,1,17.6,0,0,0,0,6,3,19
Bob Davis,14,0.8,17,5,29.4,0,2,0,0,0,0,0,14,5,36
Greg Cook,11,3.7,3,1,33.3,0,0,45.1,1,33.3,0,0,11,0,0
Jerrel Wilson,9,9,1,1,100,0,0,104.2,0,0,0,0,9,0,0
John Brockington,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bob Chandler,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Carl Garrett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Garrett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Walt Garrison,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Gary Hammond,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Calvin Hill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ron Holliday,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Leroy Keyes,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Montgomery,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ed Podolak,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Greg Pruitt,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Earl Thomas,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jim Turner,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Billy Van Heusen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,10
Fred Willis,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
O.J. Simpson,-3,-1.5,2,1,50,0,0,56.2,0,0,0,0,-3,0,0
