Player,INT,INT TD,INT Yds,Lng
Dick Anderson,8,2,163,38
Mike Wagner,8,0,134,38
Bobby Bryant,7,1,105,46
Ron Bolton,6,0,65,56
Ray Brown,6,0,99,24
Glen Edwards,6,1,186,86
Ken Houston,6,0,32,22
Lee Roy Jordan,6,1,78,31
John Rowser,6,1,131,71
Bruce Taylor,6,0,30,22
Pete Athas,5,0,52,26
Mike Bass,5,1,161,68
Dwight Harrison,5,1,117,38
Bob Howard,5,0,25,25
Levi Johnson,5,0,82,38
Randy Logan,5,0,38,30
Garry Lyle,5,0,62,24
Brig Owens,5,1,123,27
Clarence Scott,5,1,71,45
Charlie Stukes,5,0,104,42
Charlie Waters,5,0,112,44
Ralph Baker,4,1,51,22
Lem Barney,4,0,130,38
Mel Blount,4,0,82,24
Bill Bradley,4,0,21,18
Tommy Casanova,4,0,33,16
Tom Hayes,4,2,142,65
Delles Howell,4,0,76,41
Dick Jauron,4,1,208,95
Jimmy Johnson,4,0,46,30
Calvin Jones,4,0,69,31
Paul Krause,4,0,28,24
Mike Lucci,4,0,50,21
Eddie McMillan,4,0,20,15
Guy Roberts,4,0,55,27
Dave Robinson,4,1,98,39
Jake Scott,4,0,71,29
Jeff Severson,4,0,24,19
Stan White,4,1,40,19
Willie Williams,4,0,82,35
Willie Alexander,3,0,3,3
George Atkinson,3,0,48,36
Al Beauchamp,3,0,4,4
Bill Bergey,3,0,50,22
Greg Brezina,3,0,51,36
Willie Brown,3,0,-1,0
Doug Buffone,3,0,22,22
Jim Carter,3,1,44,42
Jim Cheyunski,3,0,31,31
Sandy Durko,3,0,26,16
Ken Ellis,3,1,53,47
Pat Fischer,3,0,99,67
Ted Hendricks,3,0,33,24
Jim Hill,3,0,53,20
Pat Hughes,3,0,13,11
Ernie Jackson,3,0,40,23
Jim Kearney,3,0,30,24
Willie Lanier,3,1,47,29
Bivian Lee,3,0,23,12
Jim Merlo,3,0,25,16
Tom Myers,3,0,33,20
Isiah Robertson,3,1,57,49
Andy Russell,3,1,54,45
Mike Sensibaugh,3,0,58,27
Rich Sowells,3,1,55,30
Mike Stratton,3,0,46,23
Emmitt Thomas,3,0,65,33
Bill Thompson,3,1,96,59
Nemiah Wilson,3,0,28,20
Jeff Wright,3,0,31,25
Nate Wright,3,0,6,6
Ralph Anderson,2,0,3,3
Gregg Bingham,2,0,22,18
