Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
O.J. Simpson,2003,332,12,0,0,80,0,0,0
John Brockington,1144,265,3,0,0,53,0,0,0
Calvin Hill,1142,273,6,0,0,21,0,0,0
Lawrence McCutcheon,1097,210,2,0,0,37,0,0,0
Larry Csonka,1003,219,5,0,0,25,0,0,0
Dave Hampton,997,263,4,0,0,25,0,0,0
Essex Johnson,997,195,4,0,0,46,0,0,0
Boobie Clark,988,254,8,0,0,26,0,0,0
Floyd Little,979,256,12,0,0,47,0,0,0
Tom Sullivan,968,217,4,0,0,37,0,0,0
Lydell Mitchell,963,253,2,0,0,36,0,0,0
Mercury Morris,954,149,10,0,0,70,0,0,0
Marv Hubbard,903,193,6,0,0,50,0,0,0
Ron Johnson,902,260,6,0,0,29,0,0,0
Larry Brown,860,273,8,0,0,27,0,0,0
Jim Bertelsen,854,206,4,0,0,49,0,0,0
Emerson Boozer,831,182,3,0,0,52,0,0,0
Chuck Foreman,801,182,4,0,0,50,0,0,0
Ed Podolak,721,210,3,0,0,25,0,0,0
Altie Taylor,719,176,5,0,0,34,0,0,0
Joe Dawkins,706,160,2,0,0,72,0,0,0
Franco Harris,698,188,3,0,0,35,0,0,0
Charlie Smith,682,173,4,0,0,19,0,0,0
Donny Anderson,679,167,10,0,0,54,0,0,0
Jess Phillips,663,198,0,0,0,20,0,0,0
Carl Garrett,655,175,5,0,0,35,0,0,0
Terry Metcalf,628,148,2,0,0,50,0,0,0
Clarence Davis,609,116,4,0,0,32,0,0,0
Cid Edwards,609,133,1,0,0,50,0,0,0
Fred Willis,579,171,4,0,0,25,0,0,0
Preston Pearson,554,132,2,0,0,47,0,0,0
Ken Brown,537,161,0,0,0,17,0,0,0
Vic Washington,534,151,8,0,0,25,0,0,0
MacArthur Lane,528,170,1,0,0,20,0,0,0
Bobby Douglass,525,94,5,0,0,42,0,0,0
Sam Cunningham,516,155,4,0,0,25,0,0,0
Don McCauley,514,144,2,0,0,24,0,0,0
Jim Braxton,494,108,4,0,0,36,0,0,0
John Riggins,482,134,4,0,0,15,0,0,0
Mike Garrett,467,114,0,0,0,68,0,0,0
John Fuqua,457,117,2,0,0,25,0,0,0
Charlie Harraway,452,128,1,0,0,16,0,0,0
Walt Garrison,440,105,6,0,0,33,0,0,0
Norm Bulaich,436,106,1,0,0,20,0,0,0
Robert Newhouse,436,84,1,0,0,54,0,0,0
Eddie Ray,434,96,9,0,0,17,0,0,0
Larry Watkins,414,98,2,0,0,17,0,0,0
Willie Ellison,411,108,2,0,0,19,0,0,0
Steve Owens,401,113,3,0,0,16,0,0,0
Oscar Reed,401,100,3,0,0,30,0,0,0
Bob Gresham,400,104,2,0,0,52,0,0,0
Mike Phipps,395,60,5,0,0,27,0,0,0
Leroy Kelly,389,132,3,0,0,19,0,0,0
Mel Farr,373,97,4,0,0,32,0,0,0
Jim Harrison,370,100,1,0,0,17,0,0,0
Greg Pruitt,369,61,4,0,0,65,0,0,0
Ken Willard,366,83,1,0,0,33,0,0,0
Wendell Hayes,352,95,2,0,0,27,0,0,0
Bill Butler,348,87,1,0,0,19,0,0,0
Tony Baker,344,85,7,0,0,17,0,0,0
Art Malone,336,76,2,0,0,14,0,0,0
Joe Profit,329,90,2,0,0,22,0,0,0
John Tarver,321,72,4,0,0,28,0,0,0
Josh Ashton,305,93,0,0,0,34,0,0,0
Ed Marinaro,302,95,2,0,0,27,0,0,0
Archie Manning,293,63,2,0,0,23,0,0,0
Larry Smith,291,79,2,0,0,16,0,0,0
Robert Holmes,289,78,7,0,0,24,0,0,0
Greg Landry,267,42,2,0,0,18,0,0,0
Steve Davis,266,67,2,0,0,27,0,0,0
Mike Adamle,264,67,0,0,0,36,0,0,0
Jimmy Thomas,259,56,1,0,0,16,0,0,0
Jim Kiick,257,76,0,0,0,32,0,0,0
Don Nottingham,252,52,1,0,0,30,0,0,0
Roger Staubach,250,46,3,0,0,18,0,0,0
Jim Otis,234,55,1,0,0,19,0,0,0
Dave Osborn,216,48,0,0,0,14,0,0,0
Vince Clements,214,57,1,0,0,11,0,0,0
Jim Plunkett,209,44,5,0,0,20,0,0,0
Bill Brown,206,47,3,0,0,21,0,0,0
Fran Tarkenton,202,41,1,0,0,16,0,0,0
Mack Herron,200,61,2,0,0,17,0,0,0
Pete Banaszak,198,34,0,0,0,26,0,0,0
Joe Moore,191,58,0,0,0,25,0,0,0
Howard Stevens,183,45,2,0,0,15,0,0,0
Po James,178,36,1,0,0,24,0,0,0
Les Josephson,174,36,2,0,0,14,0,0,0
Clint Jones,170,55,1,0,0,38,0,0,0
Doug Cunningham,165,44,1,0,0,12,0,0,0
Larry Schreiber,163,42,0,0,0,13,0,0,0
Paul Robinson,151,34,2,0,0,22,0,0,0
Joe Ferguson,147,48,2,0,0,24,0,0,0
Terry Bradshaw,145,34,3,0,0,21,0,0,0
Johnny Roland,142,53,1,0,0,10,0,0,0
Billy Lefear,135,26,0,0,0,43,0,0,0
Charlie Leigh,134,22,1,0,0,34,0,0,0
Jeff Kinney,128,50,1,0,0,8,0,0,0
Marty Domres,126,32,2,0,0,14,0,0,0
Lenvil Elliott,122,22,1,0,0,15,0,0,0
Jim Hooks,110,19,0,0,0,24,0,0,0
Rob Scribner,109,20,0,0,0,17,0,0,0
Joe Orduna,104,36,1,0,0,25,0,0,0
Dan Pastorini,102,31,0,0,0,17,0,0,0
Ken Stabler,101,21,0,0,0,13,0,0,0
Bill Olds,100,26,2,0,0,17,0,0,0
Larry Walton,100,5,1,0,0,57,0,0,0
Ken Anderson,97,26,0,0,0,17,0,0,0
Glenn Doughty,96,10,0,0,0,30,0,0,0
Duane Thomas,95,32,0,0,0,13,0,0,0
Mike Livingston,94,19,2,0,0,28,0,0,0
Tom Bailey,91,20,0,0,0,15,0,0,0
Otis Armstrong,90,26,0,0,0,24,0,0,0
Les Goodman,88,18,1,0,0,19,0,0,0
Perry Williams,87,32,1,0,0,9,0,0,0
Wayne Clark,86,13,0,0,0,16,0,0,0
Joe Reed,85,15,0,0,0,20,0,0,0
Bo Scott,79,34,0,0,0,20,0,0,0
Jim Nance,78,18,0,0,0,18,0,0,0
Charlie Evans,77,34,1,0,0,15,0,0,0
Hugh McKinnis,77,28,0,0,0,12,0,0,0
Hank Bjorklund,72,22,0,0,0,14,0,0,0
John Gilliam,71,5,1,0,0,44,0,0,0
Ron Holliday,70,6,0,0,0,22,0,0,0
Roger Lawson,70,24,0,0,0,12,0,0,0
Brent McClanahan,69,17,0,0,0,10,0,0,0
Al Woodall,68,13,0,0,0,17,0,0,0
Bob Lee,67,29,0,0,0,11,0,0,0
Don Shy,66,16,0,0,0,18,0,0,0
Gary Kosins,65,24,0,0,0,7,0,0,0
Darryl Stingley,64,6,0,0,0,19,0,0,0
Tom Wittum,63,1,0,0,0,63,0,0,0
Les Strayhorn,62,11,1,0,0,24,0,0,0
Jerry Tagge,62,15,2,0,0,41,0,0,0
Bobby Anderson,61,19,1,0,0,11,0,0,0
Bert Jones,58,18,0,0,0,17,0,0,0
George Amundson,56,15,0,0,0,10,0,0,0
Riley Odoms,53,5,0,0,0,21,0,0,0
Bob Thomas,48,22,0,0,0,12,0,0,0
Julian Fagan,47,2,0,0,0,26,0,0,0
Hubert Ginn,47,16,0,0,0,8,0,0,0
Harmon Wages,47,18,1,0,0,13,0,0,0
Harold Carmichael,42,3,0,0,0,23,0,0,0
Eddie Moss,41,14,0,0,0,13,0,0,0
Len Dawson,40,6,0,0,0,13,0,0,0
Bill Thomas,39,10,0,0,0,17,0,0,0
Joe Wilson,39,10,0,0,0,11,0,0,0
Ken Burrough,38,5,1,0,0,34,0,0,0
Ted Kwalick,37,5,0,0,0,20,0,0,0
Joe Washington,36,4,0,0,0,16,0,0,0
Lee Bouggess,34,15,1,0,0,11,0,0,0
Jean Fugett,34,1,0,0,0,34,0,0,0
Jim Mitchell,34,5,0,0,0,13,0,0,0
Billy Van Heusen,34,4,0,0,0,32,0,0,0
Jerry LeVias,33,2,0,0,0,22,0,0,0
Bill Munson,33,10,0,0,0,11,0,0,0
Jon Staggers,33,4,1,0,0,20,0,0,0
Mickey Zofko,33,11,0,0,0,8,0,0,0
Dan Fouts,32,7,0,0,0,16,0,0,0
Cliff McClain,32,8,0,0,0,13,0,0,0
Steve Spurrier,32,9,2,0,0,12,0,0,0
Ron Jessie,31,5,1,0,0,17,0,0,0
Leon Crosswhite,30,11,1,0,0,5,0,0,0
James Harris,29,4,0,0,0,19,0,0,0
Gary Keithley,29,8,0,0,0,18,0,0,0
Elmo Wright,29,5,0,0,0,13,0,0,0
Otto Stowe,28,3,0,0,0,14,0,0,0
Haven Moses,25,3,1,0,0,22,0,0,0
Randy Johnson,24,4,1,0,0,11,0,0,0
Charle Young,24,4,1,0,0,17,0,0,0
Joe Gilliam,23,6,0,0,0,14,0,0,0
Odell Lawson,23,6,0,0,0,11,0,0,0
Gary Huff,22,11,0,0,0,8,0,0,0
Ray Guy,21,1,0,0,0,21,0,0,0
Oliver Ross,21,5,0,0,0,8,0,0,0
Bob Griese,20,13,0,0,0,21,0,0,0
Herb Mul-key,20,8,0,0,0,7,0,0,0
Pete Van Valkenburg,20,2,0,0,0,12,0,0,0
Dave Atkins,19,4,1,0,0,8,0,0,0
Pat Sullivan,19,3,0,0,0,9,0,0,0
Bobby Scott,18,9,0,0,0,4,0,0,0
Herman Weaver,18,1,0,0,0,18,0,0,0
Ken Burrow,17,2,0,0,0,9,0,0,0
Larry Robinson,17,2,0,0,0,11,0,0,0
Pete Beathard,16,6,1,0,0,11,0,0,0
John Brodie,16,5,1,0,0,14,0,0,0
Dick Gordon,15,2,0,0,0,19,0,0,0
Bob McCall,15,10,0,0,0,14,0,0,0
Cyril Pinder,15,12,0,0,0,5,0,0,0
Paul Warfield,15,1,0,0,0,15,0,0,0
Jack Mildren,14,2,0,0,0,10,0,0,0
Mack Alston,13,1,0,0,0,13,0,0,0
Bo Cornell,13,4,0,0,0,7,0,0,0
Norm Snead,13,4,0,0,0,14,0,0,0
Earl McCullouch,12,2,0,0,0,13,0,0,0
Gary Hammond,11,4,0,0,0,7,0,0,0
Reece Morrison,11,3,0,0,0,8,0,0,0
Steve Preece,11,1,1,0,0,11,0,0,0
Paul Staroba,11,1,0,0,0,11,0,0,0
Gary Butler,10,2,0,0,0,9,0,0,0
Bob Davis,10,3,0,0,0,7,0,0,0
Roman Gabriel,10,12,1,0,0,5,0,0,0
Randy Jackson,10,6,0,0,0,5,0,0,0
Billy Kilmer,10,9,0,0,0,5,0,0,0
Lincoln Minor,10,3,0,0,0,8,0,0,0
Pettis Norman,10,1,0,0,0,10,0,0,0
Lem Barney,9,2,0,0,0,7,0,0,0
Lynn Dickey,9,6,0,0,0,6,0,0,0
Sam Havrilak,9,2,0,0,0,8,0,0,0
Steve Jones,9,3,0,0,0,7,0,0,0
Earl Morrall,9,1,0,0,0,9,0,0,0
George Farmer,8,1,0,0,0,8,0,0,0
Larry Krause,8,1,0,0,0,8,0,0,0
Tom Myers,8,1,0,0,0,8,0,0,0
Reggie Sanderson,8,3,0,0,0,6,0,0,0
Bob Adams,7,2,0,0,0,4,0,0,0
Don Highsmith,7,7,0,0,0,4,0,0,0
Sonny Jurgensen,7,3,0,0,0,7,0,0,0
Lewis Jolley,6,7,0,0,0,3,0,0,0
Bob Newland,6,1,0,0,0,6,0,0,0
Greg Oliver,6,1,0,0,0,6,0,0,0
Bob Berry,5,2,0,0,0,5,0,0,0
John Hadl,5,14,0,0,0,6,0,0,0
Warren McVea,5,4,0,0,0,2,0,0,0
Barry Smith,5,1,0,0,0,5,0,0,0
Earl Thomas,5,1,0,0,0,5,0,0,0
Rocky Thompson,5,5,0,0,0,4,0,0,0
Bob Brunet,4,2,0,0,0,3,0,0,0
Henry Matthews,4,4,0,0,0,3,0,0,0
Bob Tucker,4,1,0,0,0,4,0,0,0
Jubilee Dunbar,3,3,0,0,0,13,0,0,0
Bob Hudson,3,4,0,0,0,5,0,0,0
Scott Hunter,3,8,1,0,0,6,0,0,0
Dennis Nelson,3,0,0,0,0,3,0,0,0
Jack Rizzo,3,1,0,0,0,3,0,0,0
Jerome Barkum,2,1,0,0,0,2,0,0,0
Billy Joe DuPree,2,2,0,0,0,6,0,0,0
Bob Parsons,2,2,0,0,0,5,0,0,0
John Reaves,2,2,0,0,0,3,0,0,0
Golden Richards,2,1,0,0,0,2,0,0,0
Dennis Shaw,2,4,0,0,0,1,0,0,0
Stu Voigt,2,1,0,0,0,2,0,0,0
Raymond Chester,1,1,0,0,0,1,0,0,0
Jim Del Gaizo,1,4,0,0,0,3,0,0,0
Roy Jefferson,1,1,0,0,0,1,0,0,0
Leroy Keyes,1,2,0,0,0,2,0,0,0
Ron Shanklin,1,3,0,0,0,10,0,0,0
Cotton Speyrer,1,1,0,0,0,1,0,0,0
Rocky Bleier,0,3,0,0,0,1,0,0,0
Bill Bradley,0,1,0,0,0,0,0,0,0
Dave Chapple,0,1,0,0,0,0,0,0,0
Terry Hanratty,0,3,0,0,0,0,0,0,0
Spike Jones,0,1,0,0,0,0,0,0,0
Craig Morton,0,1,0,0,0,0,0,0,0
Bobby Walden,0,1,0,0,0,0,0,0,0
Bill Demory,-1,4,0,0,0,0,0,0,0
Paul Gipson,-1,5,0,0,0,4,0,0,0
Frank Lewis,-1,1,0,0,0,-1,0,0,0
Steve O'Neal,-1,2,0,0,0,6,0,0,0
Reggie Rucker,-1,2,0,0,0,0,0,0,0
Charlie Sanders,-1,1,0,0,0,-1,0,0,0
Bill Cappleman,-2,1,0,0,0,-2,0,0,0
Eddie Hinton,-2,1,0,0,0,-2,0,0,0
Charley Johnson,-2,7,0,0,0,0,0,0,0
Joe Namath,-2,1,0,0,0,-2,0,0,0
Dick Shiner,-2,3,0,0,0,3,0,0,0
Claxton Welch,-2,1,0,0,0,-2,0,0,0
Don Cockroft,-3,1,0,0,0,-3,0,0,0
Tom Geredine,-3,1,0,0,0,-3,0,0,0
Jim Hart,-3,3,0,0,0,-1,0,0,0
Mike Hull,-3,2,0,0,0,-1,0,0,0
Al Johnson,-3,1,0,0,0,-3,0,0,0
Ollie Smith,-3,1,0,0,0,-3,0,0,0
Jerry Simmons,-4,1,0,0,0,-4,0,0,0
Marlin Briscoe,-5,2,0,0,0,2,0,0,0
John Isenbarger,-6,1,0,0,0,-6,0,0,0
Bob Windsor,-6,1,0,0,0,-6,0,0,0
Daryle Lamonica,-7,5,0,0,0,6,0,0,0
Dave Lewis,-7,3,0,0,0,5,0,0,0
Charley Taylor,-7,1,0,0,0,-7,0,0,0
Harold Jackson,-8,2,0,0,0,-3,0,0,0
Rich Caster,-9,1,0,0,0,-9,0,0,0
Billy Masters,-9,1,0,0,0,-9,0,0,0
Bob Grim,-10,1,0,0,0,-10,0,0,0
Mike Montgomery,-10,1,0,0,0,-10,0,0,0
Gloster Richardson,-10,3,0,0,0,4,0,0,0
Isaac Curtis,-11,2,0,0,0,1,0,0,0
Bob Chandler,-14,5,0,0,0,18,0,0,0
Ike Hill,-14,3,0,0,0,5,0,0,0
Jackie Smith,-14,1,0,0,0,-14,0,0,0
Otis Taylor,-14,4,0,0,0,5,0,0,0
Randy Vataha,-15,2,0,0,0,-4,0,0,0
David Lee,-16,2,0,0,0,-16,0,0,0
