Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Jerrel Wilson,45.5,36.7,2936,81,68,3642,0,8,7,13,3,48,446,0,1
Ray Guy,45.3,38.8,2677,69,72,3127,0,3,8,8,10,40,290,0,0
Billy Van Heusen,45.1,39.4,2717,69,78,3114,0,5,14,7,12,31,257,0,0
Tom Wittum,43.7,36.6,2888,79,62,3455,0,5,11,10,7,46,367,0,0
Herman Weaver,43.2,38.3,2067,55,66,2333,0,5,7,5,6,30,166,0,1
Ron Widby,43.1,37,2075,56,60,2414,0,4,4,2,7,39,299,0,0
John James,42.6,38,2397,63,72,2682,0,4,8,5,16,30,185,0,0
Larry Seiple,42.3,37.3,1789,48,57,2031,0,3,6,3,8,28,182,0,0
Tom Blanchard,41.9,32.8,1837,57,62,2347,0,2,11,7,5,30,370,0,1
Steve O'Neal,41.7,33.2,2688,81,71,3375,0,5,9,5,13,49,587,1,0
Marv Bateman,41.6,36.4,2003,57,62,2290,0,7,7,7,6,26,147,1,2
Bobby Walden,41.1,34.8,2160,63,57,2548,0,7,5,4,8,37,308,0,1
Dennis Partee,41.1,35.8,2581,75,62,2958,0,3,15,6,10,35,257,0,3
Dave Lewis,41,38,2587,68,60,2790,0,8,9,4,20,27,123,0,0
Tom McNeill,40.9,32.7,1504,46,66,1881,0,1,4,2,10,29,337,0,0
Bill Bradley,40.8,36.4,656,18,61,735,0,1,3,2,6,6,39,0,0
Dave Chapple,40.8,33.3,1698,52,65,2079,0,7,5,6,8,24,261,0,1
Don Cockroft,40.5,36.5,2991,83,71,3321,0,4,11,3,19,44,270,0,1
Bobby Joe Green,40.5,35.7,2927,82,62,3321,0,3,10,5,24,40,294,0,0
Mike Bragg,40.3,38.1,2437,64,61,2581,0,6,12,2,30,14,104,0,0
Spike Jones,40.3,34.7,2288,66,62,2660,0,4,6,3,19,34,312,1,0
Dan Pastorini,40.3,34.4,928,27,59,1087,0,3,1,1,5,17,139,0,0
Mike Eischeid,39.8,34.5,2277,66,57,2628,0,6,6,4,8,42,271,1,0
Mike Montgomery,39.5,38.2,153,4,48,158,0,0,0,0,1,3,5,0,0
Dave Green,39.4,32.4,714,22,61,868,0,0,6,2,3,11,114,0,0
Bruce Barnes,38.8,36.2,1994,55,53,2134,0,4,3,0,20,28,140,0,0
David Lee,38.7,33.6,2082,64,60,2402,0,2,7,2,21,28,280,0,2
Gary Keithley,37.6,33.8,2232,67,55,2478,0,3,15,3,21,23,186,0,1
Skip Butler,37.3,34.3,1234,36,55,1344,0,6,5,1,8,16,90,0,0
Julian Fagan,37.1,29.9,2213,76,58,2744,0,4,8,6,18,36,411,1,2
Paul Staroba,31.1,27.7,332,12,49,373,0,1,1,2,6,2,1,0,0
Jeff White,27.2,25.2,151,6,51,163,0,1,1,0,3,1,12,0,0
Bob Parsons,26.5,26.5,106,4,33,106,0,0,2,0,2,0,0,0,0
Jim McCann,24.5,23.8,285,15,50,294,0,1,2,0,4,2,9,0,3
