Player,INT,INT TD,INT Yds,Lng
Brian Dawkins,2,0,15,15
Anthony Dorsett,2,2,65,39
Terry Fair,2,1,29,26
James Farrior,2,0,84,47
London Fletcher,2,0,18,18
Robert Griffith,2,0,25,14
Nick Harper,2,0,17,14
Al Harris,2,0,22,14
Bernardo Harris,2,0,12,8
Corey Harris,2,0,1,1
Rodney Harrison,2,0,51,22
Duane Hawthorne,2,0,28,22
Bhawoh Jue,2,0,35,35
Eric Kelly,2,0,-7,2
Mike Logan,2,0,2,2
Sam Madison,2,0,0,0
Kevin Mathis,2,0,34,23
Chester McGlockton,2,0,17,17
Mike McKenzie,2,1,38,38
Lawyer Milloy,2,0,21,21
Mike Minter,2,0,32,30
Damon Moore,2,0,2,2
Marvcus Patton,2,0,5,5
Jason Perry,2,1,37,37
Mike Peterson,2,0,18,13
Anthony Pleasant,2,0,0,0
Ron Rice,2,0,9,8
Marcus Robertson,2,0,30,25
Damien Robinson,2,0,58,30
Eddie Robinson,2,0,13,13
Kurt Schulz,2,0,22,19
Sam Shade,2,0,9,9
Justin Smith,2,0,28,21
Brandon Spoon,2,2,51,44
David Terrell,2,0,0,0
Zach Thomas,2,1,51,34
Deshea Townsend,2,0,7,7
Jeremiah Trotter,2,1,64,50
Mike Vrabel,2,0,27,15
Greg Wesley,2,0,44,30
Dan Wilkinson,2,0,0,0
Adrian Wilson,2,1,97,61
Jamie Winborn,2,0,40,29
Antoine Winfield,2,0,0,0
Grant Wistrom,2,0,-4,-4
Eric Allen,1,0,19,19
Rashard Anderson,1,0,0,0
Jerry Azumah,1,0,14,14
Idrees Bashir,1,0,0,0
Rogers Beckett,1,0,8,8
Michael Booker,1,0,0,0
Brentson Buckner,1,0,29,29
Shane Burton,1,0,0,0
Glenn Cadrez,1,0,0,0
Chris Carter,1,0,10,10
Marty Carter,1,0,0,0
Johndale Carty,1,0,0,0
Corey Chavous,1,0,0,0
Kendrick Clancy,1,0,3,3
Charlie Clemons,1,0,3,3
George Coghill,1,0,0,0
Rashard Cook,1,0,11,11
Chris Cooper,1,0,0,0
Ray Crockett,1,0,8,8
Henri Crockett,1,0,7,7
Donovin Darius,1,0,39,39
Gerald Dixon,1,0,6,6
Shane Dronett,1,0,-6,-6
Jamie Duncan,1,0,9,9
Mario Edwards,1,1,71,71
Percy Ellsworth,1,0,19,19
Greg Favors,1,0,0,0
Mark Fields,1,0,30,30
Albert Fontenot,1,0,0,0
Arturo Freeman,1,0,0,0
Scott Galyon,1,0,0,0
Sam Garnes,1,0,5,5
Derrick Gibson,1,0,9,9
Jason Gildon,1,0,0,0
Randall Godfrey,1,0,5,5
Darrien Gordon,1,0,7,7
Darrell Green,1,0,0,0
William Hampton,1,1,33,33
Phil Hansen,1,0,17,17
Walt Harris,1,1,45,39
Jamie Henderson,1,0,5,5
Kim Herring,1,0,15,15
Warrick Holdman,1,0,0,0
Rashad Holman,1,0,19,19
Darren Howard,1,0,37,37
Reggie Howard,1,0,16,16
Ken Irvin,1,0,0,0
Dhani Jones,1,0,14,14
Tebucky Jones,1,0,-4,-4
Isaiah Kacyvenski,1,0,22,22
Kenoy Kennedy,1,0,6,6
Tom Knight,1,0,43,43
Kenard Lang,1,0,14,14
Otis Leverette,1,0,1,1
Mo Lewis,1,0,17,17
Ken Lucas,1,0,0,0
Keith Lyle,1,0,0,0
Chris McAlister,1,0,0,0
Michael McCrary,1,0,1,1
Marlon McCree,1,0,10,10
Ed McDaniel,1,0,0,0
Ronald McKinnon,1,1,24,24
Jamir Miller,1,0,0,0
Kenny Mixon,1,1,56,56
John Mobley,1,0,17,17
Alex Molden,1,0,0,0
Dan Morgan,1,0,10,10
Ifeanyi Ohalete,1,0,12,12
Chris Oldham,1,0,0,0
William James,1,0,0,0
Roman Phifer,1,0,14,14
Ryan Phillips,1,0,18,18
Antonio Pierce,1,0,0,0
Marquez Pope,1,0,22,22
Alvin Porter,1,0,-3,-3
Shelton Quarles,1,1,98,98
Izell Reese,1,0,42,42
Mark Roman,1,0,0,0
Orpheus Roye,1,0,0,0
Dwayne Rudd,1,0,0,0
Darrell Russell,1,0,0,0
Talance Sawyer,1,0,2,2
Junior Seau,1,0,2,2
Brandon Short,1,0,21,21
Brian Simmons,1,0,5,5
Derek M. Smith,1,0,0,0
Travian Smith,1,0,9,9
Takeo Spikes,1,1,66,66
Shawn Springs,1,0,0,0
Matt Stevens,1,0,9,9
Jason Taylor,1,0,4,4
Bobby Taylor,1,0,5,5
Keith Thibodeaux,1,0,9,9
Dave Thomas,1,0,3,3
Fred Thomas,1,0,0,0
Orlando Thomas,1,0,0,0
Travares Tillman,1,0,0,0
Lester Towns,1,0,0,0
James Trapp,1,0,15,15
Keith Traylor,1,0,67,67
Darrick Vaughn,1,0,0,0
Fred Wakefield,1,1,20,20
Brian Walker,1,0,0,0
Raymond Walls,1,0,0,0
Dewayne Washington,1,0,15,15
Chris Watson,1,0,23,23
Bryant Westbrook,1,0,0,0
Chuck Wiley,1,0,1,1
Darryl Williams,1,0,16,16
Jay Williams,1,0,0,0
Kailee Wong,1,1,27,27
Charles Woodson,1,0,64,34
Brian Young,1,0,25,25
